rk,player,nation,pos,squad,age,born,90s,cmp,att,cmp_total,totdist,prgdist,cmp_short,att_short,cmp_medium,att_medium,cmp_long,att_long,ast,a_xag,kp,1_3,ppa,crspa,matches
207,Artem Dzyuba,ru RUS,FW,Adana Demirspor,33,1988,1.8,,,,,,,,,,,,0,,,,,,Matches
208,Patrick Ebert,de GER,"FW,MF",İstanbulspor,35,1987,1.7,,,,,,,,,,,,0,,,,,,Matches
209,Houssam Eddine Ghacha,dz ALG,MF,Antalyaspor,26,1995,13.4,,,,,,,,,,,,1,,,,,,Matches
210,Wilson Eduardo,ao ANG,"FW,MF",Alanyaspor,32,1990,7.8,,,,,,,,,,,,1,,,,,,Matches
211,Eren Elmalı,tr TUR,DF,Trabzonspor,22,2000,30.8,,,,,,,,,,,,3,,,,,,Matches
212,Yunus Emre Mertoğlu,,MF,Ümraniyespor,21,2001,0.7,,,,,,,,,,,,0,,,,,,Matches
213,Hasan Emre Yeşilyurt,,DF,Kasımpaşa,21,2000,0.2,,,,,,,,,,,,0,,,,,,Matches
214,Ahmet Engin,de GER,MF,Kasımpaşa,25,1996,8.0,,,,,,,,,,,,3,,,,,,Matches
215,Alexandru Epureanu,md MDA,DF,Ümraniyespor,35,1986,13.0,,,,,,,,,,,,0,,,,,,Matches
216,Alexandru Epureanu,md MDA,DF,Başakşehir,35,1986,3.4,,,,,,,,,,,,0,,,,,,Matches
217,Çagan Erciyas,tr TUR,DF,Alanyaspor,19,2003,0.6,,,,,,,,,,,,0,,,,,,Matches
218,Ziya Erdal,tr TUR,DF,Sivasspor,34,1988,11.6,,,,,,,,,,,,0,,,,,,Matches
219,Mustafa Erdilman,,MF,Antalyaspor,18,2004,0.5,,,,,,,,,,,,1,,,,,,Matches
220,Okan Erdogan,de GER,DF,İstanbulspor,23,1998,29.1,,,,,,,,,,,,1,,,,,,Matches
221,Osman Erdogan,,FW,Ümraniyespor,18,2004,0.1,,,,,,,,,,,,0,,,,,,Matches
222,Yusuf Erdoğan,tr TUR,"DF,MF",Trabzonspor,29,1992,0.6,,,,,,,,,,,,0,,,,,,Matches
223,Yusuf Erdoğan,tr TUR,MF,Adana Demirspor,29,1992,1.7,,,,,,,,,,,,0,,,,,,Matches
224,Erhan Erentürk,tr TUR,GK,Konyaspor,27,1995,5.0,,,,,,,,,,,,0,,,,,,Matches
225,Onur Ergün,tr TUR,MF,Hatayspor,29,1992,13.6,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
226,Onur Ergün,tr TUR,MF,İstanbulspor,29,1992,6.7,,,,,,,,,,,,0,,,,,,Matches
227,Caner Erkin,tr TUR,DF,Fatih Karagümrük,33,1988,12.0,,,,,,,,,,,,6,,,,,,Matches
228,Caner Erkin,tr TUR,DF,Başakşehir,33,1988,3.7,,,,,,,,,,,,1,,,,,,Matches
229,Ertuğrul Ersoy,tr TUR,DF,İstanbulspor,25,1997,0.6,,,,,,,,,,,,0,,,,,,Matches
230,Ertuğrul Ersoy,tr TUR,DF,Gaziantep FK,25,1997,17.8,,,,,,,,,,,,0,,,,,,Matches
231,Mustafa Eser,tr TUR,DF,Ümraniyespor,20,2001,7.4,,,,,,,,,,,,0,,,,,,Matches
232,Mustafa Eskihellaç,tr TUR,MF,Gaziantep FK,25,1997,9.7,,,,,,,,,,,,0,,,,,,Matches
233,Mustafa Eskihellaç,tr TUR,MF,Kasımpaşa,25,1997,2.6,,,,,,,,,,,,0,,,,,,Matches
234,Berat Eskin,,MF,Kayserispor,17,2004,0.2,,,,,,,,,,,,0,,,,,,Matches
235,Valon Ethemi,mk MKD,MF,İstanbulspor,24,1997,24.6,,,,,,,,,,,,4,,,,,,Matches
236,Jean Evrard Kouassi,ci CIV,"FW,MF",Fatih Karagümrük,27,1994,8.9,,,,,,,,,,,,1,,,,,,Matches
237,Jean Evrard Kouassi,ci CIV,"FW,MF",Trabzonspor,27,1994,1.3,,,,,,,,,,,,0,,,,,,Matches
238,Erkan Eyibil,tr TUR,MF,Antalyaspor,21,2001,0.2,,,,,,,,,,,,0,,,,,,Matches
239,Valentin Eysseric,fr FRA,MF,Kasımpaşa,30,1992,28.6,,,,,,,,,,,,3,,,,,,Matches
240,Simon Falette,gn GUI,DF,Hatayspor,30,1992,6.4,,,,,,,,,,,,0,,,,,,Matches
241,Mamadou Fall,sn SEN,"MF,FW",Kasımpaşa,30,1991,32.8,,,,,,,,,,,,3,,,,,,Matches
242,Zouhair Feddal,ma MAR,DF,Alanyaspor,33,1989,4.9,,,,,,,,,,,,0,,,,,,Matches
243,Sofiane Feghouli,dz ALG,MF,Fatih Karagümrük,32,1989,3.5,,,,,,,,,,,,1,,,,,,Matches
244,Leroy Fer,nl NED,"MF,DF",Alanyaspor,32,1990,25.8,,,,,,,,,,,,2,,,,,,Matches
245,Zinedine Ferhat,dz ALG,MF,Alanyaspor,29,1993,11.7,,,,,,,,,,,,2,,,,,,Matches
246,Gedson Fernandes,pt POR,MF,Beşiktaş,23,1999,29.6,,,,,,,,,,,,5,,,,,,Matches
247,Fernando,br BRA,MF,Antalyaspor,30,1992,28.7,,,,,,,,,,,,2,,,,,,Matches
248,Mehmet Feyzi Yıldırım,tr TUR,MF,Kasımpaşa,26,1996,1.0,,,,,,,,,,,,0,,,,,,Matches
249,João Figueiredo,my MAS,"FW,MF",Gaziantep FK,26,1996,19.4,,,,,,,,,,,,1,,,,,,Matches
250,João Figueiredo,my MAS,FW,Başakşehir,26,1996,9.1,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
251,Sherel Floranus,cw CUW,DF,Antalyaspor,23,1998,5.3,,,,,,,,,,,,0,,,,,,Matches
252,Fredy,ao ANG,MF,Antalyaspor,32,1990,16.5,,,,,,,,,,,,2,,,,,,Matches
253,Kerim Frei,tr TUR,"FW,MF",Fatih Karagümrük,28,1993,6.0,,,,,,,,,,,,0,,,,,,Matches
254,Emeka Friday Eze,ng NGA,FW,İstanbulspor,25,1996,12.4,,,,,,,,,,,,2,,,,,,Matches
255,Nika Gagnidze,ge GEO,MF,Ümraniyespor,21,2001,0.5,,,,,,,,,,,,0,,,,,,Matches
256,Mario Gavranović,ch SUI,FW,Kayserispor,32,1989,13.5,,,,,,,,,,,,0,,,,,,Matches
257,Jean-Philippe Gbamin,ci CIV,"MF,DF",Trabzonspor,26,1995,10.3,,,,,,,,,,,,0,,,,,,Matches
258,Turgay Gemicibaşi,,MF,Kasımpaşa,26,1996,3.3,,,,,,,,,,,,0,,,,,,Matches
259,Geraldo,ao ANG,"MF,FW",Ümraniyespor,30,1991,20.6,,,,,,,,,,,,4,,,,,,Matches
260,Amar Gerxhaliu,xk KVX,DF,Antalyaspor,20,2002,2.3,,,,,,,,,,,,0,,,,,,Matches
261,Baran Gezek,tr TUR,MF,Kayserispor,16,2005,1.3,,,,,,,,,,,,0,,,,,,Matches
262,Valentin Gheorghe,ro ROU,"MF,DF",Ümraniyespor,25,1997,11.0,,,,,,,,,,,,0,,,,,,Matches
263,Rachid Ghezzal,dz ALG,MF,Beşiktaş,30,1992,5.5,,,,,,,,,,,,3,,,,,,Matches
264,Ali Gholizadeh,ir IRN,MF,Kasımpaşa,26,1996,1.6,,,,,,,,,,,,1,,,,,,Matches
265,Tomislav Glumac,hr CRO,DF,Ümraniyespor,31,1991,26.3,,,,,,,,,,,,0,,,,,,Matches
266,Okechukwu Godson Azubuike,ng NGA,MF,Başakşehir,25,1997,0.1,,,,,,,,,,,,0,,,,,,Matches
267,Emre Gökay,tr TUR,FW,Sivasspor,16,2006,1.0,,,,,,,,,,,,0,,,,,,Matches
268,Serkan Göksu,tr TUR,"MF,DF",Ümraniyespor,29,1993,21.0,,,,,,,,,,,,0,,,,,,Matches
269,Maxi Gómez,uy URU,FW,Trabzonspor,25,1996,21.3,,,,,,,,,,,,3,,,,,,Matches
270,Bafétimbi Gomis,fr FRA,FW,Galatasaray,36,1985,7.6,,,,,,,,,,,,0,,,,,,Matches
271,Cenk Gönen,tr TUR,GK,Kayserispor,34,1988,4.1,,,,,,,,,,,,0,,,,,,Matches
272,Dimitris Goutas,gr GRE,DF,Sivasspor,28,1994,29.8,,,,,,,,,,,,2,,,,,,Matches
273,Max Gradel,ci CIV,"MF,FW",Sivasspor,34,1987,25.1,,,,,,,,,,,,5,,,,,,Matches
274,Daniel Graovac,ba BIH,DF,Kasımpaşa,28,1993,11.5,,,,,,,,,,,,0,,,,,,Matches
275,Ahmet Gülay,tr TUR,DF,Alanyaspor,19,2003,0.2,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
276,Fredrik Gulbrandsen,no NOR,"FW,MF",Adana Demirspor,29,1992,6.9,,,,,,,,,,,,3,,,,,,Matches
277,Arda Güler,tr TUR,MF,Fenerbahçe,17,2005,10.1,,,,,,,,,,,,3,,,,,,Matches
278,Semih Güler,,DF,Adana Demirspor,27,1994,24.3,,,,,,,,,,,,1,,,,,,Matches
279,Sinan Gümüş,de GER,"MF,FW",Antalyaspor,28,1994,5.3,,,,,,,,,,,,0,,,,,,Matches
280,Umut Güneş,tr TUR,MF,Alanyaspor,22,2000,20.2,,,,,,,,,,,,1,,,,,,Matches
281,Bahadır Güngördü,,GK,Ankaragücü,24,1997,11.7,,,,,,,,,,,,0,,,,,,Matches
282,Mert Günok,tr TUR,GK,Beşiktaş,33,1989,23.0,,,,,,,,,,,,0,,,,,,Matches
283,Oğuz Gürbulak,,MF,Ümraniyespor,29,1992,19.0,,,,,,,,,,,,3,,,,,,Matches
284,Yasin Güreler,,DF,Ankaragücü,31,1991,9.3,,,,,,,,,,,,0,,,,,,Matches
285,Sindri Guri,al ALB,FW,İstanbulspor,28,1993,2.8,,,,,,,,,,,,0,,,,,,Matches
286,Serdar Gürler,tr TUR,"MF,FW",Başakşehir,30,1991,20.8,,,,,,,,,,,,3,,,,,,Matches
287,Günay Güvenç,tr TUR,GK,Gaziantep FK,31,1991,22.0,,,,,,,,,,,,2,,,,,,Matches
288,Günay Güvenç,tr TUR,GK,Kasımpaşa,31,1991,8.0,,,,,,,,,,,,0,,,,,,Matches
289,Günes Güventürk,,FW,Ümraniyespor,17,2005,0.1,,,,,,,,,,,,0,,,,,,Matches
290,Florent Hadergjonaj,xk KVX,DF,Kasımpaşa,28,1994,22.5,,,,,,,,,,,,1,,,,,,Matches
291,Amir Hadžiahmetović,ba BIH,MF,Beşiktaş,25,1997,10.7,,,,,,,,,,,,2,,,,,,Matches
292,Amir Hadžiahmetović,ba BIH,MF,Konyaspor,25,1997,18.0,,,,,,,,,,,,2,,,,,,Matches
293,Haris Hajradinović,ba BIH,MF,Kasımpaşa,28,1994,24.7,,,,,,,,,,,,2,,,,,,Matches
294,Marek Hamšík,sk SVK,MF,Trabzonspor,35,1987,11.9,,,,,,,,,,,,2,,,,,,Matches
295,Matěj Hanousek,cz CZE,"DF,MF",Gaziantep FK,29,1993,14.0,,,,,,,,,,,,0,,,,,,Matches
296,Matěj Hanousek,cz CZE,"MF,DF",Ankaragücü,29,1993,9.1,,,,,,,,,,,,0,,,,,,Matches
297,Dogucan Haspolat,tr TUR,"MF,DF",Trabzonspor,22,2000,8.4,,,,,,,,,,,,1,,,,,,Matches
298,Gustavo Henrique,br BRA,DF,Fenerbahçe,29,1993,11.5,,,,,,,,,,,,1,,,,,,Matches
299,Majid Hosseini,ir IRN,DF,Kayserispor,26,1996,22.4,,,,,,,,,,,,1,,,,,,Matches
300,Vitor Hugo,br BRA,DF,Trabzonspor,31,1991,17.6,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
301,Atiba Hutchinson,ca CAN,MF,Beşiktaş,39,1983,0.9,,,,,,,,,,,,0,,,,,,Matches
302,Mauro Icardi,ar ARG,FW,Galatasaray,29,1993,20.9,,,,,,,,,,,,7,,,,,,Matches
303,Edgar Ié,gw GNB,DF,Başakşehir,28,1994,2.2,,,,,,,,,,,,0,,,,,,Matches
304,Uche Ikpeazu,ug UGA,FW,Konyaspor,27,1995,2.2,,,,,,,,,,,,1,,,,,,Matches
305,Gökhan Inler,ch SUI,MF,Adana Demirspor,38,1984,12.5,,,,,,,,,,,,3,,,,,,Matches
306,Hamza Jaganjac,ba BIH,FW,Adana Demirspor,18,2004,0.1,,,,,,,,,,,,0,,,,,,Matches
307,Leke James,ng NGA,FW,Sivasspor,29,1992,6.7,,,,,,,,,,,,0,,,,,,Matches
308,Adnan Januzaj,be BEL,"MF,FW",Başakşehir,27,1995,6.9,,,,,,,,,,,,3,,,,,,Matches
309,David Jensen,dk DEN,GK,İstanbulspor,30,1992,32.0,,,,,,,,,,,,0,,,,,,Matches
310,Jesé,es ESP,"MF,FW",Ankaragücü,29,1993,6.5,,,,,,,,,,,,1,,,,,,Matches
311,Marko Jevtović,rs SRB,MF,Gaziantep FK,29,1993,20.9,,,,,,,,,,,,0,,,,,,Matches
312,Ayoub El Kaabi,ma MAR,"FW,MF",Hatayspor,29,1993,20.0,,,,,,,,,,,,3,,,,,,Matches
313,Emir Kaan Gültekin,tr TUR,"MF,FW",İstanbulspor,21,2000,11.9,,,,,,,,,,,,2,,,,,,Matches
314,Ali Kaan Güneren,tr TUR,MF,Ankaragücü,22,2000,0.6,,,,,,,,,,,,0,,,,,,Matches
315,Melih Kabasakal,,MF,İstanbulspor,26,1996,15.0,,,,,,,,,,,,0,,,,,,Matches
316,Ferdi Kadioglu,tr TUR,"DF,MF",Fenerbahçe,22,1999,31.7,,,,,,,,,,,,4,,,,,,Matches
317,İrfan Kahveci,tr TUR,MF,Fenerbahçe,27,1995,16.7,,,,,,,,,,,,2,,,,,,Matches
318,Berat Kalkan,mk MKD,FW,Kasımpaşa,19,2003,1.5,,,,,,,,,,,,0,,,,,,Matches
319,Kesselly Kamara,lr LBR,"FW,MF",Hatayspor,24,1997,0.2,,,,,,,,,,,,0,,,,,,Matches
320,Kaan Kanak,tr TUR,"MF,DF",Hatayspor,31,1990,8.9,,,,,,,,,,,,0,,,,,,Matches
321,Burak Kapacak,tr TUR,FW,Fatih Karagümrük,22,1999,2.9,,,,,,,,,,,,1,,,,,,Matches
322,Ferhat Kaplan,tr TUR,GK,Giresunspor,33,1989,12.2,,,,,,,,,,,,0,,,,,,Matches
323,Aytaç Kara,tr TUR,MF,Kasımpaşa,29,1993,16.7,,,,,,,,,,,,1,,,,,,Matches
324,Efecan Karaca,tr TUR,"MF,FW",Alanyaspor,32,1989,25.9,,,,,,,,,,,,6,,,,,,Matches
325,Goran Karaćić,ba BIH,GK,Adana Demirspor,25,1996,1.0,,,,,,,,,,,,0,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
326,Yusuf Karagöz,,GK,Alanyaspor,22,1999,4.6,,,,,,,,,,,,0,,,,,,Matches
327,Vedat Karakuş,tr TUR,GK,Adana Demirspor,24,1998,1.0,,,,,,,,,,,,0,,,,,,Matches
328,Kenan Karaman,tr TUR,"FW,MF",Beşiktaş,28,1994,0.4,,,,,,,,,,,,0,,,,,,Matches
329,Kazımcan Karataş,tr TUR,DF,Galatasaray,19,2003,8.0,,,,,,,,,,,,0,,,,,,Matches
330,Cebrail Karayel,tr TUR,DF,Konyaspor,27,1994,5.4,,,,,,,,,,,,1,,,,,,Matches
331,Erce Kardeşler,tr TUR,GK,Hatayspor,28,1994,21.0,,,,,,,,,,,,0,,,,,,Matches
332,Ali Karimi,ir IRN,"MF,DF",Kayserispor,28,1994,10.6,,,,,,,,,,,,0,,,,,,Matches
333,Eden Karzev,il ISR,MF,Başakşehir,22,2000,1.0,,,,,,,,,,,,0,,,,,,Matches
334,Salih Kavrazlı,tr TUR,FW,Adana Demirspor,20,2002,0.3,,,,,,,,,,,,0,,,,,,Matches
335,Doğukan Kaya,,GK,Ankaragücü,22,2000,1.0,,,,,,,,,,,,0,,,,,,Matches
336,Ayberk Kaygısız,tr TUR,DF,Başakşehir,17,2004,0.2,,,,,,,,,,,,0,,,,,,Matches
337,Olarenwaju Kayode,ng NGA,FW,Ümraniyespor,29,1993,5.7,,,,,,,,,,,,0,,,,,,Matches
338,Colin Kazim-Richards,tr TUR,FW,Fatih Karagümrük,35,1986,3.3,,,,,,,,,,,,1,,,,,,Matches
339,Kader Keita,ci CIV,MF,Sivasspor,21,2000,10.1,,,,,,,,,,,,0,,,,,,Matches
340,Olivier Kemen,cm CMR,MF,Kayserispor,26,1996,21.6,,,,,,,,,,,,4,,,,,,Matches
341,Philippe Keny,sn SEN,FW,Başakşehir,23,1999,11.5,,,,,,,,,,,,1,,,,,,Matches
342,Semih Kılıçsoy,tr TUR,FW,Beşiktaş,16,2005,0.5,,,,,,,,,,,,0,,,,,,Matches
343,Emre Kılınç,tr TUR,"MF,FW",Ankaragücü,27,1994,21.8,,,,,,,,,,,,2,,,,,,Matches
344,Emre Kılınç,tr TUR,"FW,MF",Galatasaray,27,1994,0.4,,,,,,,,,,,,0,,,,,,Matches
345,Joshua King,no NOR,"FW,MF",Fenerbahçe,30,1992,9.3,,,,,,,,,,,,1,,,,,,Matches
346,Serkan Kırıntılı,tr TUR,GK,Ümraniyespor,37,1985,9.2,,,,,,,,,,,,0,,,,,,Matches
347,Stelios Kitsiou,gr GRE,"DF,MF",Gaziantep FK,28,1993,19.7,,,,,,,,,,,,2,,,,,,Matches
348,Stelios Kitsiou,gr GRE,"MF,DF",Ankaragücü,28,1993,9.5,,,,,,,,,,,,1,,,,,,Matches
349,Arda Kızıldağ,tr TUR,DF,Gaziantep FK,23,1998,4.6,,,,,,,,,,,,0,,,,,,Matches
350,Arda Kızıldağ,tr TUR,DF,Ankaragücü,23,1998,5.0,,,,,,,,,,,,1,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
351,Arif Kocaman,,DF,Kayserispor,18,2003,11.8,,,,,,,,,,,,0,,,,,,Matches
352,Okan Kocuk,tr TUR,GK,Galatasaray,27,1995,1.1,,,,,,,,,,,,0,,,,,,Matches
353,Bengali-Fodé Koita,gn GUI,FW,Kasımpaşa,31,1990,9.1,,,,,,,,,,,,1,,,,,,Matches
354,Koka,eg EGY,FW,Alanyaspor,29,1993,19.9,,,,,,,,,,,,1,,,,,,Matches
355,Dimitrios Kolovetsios,gr GRE,DF,Kayserispor,30,1991,29.0,,,,,,,,,,,,0,,,,,,Matches
356,Efthimis Koulouris,gr GRE,FW,Alanyaspor,26,1996,5.3,,,,,,,,,,,,0,,,,,,Matches
357,Beren Kücükbasarik,,MF,Ümraniyespor,17,2005,0.2,,,,,,,,,,,,0,,,,,,Matches
358,Fyodor Kudryashov,ru RUS,DF,Antalyaspor,35,1987,9.6,,,,,,,,,,,,0,,,,,,Matches
359,Mert Kurt,be BEL,FW,Giresunspor,19,2002,0.4,,,,,,,,,,,,1,,,,,,Matches
360,Berkan Kutlu,tr TUR,MF,Galatasaray,24,1998,8.5,,,,,,,,,,,,0,,,,,,Matches
361,Brandley Kuwas,cw CUW,"MF,FW",Giresunspor,29,1992,14.3,,,,,,,,,,,,4,,,,,,Matches
362,Montassir Lahtimi,ma MAR,MF,Trabzonspor,21,2001,1.6,,,,,,,,,,,,0,,,,,,Matches
363,Sam Larsson,se SWE,"MF,FW",Antalyaspor,29,1993,23.6,,,,,,,,,,,,4,,,,,,Matches
364,Joseph Larweh Attamah,gh GHA,"DF,MF",Kayserispor,28,1994,7.2,,,,,,,,,,,,0,,,,,,Matches
365,Helton Leite,br BRA,GK,Antalyaspor,31,1990,17.0,,,,,,,,,,,,0,,,,,,Matches
366,Mauricio Lemos,uy URU,DF,Fenerbahçe,26,1995,1.3,,,,,,,,,,,,0,,,,,,Matches
367,Ermir Lenjani,al ALB,DF,Ümraniyespor,32,1989,14.0,,,,,,,,,,,,2,,,,,,Matches
368,Lucas Lima,br BRA,DF,Başakşehir,30,1991,24.7,,,,,,,,,,,,2,,,,,,Matches
369,Lincoln,br BRA,"MF,DF",Fenerbahçe,23,1998,14.5,,,,,,,,,,,,6,,,,,,Matches
370,Adem Ljajić,rs SRB,"FW,MF",Fatih Karagümrük,30,1991,1.2,,,,,,,,,,,,1,,,,,,Matches
371,Saba Lobzhanidze,ge GEO,"FW,MF",Hatayspor,27,1994,17.1,,,,,,,,,,,,4,,,,,,Matches
372,Saba Lobzhanidze,ge GEO,"FW,MF",Fatih Karagümrük,27,1994,7.2,,,,,,,,,,,,2,,,,,,Matches
373,Jason Lokilo,be BEL,MF,İstanbulspor,23,1998,12.5,,,,,,,,,,,,3,,,,,,Matches
374,Florian Loshaj,xk KVX,MF,İstanbulspor,25,1996,4.0,,,,,,,,,,,,1,,,,,,Matches
375,Zé Luís,cv CPV,FW,Hatayspor,31,1991,6.7,,,,,,,,,,,,1,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
376,Arnaud Lusamba,cd COD,MF,Alanyaspor,25,1997,16.1,,,,,,,,,,,,1,,,,,,Matches
377,Christian Luyindama,cd COD,DF,Antalyaspor,28,1994,4.3,,,,,,,,,,,,1,,,,,,Matches
378,Federico Macheda,it ITA,"FW,MF",Ankaragücü,30,1991,3.9,,,,,,,,,,,,0,,,,,,Matches
379,Mahir Madatov,az AZE,"MF,FW",Konyaspor,25,1997,6.9,,,,,,,,,,,,0,,,,,,Matches
380,Ahmet Malatyali,,MF,Kayserispor,19,2003,0.0,,,,,,,,,,,,0,,,,,,Matches
381,Kévin Malcuit,ma MAR,DF,Ankaragücü,31,1991,18.5,,,,,,,,,,,,3,,,,,,Matches
382,Salih Malkoçoglu,,MF,Trabzonspor,17,2005,0.1,,,,,,,,,,,,0,,,,,,Matches
383,Yunus Mallı,tr TUR,"FW,MF",Kasımpaşa,30,1992,1.7,,,,,,,,,,,,0,,,,,,Matches
384,Mickael Malsa,mq MTQ,MF,Kasımpaşa,26,1995,9.5,,,,,,,,,,,,0,,,,,,Matches
385,Carlos Mané,gw GNB,"MF,FW",Kayserispor,28,1994,16.3,,,,,,,,,,,,4,,,,,,Matches
386,Jovan Manev,mk MKD,DF,Adana Demirspor,21,2001,5.0,,,,,,,,,,,,0,,,,,,Matches
387,Lazar Marković,rs SRB,MF,Gaziantep FK,28,1994,10.5,,,,,,,,,,,,2,,,,,,Matches
388,Lazar Marković,rs SRB,MF,Trabzonspor,28,1994,3.9,,,,,,,,,,,,0,,,,,,Matches
389,Marlon,br BRA,DF,Ankaragücü,25,1997,11.1,,,,,,,,,,,,1,,,,,,Matches
390,Arthur Masuaku,cd COD,DF,Beşiktaş,28,1993,28.9,,,,,,,,,,,,6,,,,,,Matches
391,Juan Mata,es ESP,MF,Galatasaray,34,1988,3.8,,,,,,,,,,,,1,,,,,,Matches
392,Alexandru Maxim,ro ROU,MF,Beşiktaş,32,1990,3.1,,,,,,,,,,,,0,,,,,,Matches
393,Alexandru Maxim,ro ROU,"MF,FW",Gaziantep FK,32,1990,20.9,,,,,,,,,,,,5,,,,,,Matches
394,Admir Mehmedi,ch SUI,MF,Antalyaspor,31,1991,3.1,,,,,,,,,,,,0,,,,,,Matches
395,Adi Mehremić,ba BIH,DF,İstanbulspor,30,1992,7.2,,,,,,,,,,,,0,,,,,,Matches
396,Robert Mejía,co COL,MF,Giresunspor,21,2000,24.4,,,,,,,,,,,,0,,,,,,Matches
397,Bernard Mensah,gh GHA,MF,Kayserispor,27,1994,19.9,,,,,,,,,,,,3,,,,,,Matches
398,Umut Meraş,tr TUR,DF,Beşiktaş,26,1995,4.8,,,,,,,,,,,,0,,,,,,Matches
399,Levent Mercan,de GER,DF,Fatih Karagümrük,21,2000,23.3,,,,,,,,,,,,1,,,,,,Matches
400,Alexander Merkel,kz KAZ,MF,Gaziantep FK,30,1992,8.4,,,,,,,,,,,,1,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp,Att,Cmp,Att,Ast,A-xAG,KP,1/3,PPA,CrsPA,Matches
401,Yıldırım Mert Çetin,tr TUR,DF,Adana Demirspor,25,1997,6.6,,,,,,,,,,,,0,,,,,,Matches
402,Muhammed Mert,be BEL,MF,Hatayspor,27,1995,0.7,,,,,,,,,,,,0,,,,,,Matches
403,Dries Mertens,be BEL,MF,Galatasaray,35,1987,22.7,,,,,,,,,,,,3,,,,,,Matches
404,Konrad Michalak,pl POL,MF,Konyaspor,24,1997,17.9,,,,,,,,,,,,0,,,,,,Matches
405,Fredrik Midtsjø,no NOR,MF,Galatasaray,28,1993,6.9,,,,,,,,,,,,2,,,,,,Matches
406,Milson,ao ANG,"MF,FW",Ankaragücü,22,1999,5.2,,,,,,,,,,,,1,,,,,,Matches
407,Metehan Mimaroğlu,,FW,Ümraniyespor,28,1994,3.1,,,,,,,,,,,,0,,,,,,Matches
408,Efecan Mızrakçı,,DF,Fatih Karagümrük,18,2004,0.1,,,,,,,,,,,,0,,,,,,Matches
409,Javi Montero,es ESP,DF,Beşiktaş,23,1999,2.5,,,,,,,,,,,,0,,,,,,Matches
410,Emre Mor,tr TUR,MF,Fenerbahçe,25,1997,12.5,,,,,,,,,,,,2,,,,,,Matches
411,Pedro Filipe Barbosa Moreira,pt POR,MF,Ankaragücü,29,1992,14.9,,,,,,,,,,,,1,,,,,,Matches
412,Jorge Morel,py PAR,DF,Adana Demirspor,24,1998,10.1,,,,,,,,,,,,0,,,,,,Matches
413,Marlos Moreno,co COL,MF,Konyaspor,25,1996,9.7,,,,,,,,,,,,2,,,,,,Matches
414,Bevic Moussiti-Oko,cg CGO,FW,Ankaragücü,27,1995,0.7,,,,,,,,,,,,0,,,,,,Matches
415,Antonio Mršić,hr CRO,MF,Ümraniyespor,35,1987,11.1,,,,,,,,,,,,2,,,,,,Matches
416,Nihad Mujakić,ba BIH,DF,Ankaragücü,24,1998,32.0,,,,,,,,,,,,0,,,,,,Matches
417,Jackson Muleka,cd COD,"MF,FW",Beşiktaş,22,1999,12.9,,,,,,,,,,,,1,,,,,,Matches
418,Robert Murić,hr CRO,MF,Konyaspor,26,1996,8.8,,,,,,,,,,,,2,,,,,,Matches
419,Ahmed Musa,ng NGA,MF,Fatih Karagümrük,29,1992,1.2,,,,,,,,,,,,0,,,,,,Matches
420,Ahmed Musa,ng NGA,"FW,MF",Sivasspor,29,1992,3.6,,,,,,,,,,,,0,,,,,,Matches
421,Fernando Muslera,uy URU,GK,Galatasaray,36,1986,32.9,,,,,,,,,,,,0,,,,,,Matches
422,Clinton N'Jie,cm CMR,"MF,FW",Sivasspor,28,1993,16.6,,,,,,,,,,,,0,,,,,,Matches
