wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
5,Sat,2022-09-03,19:15 (18:15),Sivasspor,0–0,Fatih Karagümrük,,Yeni 4 Eylül Stadyumu,Yasin Kol,Match Report,
5,Sat,2022-09-03,19:15 (18:15),Başakşehir,2–0,Alanyaspor,,Başakşehir Fatih Terim Stadium,Ali Şansalan,Match Report,
5,Sat,2022-09-03,21:45 (20:45),Fenerbahçe,2–0,Kayserispor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Ali Palabıyık,Match Report,
5,Sat,2022-09-03,21:45 (20:45),Giresunspor,0–1,Konyaspor,,Çotanak Stadyumu,Zorbay Küçük,Match Report,
5,Sun,2022-09-04,19:15 (18:15),Hatayspor,1–1,Adana Demirspor,8960,Yeni Hatay Stadyumu,Burak Şeker,Match Report,
5,Sun,2022-09-04,21:45 (20:45),Ankaragücü,2–3,Beşiktaş,,Eryaman Stadyumu,Mete Kalkavan,Match Report,
5,Sun,2022-09-04,21:45 (20:45),Antalyaspor,0–2,Kasımpaşa,,Corendon Airlines Park,Kadir Sağlam,Match Report,
5,Mon,2022-09-05,21:00 (20:00),Galatasaray,2–1,Gaziantep FK,44061,Ali Sami Yen Stadyumu,Yaşar Kemal Uğurlu,Match Report,
6,Fri,2022-09-09,20:00 (19:00),Alanyaspor,2–1,Ankaragücü,,Kırbıyık Holding Stadyumu,Mert Güzenge,Match Report,
6,Sat,2022-09-10,17:00 (16:00),Konyaspor,1–0,Hatayspor,,Eskişehir Atatürk Stadyumu,Tugay Kaan Numanoğlu,Match Report,
6,Sat,2022-09-10,20:00 (19:00),Fatih Karagümrük,1–1,Giresunspor,,Atatürk Olimpiyat Stadı,Erkan Özdamar,Match Report,
6,Sun,2022-09-11,17:00 (16:00),Sivasspor,1–1,İstanbulspor,,Yeni 4 Eylül Stadyumu,Hüseyin Göçek,Match Report,
6,Sun,2022-09-11,20:00 (19:00),Kayserispor,1–0,Antalyaspor,,Kadir Has Şehir Stadı,Bahattin Şimşek,Match Report,
6,Sun,2022-09-11,20:00 (19:00),Kasımpaşa,2–3,Galatasaray,,Recep Tayyip Erdoğan Stadyumu,Volkan Bayarslan,Match Report,
6,Sun,2022-09-11,20:00 (19:00),Gaziantep FK,1–1,Ümraniyespor,,Kalyon Arena,Umit Öztürk,Match Report,
6,Mon,2022-09-12,19:00 (18:00),Beşiktaş,0–1,Başakşehir,,Vodafone Arena,Halil Umut Meler,Match Report,
6,Mon,2022-09-12,21:30 (20:30),Adana Demirspor,3–2,Trabzonspor,,Yeni Adana Stadyumu,Atilla Karaoğlan,Match Report,
7,Fri,2022-09-16,20:00 (19:00),Hatayspor,0–4,Kayserispor,,Yeni Hatay Stadyumu,Çağdaş Altay,Match Report,
7,Fri,2022-09-16,20:00 (19:00),Galatasaray,2–1,Konyaspor,,Ali Sami Yen Stadyumu,Abdulkadir Bitigen,Match Report,
7,Sat,2022-09-17,17:00 (16:00),Ümraniyespor,1–2,Kasımpaşa,,Ümraniye Hekimbaşı Şehir Stadyumu,Suat Arslanboga,Match Report,
7,Sat,2022-09-17,20:00 (19:00),Antalyaspor,0–3,Adana Demirspor,,Corendon Airlines Park,Ali Palabıyık,Match Report,
7,Sat,2022-09-17,20:00 (19:00),İstanbulspor,2–2,Beşiktaş,,Necmi Kadıoğlu Stadyumu,Zorbay Küçük,Match Report,
7,Sun,2022-09-18,17:00 (16:00),Başakşehir,0–0,Fatih Karagümrük,,Başakşehir Fatih Terim Stadium,Bahattin Şimşek,Match Report,
7,Sun,2022-09-18,17:00 (16:00),Trabzonspor,3–2,Gaziantep FK,,Şenol Güneş Stadyumu,Mete Kalkavan,Match Report,
7,Sun,2022-09-18,20:00 (19:00),Fenerbahçe,5–0,Alanyaspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Hüseyin Göçek,Match Report,
7,Sun,2022-09-18,20:00 (19:00),Ankaragücü,2–1,Sivasspor,,Eryaman Stadyumu,Sarper Barış Saka,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
8,Sat,2022-10-01,14:30 (13:30),Kasımpaşa,1–0,Gaziantep FK,,Recep Tayyip Erdoğan Stadyumu,Zorbay Küçük,Match Report,
8,Sat,2022-10-01,17:00 (16:00),Kayserispor,1–2,Trabzonspor,,Kadir Has Şehir Stadı,Umit Öztürk,Match Report,
8,Sat,2022-10-01,17:00 (16:00),Ankaragücü,1–2,Başakşehir,,Eryaman Stadyumu,Arda Kardeşler,Match Report,
8,Sat,2022-10-01,20:00 (19:00),Adana Demirspor,0–0,Galatasaray,,Yeni Adana Stadyumu,Halil Umut Meler,Match Report,
8,Sun,2022-10-02,14:30 (13:30),Alanyaspor,1–1,Giresunspor,,Kırbıyık Holding Stadyumu,Tugay Kaan Numanoğlu,Match Report,
8,Sun,2022-10-02,14:30 (13:30),Sivasspor,1–2,Hatayspor,,Yeni 4 Eylül Stadyumu,Erkan Özdamar,Match Report,
8,Sun,2022-10-02,17:00 (16:00),Konyaspor,1–0,Ümraniyespor,,Konya Büyükşehir Stadı,Mustafa Kürşad Filiz,Match Report,
8,Sun,2022-10-02,20:00 (19:00),Beşiktaş,0–0,Fenerbahçe,,Vodafone Arena,Volkan Bayarslan,Match Report,
8,Mon,2022-10-03,20:00 (19:00),Fatih Karagümrük,1–2,İstanbulspor,,Atatürk Olimpiyat Stadı,Ali Şansalan,Match Report,
9,Fri,2022-10-07,20:00 (19:00),Gaziantep FK,1–1,Adana Demirspor,,Kalyon Arena,Sarper Barış Saka,Match Report,
9,Sat,2022-10-08,14:30 (13:30),İstanbulspor,1–2,Ankaragücü,,Necmi Kadıoğlu Stadyumu,Yasin Kol,Match Report,
9,Sat,2022-10-08,17:00 (16:00),Antalyaspor,1–1,Konyaspor,,Corendon Airlines Park,Mert Güzenge,Match Report,
9,Sat,2022-10-08,20:00 (19:00),Giresunspor,0–1,Beşiktaş,,Çotanak Stadyumu,Yaşar Kemal Uğurlu,Match Report,
9,Sun,2022-10-09,14:30 (13:30),Ümraniyespor,2–2,Kayserispor,,Atatürk Olimpiyat Stadı,Burak Şeker,Match Report,
9,Sun,2022-10-09,17:00 (16:00),Hatayspor,1–0,Alanyaspor,,Yeni Hatay Stadyumu,Abdulkadir Bitigen,Match Report,
9,Sun,2022-10-09,20:00 (19:00),Fenerbahçe,5–4,Fatih Karagümrük,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Atilla Karaoğlan,Match Report,
9,Mon,2022-10-10,20:00 (19:00),Trabzonspor,0–0,Kasımpaşa,,Şenol Güneş Stadyumu,Hüseyin Göçek,Match Report,
9,Mon,2022-10-10,20:00 (19:00),Başakşehir,0–2,Sivasspor,,Başakşehir Fatih Terim Stadium,Kadir Sağlam,Match Report,
10,Fri,2022-10-14,20:00 (19:00),Alanyaspor,3–2,Antalyaspor,,Kırbıyık Holding Stadyumu,Yaşar Kemal Uğurlu,Match Report,
10,Sat,2022-10-15,14:30 (13:30),Fatih Karagümrük,3–0,Hatayspor,,Esenyurt Incirtepe Stadyumu,Volkan Bayarslan,Match Report,
10,Sat,2022-10-15,17:00 (16:00),Kasımpaşa,1–4,Adana Demirspor,,Recep Tayyip Erdoğan Stadyumu,Tugay Kaan Numanoğlu,Match Report,
10,Sat,2022-10-15,20:00 (19:00),Konyaspor,0–1,Gaziantep FK,,Konya Büyükşehir Stadı,Çağdaş Altay,Match Report,
10,Sat,2022-10-15,20:00 (19:00),Kayserispor,2–1,Galatasaray,,Kadir Has Şehir Stadı,Arda Kardeşler,Match Report,
10,Sun,2022-10-16,17:00 (16:00),Başakşehir,2–0,İstanbulspor,,Başakşehir Fatih Terim Stadium,Erkan Özdamar,Match Report,
10,Sun,2022-10-16,20:00 (19:00),Beşiktaş,2–2,Trabzonspor,,Vodafone Arena,Ali Şansalan,Match Report,
10,Mon,2022-10-17,20:00 (19:00),Sivasspor,3–0,Giresunspor,,Yeni 4 Eylül Stadyumu,Bahattin Şimşek,Match Report,
10,Mon,2022-10-17,20:00 (19:00),Ankaragücü,0–3,Fenerbahçe,,Eryaman Stadyumu,Halil Umut Meler,Match Report,
11,Fri,2022-10-21,20:00 (19:00),Antalyaspor,2–1,İstanbulspor,,Corendon Airlines Park,Umit Öztürk,Match Report,
11,Sat,2022-10-22,14:30 (13:30),Ümraniyespor,1–3,Fatih Karagümrük,,Ümraniye Hekimbaşı Şehir Stadyumu,Mert Güzenge,Match Report,
11,Sat,2022-10-22,17:00 (16:00),Trabzonspor,1–0,Sivasspor,,Şenol Güneş Stadyumu,Abdulkadir Bitigen,Match Report,
11,Sat,2022-10-22,20:00 (19:00),Fenerbahçe,1–0,Başakşehir,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Zorbay Küçük,Match Report,
11,Sun,2022-10-23,14:30 (13:30),Kasımpaşa,0–1,Kayserispor,,Recep Tayyip Erdoğan Stadyumu,Mustafa Kürşad Filiz,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
11,Sun,2022-10-23,17:00 (16:00),Adana Demirspor,1–1,Konyaspor,,Yeni Adana Stadyumu,Hüseyin Göçek,Match Report,
11,Sun,2022-10-23,20:00 (19:00),Galatasaray,2–2,Alanyaspor,,Ali Sami Yen Stadyumu,Ali Palabıyık,Match Report,
11,Mon,2022-10-24,20:00 (19:00),Giresunspor,1–1,Ankaragücü,,Çotanak Stadyumu,Suat Arslanboga,Match Report,
11,Mon,2022-10-24,20:00 (19:00),Hatayspor,2–1,Beşiktaş,,Yeni Hatay Stadyumu,Kadir Sağlam,Match Report,
12,Fri,2022-10-28,20:00 (19:00),Fatih Karagümrük,0–2,Galatasaray,,Atatürk Olimpiyat Stadı,Bahattin Şimşek,Match Report,
12,Sat,2022-10-29,14:30 (13:30),Konyaspor,1–1,Kasımpaşa,,Konya Büyükşehir Stadı,Atilla Karaoğlan,Match Report,
12,Sat,2022-10-29,20:00 (19:00),Alanyaspor,2–0,Gaziantep FK,,Kırbıyık Holding Stadyumu,Arda Kardeşler,Match Report,
12,Sun,2022-10-30,14:30 (12:30),Ankaragücü,4–1,Hatayspor,,Eryaman Stadyumu,Yaşar Kemal Uğurlu,Match Report,
12,Sun,2022-10-30,17:00 (15:00),Beşiktaş,5–2,Ümraniyespor,,Vodafone Arena,Tugay Kaan Numanoğlu,Match Report,
12,Sun,2022-10-30,17:00 (15:00),Kayserispor,2–2,Adana Demirspor,,Kadir Has Şehir Stadı,Volkan Bayarslan,Match Report,
12,Sun,2022-10-30,20:00 (18:00),İstanbulspor,2–5,Fenerbahçe,,Necmi Kadıoğlu Stadyumu,Mustafa Kürşad Filiz,Match Report,
12,Mon,2022-10-31,20:00 (18:00),Başakşehir,3–1,Giresunspor,,Başakşehir Fatih Terim Stadium,Mert Güzenge,Match Report,
12,Mon,2022-10-31,20:00 (18:00),Sivasspor,0–2,Antalyaspor,,Yeni 4 Eylül Stadyumu,Mete Kalkavan,Match Report,
13,Fri,2022-11-04,20:00 (18:00),Ümraniyespor,3–1,Alanyaspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Ali Şansalan,Match Report,
13,Fri,2022-11-04,20:00 (18:00),Kasımpaşa,1–1,Ankaragücü,,Recep Tayyip Erdoğan Stadyumu,Umit Öztürk,Match Report,
13,Sat,2022-11-05,14:30 (12:30),Giresunspor,3–2,İstanbulspor,,Çotanak Stadyumu,Sarper Barış Saka,Match Report,
13,Sat,2022-11-05,20:00 (18:00),Galatasaray,2–1,Beşiktaş,,Ali Sami Yen Stadyumu,Halil Umut Meler,Match Report,
13,Sun,2022-11-06,14:30 (12:30),Gaziantep FK,1–2,Kayserispor,,Kalyon Arena,Erkan Özdamar,Match Report,
13,Sun,2022-11-06,17:00 (15:00),Antalyaspor,4–2,Fatih Karagümrük,,Corendon Airlines Park,Abdulkadir Bitigen,Match Report,
13,Sun,2022-11-06,20:00 (18:00),Trabzonspor,2–2,Konyaspor,,Şenol Güneş Stadyumu,Zorbay Küçük,Match Report,
13,Mon,2022-11-07,20:00 (18:00),Hatayspor,3–3,Başakşehir,,Yeni Hatay Stadyumu,Suat Arslanboga,Match Report,
13,Mon,2022-11-07,20:00 (18:00),Fenerbahçe,1–0,Sivasspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Hüseyin Göçek,Match Report,
14,Fri,2022-11-11,20:00 (18:00),Alanyaspor,0–0,Adana Demirspor,,Kırbıyık Holding Stadyumu,Çağdaş Altay,Match Report,
14,Fri,2022-11-11,20:00 (18:00),Ankaragücü,1–1,Trabzonspor,,Eryaman Stadyumu,Mete Kalkavan,Match Report,
14,Sat,2022-11-12,14:30 (12:30),Sivasspor,2–2,Ümraniyespor,,Yeni 4 Eylül Stadyumu,Yaşar Kemal Uğurlu,Match Report,
14,Sat,2022-11-12,17:00 (15:00),Fenerbahçe,1–2,Giresunspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Arda Kardeşler,Match Report,
14,Sat,2022-11-12,20:00 (18:00),Başakşehir,0–7,Galatasaray,,Başakşehir Fatih Terim Stadium,Atilla Karaoğlan,Match Report,
14,Sun,2022-11-13,14:30 (12:30),Fatih Karagümrük,3–3,Gaziantep FK,,Atatürk Olimpiyat Stadı,Mustafa Kürşad Filiz,Match Report,
14,Sun,2022-11-13,17:00 (15:00),İstanbulspor,0–1,Hatayspor,,Necmi Kadıoğlu Stadyumu,Mert Güzenge,Match Report,
14,Sun,2022-11-13,17:00 (15:00),Kayserispor,1–2,Konyaspor,,Kadir Has Şehir Stadı,Kadir Sağlam,Match Report,
15,Fri,2022-12-23,20:00 (18:00),Antalyaspor,0–2,Ankaragücü,,Corendon Airlines Park,Ali Şansalan,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
15,Fri,2022-12-23,20:00 (18:00),Ümraniyespor,1–3,Başakşehir,,Ümraniye Hekimbaşı Şehir Stadyumu,Arda Kardeşler,Match Report,
15,Sat,2022-12-24,13:30 (11:30),Hatayspor,1–1,Giresunspor,,Yeni Hatay Stadyumu,Mete Kalkavan,Match Report,
15,Sat,2022-12-24,16:00 (14:00),Kasımpaşa,1–2,Sivasspor,,Recep Tayyip Erdoğan Stadyumu,Sarper Barış Saka,Match Report,
15,Sat,2022-12-24,19:00 (17:00),Trabzonspor,2–0,Fenerbahçe,,Şenol Güneş Stadyumu,Halil Umut Meler,Match Report,
15,Sun,2022-12-25,13:30 (11:30),Adana Demirspor,2–1,Fatih Karagümrük,,Yeni Adana Stadyumu,Erkan Özdamar,Match Report,
15,Sun,2022-12-25,16:00 (14:00),Konyaspor,2–2,Alanyaspor,,Konya Büyükşehir Stadı,Bahattin Şimşek,Match Report,
15,Sun,2022-12-25,16:00 (14:00),Gaziantep FK,1–1,Beşiktaş,,Kalyon Arena,Atilla Karaoğlan,Match Report,
15,Sun,2022-12-25,19:00 (17:00),Galatasaray,2–1,İstanbulspor,,Ali Sami Yen Stadyumu,Abdulkadir Bitigen,Match Report,
16,Tue,2022-12-27,17:00 (15:00),Başakşehir,2–0,Antalyaspor,,Başakşehir Fatih Terim Stadium,Halil Umut Meler,Match Report,
16,Tue,2022-12-27,17:00 (15:00),Ankaragücü,1–2,Ümraniyespor,,Eryaman Stadyumu,Mustafa Kürşad Filiz,Match Report,
16,Tue,2022-12-27,20:00 (18:00),Fenerbahçe,4–0,Hatayspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Sarper Barış Saka,Match Report,
16,Wed,2022-12-28,17:00 (15:00),Alanyaspor,3–1,Kayserispor,,Kırbıyık Holding Stadyumu,Tugay Kaan Numanoğlu,Match Report,
16,Wed,2022-12-28,17:00 (15:00),İstanbulspor,2–1,Kasımpaşa,,Necmi Kadıoğlu Stadyumu,Suat Arslanboga,Match Report,
16,Wed,2022-12-28,20:00 (18:00),Fatih Karagümrük,4–1,Trabzonspor,,Atatürk Olimpiyat Stadı,Umit Öztürk,Match Report,
16,Thu,2022-12-29,17:00 (15:00),Giresunspor,2–1,Gaziantep FK,,Çotanak Stadyumu,Zorbay Küçük,Match Report,
16,Thu,2022-12-29,17:00 (15:00),Sivasspor,1–2,Galatasaray,,Yeni 4 Eylül Stadyumu,Erkan Özdamar,Match Report,
16,Thu,2022-12-29,20:00 (18:00),Beşiktaş,1–0,Adana Demirspor,,Vodafone Arena,Ali Şansalan,Match Report,
17,Tue,2023-01-03,17:00 (15:00),Ümraniyespor,2–2,Hatayspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Hüseyin Göçek,Match Report,
17,Tue,2023-01-03,20:00 (18:00),Antalyaspor,1–2,Fenerbahçe,,Corendon Airlines Park,Kadir Sağlam,Match Report,
17,Wed,2023-01-04,17:00 (15:00),Kayserispor,2–4,Fatih Karagümrük,,Kadir Has Şehir Stadı,Suat Arslanboga,Match Report,
17,Wed,2023-01-04,17:00 (15:00),Kasımpaşa,4–1,Alanyaspor,,Recep Tayyip Erdoğan Stadyumu,Yasin Kol,Match Report,
17,Wed,2023-01-04,20:00 (18:00),Konyaspor,2–2,Sivasspor,,Konya Büyükşehir Stadı,Umit Öztürk,Match Report,
17,Wed,2023-01-04,20:00 (18:00),Galatasaray,2–1,Ankaragücü,,Ali Sami Yen Stadyumu,Zorbay Küçük,Match Report,
17,Thu,2023-01-05,17:00 (15:00),Gaziantep FK,1–1,Başakşehir,,Kalyon Arena,Abdulkadir Bitigen,Match Report,
17,Thu,2023-01-05,20:00 (18:00),Trabzonspor,3–0,Giresunspor,,Şenol Güneş Stadyumu,Ali Palabıyık,Match Report,
17,Thu,2023-01-05,20:00 (18:00),Adana Demirspor,6–0,İstanbulspor,,Yeni Adana Stadyumu,Mete Kalkavan,Match Report,
18,Sat,2023-01-07,16:00 (14:00),Hatayspor,0–0,Antalyaspor,,Yeni Hatay Stadyumu,Yasin Kol,Match Report,
18,Sat,2023-01-07,19:00 (17:00),Beşiktaş,2–1,Kasımpaşa,,Vodafone Arena,Zorbay Küçük,Match Report,
18,Sun,2023-01-08,13:30 (11:30),Fatih Karagümrük,3–3,Konyaspor,,Atatürk Olimpiyat Stadı,Kadir Sağlam,Match Report,
18,Sun,2023-01-08,16:00 (14:00),Ankaragücü,2–1,Kayserispor,,Eryaman Stadyumu,Umit Öztürk,Match Report,
18,Sun,2023-01-08,16:00 (14:00),Giresunspor,0–1,Ümraniyespor,,Çotanak Stadyumu,Sarper Barış Saka,Match Report,
18,Sun,2023-01-08,19:00 (17:00),Fenerbahçe,0–3,Galatasaray,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Halil Umut Meler,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
18,Mon,2023-01-09,17:00 (15:00),Başakşehir,2–1,Adana Demirspor,,Başakşehir Fatih Terim Stadium,Arda Kardeşler,Match Report,
18,Mon,2023-01-09,20:00 (18:00),İstanbulspor,1–1,Gaziantep FK,,Necmi Kadıoğlu Stadyumu,Burak Şeker,Match Report,
18,Mon,2023-01-09,20:00 (18:00),Alanyaspor,5–0,Trabzonspor,,Kırbıyık Holding Stadyumu,Mustafa Kürşad Filiz,Match Report,
19,Fri,2023-01-13,19:00 (17:00),Kayserispor,4–1,Sivasspor,,Kadir Has Şehir Stadı,Arda Kardeşler,Match Report,
19,Fri,2023-01-13,20:00 (18:00),Galatasaray,4–0,Hatayspor,,Ali Sami Yen Stadyumu,Kadir Sağlam,Match Report,
19,Sat,2023-01-14,13:30 (11:30),Antalyaspor,2–2,Giresunspor,,Corendon Airlines Park,Yaşar Kemal Uğurlu,Match Report,
19,Sat,2023-01-14,16:00 (14:00),Konyaspor,1–2,Beşiktaş,,Konya Büyükşehir Stadı,Abdulkadir Bitigen,Match Report,
19,Sat,2023-01-14,16:00 (14:00),Adana Demirspor,3–1,Ankaragücü,,Yeni Adana Stadyumu,Burak Şeker,Match Report,
19,Sat,2023-01-14,19:00 (17:00),Trabzonspor,1–0,Başakşehir,,Şenol Güneş Stadyumu,Ali Şansalan,Match Report,
19,Sun,2023-01-15,13:30 (11:30),Ümraniyespor,0–2,İstanbulspor,,Ümraniye Hekimbaşı Şehir Stadyumu,Ali Palabıyık,Match Report,
19,Sun,2023-01-15,16:00 (14:00),Kasımpaşa,2–2,Fatih Karagümrük,,Recep Tayyip Erdoğan Stadyumu,Çağdaş Altay,Match Report,
19,Sun,2023-01-15,19:00 (17:00),Gaziantep FK,1–2,Fenerbahçe,,Kalyon Arena,Mustafa Kürşad Filiz,Match Report,
20,Fri,2023-01-20,20:00 (18:00),Adana Demirspor,1–1,Giresunspor,,Yeni Adana Stadyumu,Yasin Kol,Match Report,
20,Sat,2023-01-21,16:00 (14:00),Kasımpaşa,1–3,Başakşehir,,Recep Tayyip Erdoğan Stadyumu,Turgut Doman,Match Report,
20,Sat,2023-01-21,19:00 (17:00),Galatasaray,2–1,Antalyaspor,,Ali Sami Yen Stadyumu,Ali Şansalan,Match Report,
20,Sun,2023-01-22,13:30 (11:30),Gaziantep FK,1–2,Sivasspor,,Kalyon Arena,Cihan Aydın,Match Report,
20,Sun,2023-01-22,16:00 (14:00),Kayserispor,0–2,Beşiktaş,,Kadir Has Şehir Stadı,Mete Kalkavan,Match Report,
20,Sun,2023-01-22,16:00 (14:00),Alanyaspor,2–2,Fatih Karagümrük,,Kırbıyık Holding Stadyumu,Burak Pakkan,Match Report,
20,Sun,2023-01-22,19:00 (17:00),Trabzonspor,4–0,İstanbulspor,,Şenol Güneş Stadyumu,Arda Kardeşler,Match Report,
20,Mon,2023-01-23,20:00 (18:00),Konyaspor,0–1,Ankaragücü,,Konya Büyükşehir Stadı,Murat Erdoğan,Match Report,
20,Mon,2023-01-23,20:00 (18:00),Ümraniyespor,1–2,Fenerbahçe,,Ümraniye Hekimbaşı Şehir Stadyumu,Abdulkadir Bitigen,Match Report,
