rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,1_3,cpa,mis,dis,rec,matches
42,Anderson,br BRA,FW,Alanyaspor,25,1997,2.8,,,,,,,,,,,,,,,,,,,,,Matches
43,Angeliño,es ESP,DF,Galatasaray,26,1997,6.7,,,,,,,,,,,,,,,,,,,,,Matches
44,Seyfettin Anıl Yaşar,tr TUR,DF,Rizespor,21,2002,7.6,,,,,,,,,,,,,,,,,,,,,Matches
45,Taylan Antalyalı,tr TUR,MF,Samsunspor,28,1995,19.6,,,,,,,,,,,,,,,,,,,,,Matches
46,Nicholas Anwan,ng NGA,MF,Fatih Karagümrük,22,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
47,Aias Aosman,sy SYR,MF,Pendikspor,28,1994,0.8,,,,,,,,,,,,,,,,,,,,,Matches
48,Aaron Appindangoyé,ga GAB,DF,Sivasspor,31,1992,29.9,,,,,,,,,,,,,,,,,,,,,Matches
49,Alp Arda,,GK,İstanbulspor,28,1995,19.8,,,,,,,,,,,,,,,,,,,,,Matches
50,Eren Arda San,,FW,İstanbulspor,17,2006,0.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
51,Onur Arı,,FW,Hatayspor,22,2001,0.1,,,,,,,,,,,,,,,,,,,,,Matches
52,Muhammed Arikan,tr TUR,MF,Kayserispor,18,2005,0.1,,,,,,,,,,,,,,,,,,,,,Matches
53,Hakan Arslan,tr TUR,MF,Sivasspor,35,1988,6.4,,,,,,,,,,,,,,,,,,,,,Matches
54,Ömürcan Artan,,DF,Gaziantep FK,24,1999,4.1,,,,,,,,,,,,,,,,,,,,,Matches
55,Serkan Asan,tr TUR,DF,Pendikspor,24,1999,16.8,,,,,,,,,,,,,,,,,,,,,Matches
56,Britt Assombalonga,cd COD,"FW,MF",Antalyaspor,30,1992,7.1,,,,,,,,,,,,,,,,,,,,,Matches
57,Kerem Atakan Kesgin,tr TUR,MF,Fatih Karagümrük,22,2000,1.6,,,,,,,,,,,,,,,,,,,,,Matches
58,Kerem Atakan Kesgin,tr TUR,MF,Sivasspor,22,2000,0.8,,,,,,,,,,,,,,,,,,,,,Matches
59,Youcef Atal,dz ALG,DF,Adana Demirspor,27,1996,9.1,,,,,,,,,,,,,,,,,,,,,Matches
60,Loide Augusto,ao ANG,"DF,MF",Alanyaspor,23,2000,19.9,,,,,,,,,,,,,,,,,,,,,Matches
61,Serge Aurier,ci CIV,DF,Galatasaray,30,1992,0.8,,,,,,,,,,,,,,,,,,,,,Matches
62,Fahri Ay,tr TUR,MF,Beşiktaş,18,2005,0.9,,,,,,,,,,,,,,,,,,,,,Matches
63,Eyüp Aydın,tr TUR,MF,Galatasaray,18,2004,0.5,,,,,,,,,,,,,,,,,,,,,Matches
64,Mehmet Aydin,de GER,DF,Trabzonspor,21,2002,14.3,,,,,,,,,,,,,,,,,,,,,Matches
65,Oğuz Aydın,tr TUR,MF,Alanyaspor,22,2000,28.7,,,,,,,,,,,,,,,,,,,,,Matches
66,Taylan Aydın,tr TUR,DF,Kasımpaşa,17,2006,6.2,,,,,,,,,,,,,,,,,,,,,Matches
67,Tayfun Aydoğan,,"MF,FW",Adana Demirspor,27,1996,7.5,,,,,,,,,,,,,,,,,,,,,Matches
68,Soner Aydoğdu,tr TUR,MF,Samsunspor,32,1991,5.1,,,,,,,,,,,,,,,,,,,,,Matches
69,Berkay Aydoğmuş,,MF,Başakşehir,19,2004,0.7,,,,,,,,,,,,,,,,,,,,,Matches
70,Kaan Ayhan,tr TUR,DF,Galatasaray,28,1994,23.2,,,,,,,,,,,,,,,,,,,,,Matches
71,Cemal Azad Demir,,FW,Beşiktaş,19,2004,0.1,,,,,,,,,,,,,,,,,,,,,Matches
72,Serdar Aziz,tr TUR,DF,Fenerbahçe,32,1990,9.6,,,,,,,,,,,,,,,,,,,,,Matches
73,Ousseynou Ba,sn SEN,DF,Başakşehir,27,1995,19.6,,,,,,,,,,,,,,,,,,,,,Matches
74,Mame Baba Thiam,sn SEN,"FW,MF",Kayserispor,30,1992,18.4,,,,,,,,,,,,,,,,,,,,,Matches
75,Mame Baba Thiam,sn SEN,"MF,FW",Pendikspor,30,1992,16.7,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
76,Volkan Babacan,tr TUR,GK,Başakşehir,34,1988,23.0,,,,,,,,,,,,,,,,,,,,,Matches
77,Aliou Badji,sn SEN,FW,Gaziantep FK,25,1997,3.7,,,,,,,,,,,,,,,,,,,,,Matches
78,Yunus Bahadir,be BEL,DF,Alanyaspor,20,2002,0.1,,,,,,,,,,,,,,,,,,,,,Matches
79,Stéphane Bahoken,cm CMR,FW,Kayserispor,31,1992,8.4,,,,,,,,,,,,,,,,,,,,,Matches
80,Eric Bailly,ci CIV,DF,Beşiktaş,29,1994,3.7,,,,,,,,,,,,,,,,,,,,,Matches
81,Riad Bajić,ba BIH,FW,Ankaragücü,29,1994,9.1,,,,,,,,,,,,,,,,,,,,,Matches
82,Cédric Bakambu,cd COD,FW,Galatasaray,32,1991,2.1,,,,,,,,,,,,,,,,,,,,,Matches
83,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,30,1993,15.7,,,,,,,,,,,,,,,,,,,,,Matches
84,Bünyamin Balcı,tr TUR,DF,Antalyaspor,23,2000,20.6,,,,,,,,,,,,,,,,,,,,,Matches
85,Jure Balkovec,si SVN,DF,Alanyaspor,28,1994,23.6,,,,,,,,,,,,,,,,,,,,,Matches
86,Mario Balotelli,it ITA,FW,Adana Demirspor,32,1990,10.4,,,,,,,,,,,,,,,,,,,,,Matches
87,Rayyan Baniya,,DF,Fatih Karagümrük,24,1999,1.0,,,,,,,,,,,,,,,,,,,,,Matches
88,Rayyan Baniya,,DF,Trabzonspor,24,1999,19.9,,,,,,,,,,,,,,,,,,,,,Matches
89,Yusuf Barasi,tr TUR,"FW,MF",Adana Demirspor,20,2003,9.7,,,,,,,,,,,,,,,,,,,,,Matches
90,Abdülkerim Bardakcı,tr TUR,DF,Galatasaray,28,1994,24.6,,,,,,,,,,,,,,,,,,,,,Matches
91,Enis Bardhi,mk MKD,MF,Trabzonspor,28,1995,26.2,,,,,,,,,,,,,,,,,,,,,Matches
92,Efecan Barlık,,MF,Başakşehir,20,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
93,Modou Barrow,gm GAM,"MF,FW",Sivasspor,30,1992,10.9,,,,,,,,,,,,,,,,,,,,,Matches
94,Emrah Başsan,tr TUR,"MF,FW",Sivasspor,31,1992,16.5,,,,,,,,,,,,,,,,,,,,,Matches
95,Christian Bassogog,cm CMR,MF,Ankaragücü,27,1995,10.1,,,,,,,,,,,,,,,,,,,,,Matches
96,Samuel Bastien,cd COD,MF,Kasımpaşa,26,1996,2.4,,,,,,,,,,,,,,,,,,,,,Matches
97,Michy Batshuayi,be BEL,FW,Fenerbahçe,29,1993,8.8,,,,,,,,,,,,,,,,,,,,,Matches
98,Bilal Bayazit,nl NED,GK,Kayserispor,24,1999,35.0,,,,,,,,,,,,,,,,,,,,,Matches
99,Altay Bayındır,tr TUR,GK,Fenerbahçe,25,1998,1.0,,,,,,,,,,,,,,,,,,,,,Matches
100,Furkan Bayır,tr TUR,DF,Alanyaspor,23,2000,22.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
101,Rodrigo Becão,br BRA,DF,Fenerbahçe,27,1996,12.4,,,,,,,,,,,,,,,,,,,,,Matches
102,Visar Bekaj,xk KVX,GK,Hatayspor,26,1997,3.5,,,,,,,,,,,,,,,,,,,,,Matches
103,Burak Bekaroğlu,,DF,Hatayspor,26,1997,12.4,,,,,,,,,,,,,,,,,,,,,Matches
104,Efkan Bekiroğlu,,MF,Ankaragücü,27,1995,23.6,,,,,,,,,,,,,,,,,,,,,Matches
105,Younès Belhanda,ma MAR,MF,Adana Demirspor,33,1990,11.9,,,,,,,,,,,,,,,,,,,,,Matches
106,Mortadha Ben Ouanes,tn TUN,"MF,DF",Kasımpaşa,29,1994,33.3,,,,,,,,,,,,,,,,,,,,,Matches
107,Filip Benković,hr CRO,DF,Trabzonspor,26,1997,12.4,,,,,,,,,,,,,,,,,,,,,Matches
108,Giorgi Beridze,ge GEO,FW,Ankaragücü,26,1997,0.5,,,,,,,,,,,,,,,,,,,,,Matches
109,Paul Bernardoni,fr FRA,GK,Konyaspor,26,1997,17.0,,,,,,,,,,,,,,,,,,,,,Matches
110,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,32,1991,8.5,,,,,,,,,,,,,,,,,,,,,Matches
111,Janio Bikel,gw GNB,MF,Gaziantep FK,28,1995,5.5,,,,,,,,,,,,,,,,,,,,,Matches
112,Hayrullah Bilazer,,DF,Ankaragücü,28,1995,7.9,,,,,,,,,,,,,,,,,,,,,Matches
113,Emre Bilgin,tr TUR,GK,Fatih Karagümrük,19,2004,10.0,,,,,,,,,,,,,,,,,,,,,Matches
114,Ege Bilsel,,MF,Antalyaspor,19,2004,0.7,,,,,,,,,,,,,,,,,,,,,Matches
115,Tayfur Bingöl,tr TUR,MF,Alanyaspor,30,1993,0.6,,,,,,,,,,,,,,,,,,,,,Matches
116,Tayfur Bingöl,tr TUR,"MF,DF",Beşiktaş,30,1993,6.1,,,,,,,,,,,,,,,,,,,,,Matches
117,Davide Biraschi,it ITA,DF,Fatih Karagümrük,29,1994,28.6,,,,,,,,,,,,,,,,,,,,,Matches
118,Görkem Bitin,,FW,Pendikspor,25,1998,3.7,,,,,,,,,,,,,,,,,,,,,Matches
119,Aylton Boa Morte,pt POR,"MF,FW",Kayserispor,29,1993,29.1,,,,,,,,,,,,,,,,,,,,,Matches
120,Emmanuel Boateng,gh GHA,MF,Konyaspor,26,1997,0.3,,,,,,,,,,,,,,,,,,,,,Matches
121,Sacha Boey,fr FRA,DF,Galatasaray,22,2000,19.0,,,,,,,,,,,,,,,,,,,,,Matches
122,Marc Bola,eng ENG,"DF,MF",Samsunspor,25,1997,11.8,,,,,,,,,,,,,,,,,,,,,Matches
123,Leonardo Bonucci,it ITA,DF,Fenerbahçe,36,1987,2.3,,,,,,,,,,,,,,,,,,,,,Matches
124,Arif Boşluk,,DF,Trabzonspor,20,2003,1.1,,,,,,,,,,,,,,,,,,,,,Matches
125,Mehdi Boudjemaa,dz ALG,MF,Hatayspor,25,1998,7.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
126,Mehdi Bourabia,ma MAR,MF,Kayserispor,31,1991,12.8,,,,,,,,,,,,,,,,,,,,,Matches
127,Umut Bozok,tr TUR,FW,Trabzonspor,26,1996,4.8,,,,,,,,,,,,,,,,,,,,,Matches
128,Adam Buksa,pl POL,FW,Antalyaspor,27,1996,32.5,,,,,,,,,,,,,,,,,,,,,Matches
129,Onur Bulut,tr TUR,"DF,MF",Beşiktaş,29,1994,22.7,,,,,,,,,,,,,,,,,,,,,Matches
130,Abdulsamet Burak,,DF,Adana Demirspor,27,1996,4.9,,,,,,,,,,,,,,,,,,,,,Matches
131,Zymer Bytyqi,no NOR,"MF,FW",Antalyaspor,26,1996,15.1,,,,,,,,,,,,,,,,,,,,,Matches
132,Musa Çağıran,tr TUR,MF,Hatayspor,30,1992,0.1,,,,,,,,,,,,,,,,,,,,,Matches
133,Oğulcan Çağlayan,tr TUR,MF,Gaziantep FK,27,1996,1.5,,,,,,,,,,,,,,,,,,,,,Matches
134,Oğulcan Çağlayan,tr TUR,MF,Kasımpaşa,27,1996,8.5,,,,,,,,,,,,,,,,,,,,,Matches
135,Uğurcan Çakır,tr TUR,GK,Trabzonspor,27,1996,35.0,,,,,,,,,,,,,,,,,,,,,Matches
136,Mijo Caktaš,hr CRO,MF,Sivasspor,31,1992,4.9,,,,,,,,,,,,,,,,,,,,,Matches
137,Francisco Calvo,cr CRC,DF,Konyaspor,31,1992,16.1,,,,,,,,,,,,,,,,,,,,,Matches
138,Samba Camara,ml MLI,DF,Sivasspor,30,1992,20.8,,,,,,,,,,,,,,,,,,,,,Matches
139,İrfan Can Eğribayat,tr TUR,GK,Fenerbahçe,25,1998,3.0,,,,,,,,,,,,,,,,,,,,,Matches
140,Atakan Çankaya,tr TUR,DF,Ankaragücü,25,1998,15.7,,,,,,,,,,,,,,,,,,,,,Matches
141,Erdem Canpolat,de GER,GK,Pendikspor,22,2001,34.0,,,,,,,,,,,,,,,,,,,,,Matches
142,Miguel Filipe Nunes Cardoso,pt POR,"MF,FW",Kayserispor,29,1994,27.9,,,,,,,,,,,,,,,,,,,,,Matches
143,Lionel Carole,fr FRA,DF,Kayserispor,32,1991,24.4,,,,,,,,,,,,,,,,,,,,,Matches
144,Federico Ceccherini,it ITA,DF,Fatih Karagümrük,31,1992,22.8,,,,,,,,,,,,,,,,,,,,,Matches
145,Endri Çekiçi,al ALB,MF,Pendikspor,26,1996,9.2,,,,,,,,,,,,,,,,,,,,,Matches
146,Batuhan Çelik,tr TUR,FW,Başakşehir,18,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
147,İzzet Çelik,tr TUR,MF,Adana Demirspor,19,2004,0.5,,,,,,,,,,,,,,,,,,,,,Matches
148,Osman Çelik,tr TUR,MF,Samsunspor,31,1991,8.6,,,,,,,,,,,,,,,,,,,,,Matches
149,Yiğit Çeltik,tr TUR,MF,Kayserispor,20,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
150,Renaldo Cephas,jm JAM,"MF,FW",Ankaragücü,23,1999,17.9,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
151,Tarık Çetin,tr TUR,GK,Rizespor,26,1997,7.7,,,,,,,,,,,,,,,,,,,,,Matches
152,Bunyamin Cetinkaya,,MF,Kasımpaşa,13,2009,0.0,,,,,,,,,,,,,,,,,,,,,Matches
153,Erdem Çetinkaya,tr TUR,MF,Kasımpaşa,22,2001,2.0,,,,,,,,,,,,,,,,,,,,,Matches
154,Charis Charisis,gr GRE,MF,Sivasspor,28,1995,27.9,,,,,,,,,,,,,,,,,,,,,Matches
155,Anastasios Chatzigiovannis,gr GRE,MF,Ankaragücü,26,1997,15.3,,,,,,,,,,,,,,,,,,,,,Matches
156,Alexandru Cicâldău,ro ROU,MF,Konyaspor,26,1997,22.4,,,,,,,,,,,,,,,,,,,,,Matches
157,Uğur Çiftçi,tr TUR,DF,Sivasspor,31,1992,35.6,,,,,,,,,,,,,,,,,,,,,Matches
158,Sadık Çiftpınar,tr TUR,DF,Kasımpaşa,30,1993,14.4,,,,,,,,,,,,,,,,,,,,,Matches
159,Tolga Ciğerci,tr TUR,MF,Ankaragücü,31,1992,22.7,,,,,,,,,,,,,,,,,,,,,Matches
160,Mirza Cihan,,FW,Gaziantep FK,22,2000,1.4,,,,,,,,,,,,,,,,,,,,,Matches
161,Sokol Cikalleshi,al ALB,FW,Konyaspor,33,1990,26.1,,,,,,,,,,,,,,,,,,,,,Matches
162,Ramazan Civelek,tr TUR,"MF,DF",Kayserispor,27,1996,19.2,,,,,,,,,,,,,,,,,,,,,Matches
163,İsmail Çokçalış,tr TUR,DF,Adana Demirspor,23,2000,12.0,,,,,,,,,,,,,,,,,,,,,Matches
164,Omar Colley,gm GAM,DF,Beşiktaş,30,1992,21.5,,,,,,,,,,,,,,,,,,,,,Matches
165,Racine Coly,sn SEN,DF,İstanbulspor,27,1995,12.7,,,,,,,,,,,,,,,,,,,,,Matches
166,Sergio Córdova,ve VEN,FW,Alanyaspor,25,1997,11.2,,,,,,,,,,,,,,,,,,,,,Matches
167,Kamil Çörekçi,tr TUR,DF,Hatayspor,31,1992,19.2,,,,,,,,,,,,,,,,,,,,,Matches
168,Nuno da Costa,cv CPV,FW,Kasımpaşa,32,1991,26.0,,,,,,,,,,,,,,,,,,,,,Matches
169,Crespo,pt POR,MF,Fenerbahçe,26,1996,6.3,,,,,,,,,,,,,,,,,,,,,Matches
170,Mehmet Dadakdeniz,tr TUR,GK,Antalyaspor,23,1999,4.0,,,,,,,,,,,,,,,,,,,,,Matches
171,Renat Dadaşov,az AZE,FW,Hatayspor,24,1999,15.4,,,,,,,,,,,,,,,,,,,,,Matches
172,Filip Damjanovic,rs SRB,DF,Konyaspor,25,1998,9.8,,,,,,,,,,,,,,,,,,,,,Matches
173,Brahim Darri,nl NED,"FW,MF",Fatih Karagümrük,28,1994,0.5,,,,,,,,,,,,,,,,,,,,,Matches
174,Fisayo Dele-Bashiru,ng NGA,MF,Hatayspor,22,2001,33.7,,,,,,,,,,,,,,,,,,,,,Matches
175,Simon Deli,ci CIV,DF,İstanbulspor,31,1991,25.0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
176,Emirhan Delibaş,tr TUR,MF,Beşiktaş,20,2003,0.1,,,,,,,,,,,,,,,,,,,,,Matches
177,Cengiz Demir,,DF,Hatayspor,22,2001,5.8,,,,,,,,,,,,,,,,,,,,,Matches
178,Muhammet Demir,tr TUR,FW,Konyaspor,31,1992,0.5,,,,,,,,,,,,,,,,,,,,,Matches
179,Adil Demirbağ,tr TUR,DF,Konyaspor,25,1997,21.8,,,,,,,,,,,,,,,,,,,,,Matches
180,Ozan Demirbag,tr TUR,MF,Adana Demirspor,15,2008,0.8,,,,,,,,,,,,,,,,,,,,,Matches
181,Kerem Demirbay,de GER,MF,Galatasaray,30,1993,24.5,,,,,,,,,,,,,,,,,,,,,Matches
182,Baran Demiroğlu,,FW,Galatasaray,18,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
183,Kahraman Demirtapa,tr TUR,DF,Konyaspor,29,1994,2.2,,,,,,,,,,,,,,,,,,,,,Matches
184,Berhan Deniz,,FW,Samsunspor,18,2004,0.0,,,,,,,,,,,,,,,,,,,,,Matches
185,Emmanuel Dennis,ng NGA,MF,Başakşehir,25,1997,3.7,,,,,,,,,,,,,,,,,,,,,Matches
186,Stefano Denswil,sr SUR,DF,Trabzonspor,30,1993,25.1,,,,,,,,,,,,,,,,,,,,,Matches
187,Halil Dervişoğlu,tr TUR,"FW,MF",Hatayspor,23,1999,6.6,,,,,,,,,,,,,,,,,,,,,Matches
188,Halil Dervişoğlu,tr TUR,FW,Galatasaray,23,1999,3.8,,,,,,,,,,,,,,,,,,,,,Matches
189,Enis Destan,tr TUR,FW,Trabzonspor,21,2002,15.3,,,,,,,,,,,,,,,,,,,,,Matches
190,Ersin Destanoğlu,tr TUR,GK,Beşiktaş,22,2001,9.7,,,,,,,,,,,,,,,,,,,,,Matches
191,Abdoulay Diaby,ml MLI,MF,Pendikspor,32,1991,11.9,,,,,,,,,,,,,,,,,,,,,Matches
192,Soner Dikmen,tr TUR,MF,Konyaspor,29,1993,35.6,,,,,,,,,,,,,,,,,,,,,Matches
193,Yasin Dilek,,DF,Başakşehir,18,2005,0.0,,,,,,,,,,,,,,,,,,,,,Matches
194,Selim Dilli,,DF,Kasımpaşa,25,1998,0.9,,,,,,,,,,,,,,,,,,,,,Matches
195,Deniz Dilmen,,GK,Başakşehir,18,2005,1.0,,,,,,,,,,,,,,,,,,,,,Matches
196,Landry Dimata,be BEL,"FW,MF",Samsunspor,25,1997,7.1,,,,,,,,,,,,,,,,,,,,,Matches
197,Oumar Diouf,sn SEN,FW,Rizespor,20,2003,0.6,,,,,,,,,,,,,,,,,,,,,Matches
198,Matías Dituro,ar ARG,GK,Fatih Karagümrük,36,1987,11.0,,,,,,,,,,,,,,,,,,,,,Matches
199,Alexander Djiku,gh GHA,DF,Fenerbahçe,28,1994,22.5,,,,,,,,,,,,,,,,,,,,,Matches
200,Papy Djilobodji,sn SEN,DF,Gaziantep FK,34,1988,33.4,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
201,Deniz Donmezer,,GK,Adana Demirspor,14,2008,0.0,,,,,,,,,,,,,,,,,,,,,Matches
202,Denis Drăguș,ro ROU,FW,Gaziantep FK,24,1999,30.4,,,,,,,,,,,,,,,,,,,,,Matches
203,Ibrahim Drešević,xk KVX,DF,Fatih Karagümrük,26,1997,15.2,,,,,,,,,,,,,,,,,,,,,Matches
204,Rick van Drongelen,nl NED,DF,Samsunspor,24,1998,26.6,,,,,,,,,,,,,,,,,,,,,Matches
205,Léo Duarte,br BRA,DF,Başakşehir,27,1996,30.0,,,,,,,,,,,,,,,,,,,,,Matches
206,Leo Dubois,fr FRA,DF,Başakşehir,28,1994,24.9,,,,,,,,,,,,,,,,,,,,,Matches
