wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
5,Mon,2023-09-18,20:00 (19:00),Sivasspor,1–3,Ankaragücü,,BG Grup 4 Eylül Stadyumu,Çağdaş Altay,Match Report,
6,Fri,2023-09-22,20:00 (19:00),Gaziantep FK,2–0,İstanbulspor,,Kalyon Arena,Murat Erdoğan,Match Report,
6,Sat,2023-09-23,17:00 (16:00),Rizespor,1–1,Sivasspor,,Çaykur Didi Stadyumu,Burak Pakkan,Match Report,
6,Sat,2023-09-23,17:00 (16:00),Pendikspor,1–1,Fatih Karagümrük,,Ümraniye Hekimbaşı Şehir Stadyumu,Tugay Kaan Numanoğlu,Match Report,
6,Sat,2023-09-23,20:00 (19:00),Başakşehir,1–2,Galatasaray,,Başakşehir Fatih Terim Stadium,Kadir Sağlam,Match Report,
6,Sat,2023-09-23,20:00 (19:00),Antalyaspor,2–0,Samsunspor,,Corendon Airlines Park,Arda Kardeşler,Match Report,
6,Sun,2023-09-24,17:00 (16:00),Ankaragücü,1–1,Konyaspor,,Eryaman Stadyumu,Erkan Özdamar,Match Report,
6,Sun,2023-09-24,17:00 (16:00),Beşiktaş,2–1,Kayserispor,,Tüpraş Stadyumu,Ali Şansalan,Match Report,
6,Sun,2023-09-24,20:00 (19:00),Alanyaspor,0–1,Fenerbahçe,,Kırbıyık Holding Stadyumu,Atilla Karaoğlan,Match Report,
6,Sun,2023-09-24,20:00 (19:00),Kasımpaşa,2–1,Adana Demirspor,,Recep Tayyip Erdoğan Stadyumu,Yasin Kol,Match Report,
6,Mon,2023-09-25,20:00 (19:00),Hatayspor,3–2,Trabzonspor,,Mersin Arena,Burak Şeker,Match Report,
3,Tue,2023-09-26,20:00 (19:00),İstanbulspor,0–1,Galatasaray,,Necmi Kadıoğlu Stadyumu,Abdulkadir Bitigen,Match Report,
3,Wed,2023-09-27,20:00 (19:00),Adana Demirspor,4–2,Beşiktaş,,Yeni Adana Stadyumu,Umit Öztürk,Match Report,
3,Thu,2023-09-28,20:00 (19:00),Fenerbahçe,4–0,Başakşehir,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Zorbay Küçük,Match Report,
7,Fri,2023-09-29,20:00 (19:00),Samsunspor,1–2,Gaziantep FK,,19 Mayıs Stadyumu,Burak Pakkan,Match Report,
7,Sat,2023-09-30,13:30 (12:30),Sivasspor,0–0,Hatayspor,,BG Grup 4 Eylül Stadyumu,Murat Erdoğan,Match Report,
7,Sat,2023-09-30,16:00 (15:00),İstanbulspor,1–2,Antalyaspor,,Necmi Kadıoğlu Stadyumu,Çağdaş Altay,Match Report,
7,Sat,2023-09-30,16:00 (15:00),Trabzonspor,2–1,Pendikspor,,Şenol Güneş Stadyumu,Bahattin Şimşek,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
7,Sat,2023-09-30,19:00 (18:00),Galatasaray,2–1,Ankaragücü,41513,RAMS Park,Volkan Bayarslan,Match Report,
7,Sun,2023-10-01,13:30 (12:30),Fatih Karagümrük,2–3,Kasımpaşa,,Atatürk Olimpiyat Stadı,Atilla Karaoğlan,Match Report,
7,Sun,2023-10-01,16:00 (15:00),Fenerbahçe,5–0,Rizespor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Cihan Aydın,Match Report,
7,Sun,2023-10-01,19:00 (18:00),Adana Demirspor,4–0,Alanyaspor,,Yeni Adana Stadyumu,Ali Şansalan,Match Report,
7,Sun,2023-10-01,19:00 (18:00),Konyaspor,0–2,Beşiktaş,,Konya Büyükşehir Stadı,Arda Kardeşler,Match Report,
7,Mon,2023-10-02,20:00 (19:00),Kayserispor,0–0,Başakşehir,,RHG Enertürk Enerji Stadyumu,Halil Umut Meler,Match Report,
8,Fri,2023-10-06,20:00 (19:00),Adana Demirspor,1–0,Trabzonspor,,Yeni Adana Stadyumu,Kadir Sağlam,Match Report,
8,Fri,2023-10-06,20:00 (19:00),Alanyaspor,2–1,Fatih Karagümrük,,Kırbıyık Holding Stadyumu,Direnç Tonusluoğlu,Match Report,
8,Sat,2023-10-07,13:30 (12:30),Pendikspor,2–3,Sivasspor,,Pendik Stadyumu,Turgut Doman,Match Report,
8,Sat,2023-10-07,16:00 (15:00),Ankaragücü,3–0,Kayserispor,,Eryaman Stadyumu,Mert Güzenge,Match Report,
8,Sat,2023-10-07,19:00 (18:00),Başakşehir,2–0,Gaziantep FK,,Başakşehir Fatih Terim Stadium,Sarper Barış Saka,Match Report,
8,Sat,2023-10-07,19:00 (18:00),Antalyaspor,0–2,Galatasaray,,Corendon Airlines Park,Zorbay Küçük,Match Report,
8,Sun,2023-10-08,13:30 (12:30),Rizespor,1–0,Samsunspor,,Çaykur Didi Stadyumu,Abdulkadir Bitigen,Match Report,
8,Sun,2023-10-08,16:00 (15:00),Beşiktaş,2–0,İstanbulspor,,Tüpraş Stadyumu,Tugay Kaan Numanoğlu,Match Report,
8,Sun,2023-10-08,19:00 (18:00),Kasımpaşa,0–2,Fenerbahçe,,Recep Tayyip Erdoğan Stadyumu,Mete Kalkavan,Match Report,
8,Sun,2023-10-08,19:00 (18:00),Hatayspor,3–1,Konyaspor,,Mersin Arena,Umit Öztürk,Match Report,
9,Sat,2023-10-21,13:30 (12:30),Kayserispor,3–1,Rizespor,32864,RHG Enertürk Enerji Stadyumu,Burak Şeker,Match Report,
9,Sat,2023-10-21,16:00 (15:00),Gaziantep FK,1–0,Antalyaspor,,Kalyon Arena,Atilla Karaoğlan,Match Report,
9,Sat,2023-10-21,16:00 (15:00),Konyaspor,1–2,Pendikspor,,Konya Büyükşehir Stadı,Çağdaş Altay,Match Report,
9,Sat,2023-10-21,19:00 (18:00),Galatasaray,2–1,Beşiktaş,50429,RAMS Park,Halil Umut Meler,Match Report,
9,Sun,2023-10-22,13:30 (12:30),Sivasspor,0–1,Kasımpaşa,,BG Grup 4 Eylül Stadyumu,Yaşar Kemal Uğurlu,Match Report,
9,Sun,2023-10-22,16:00 (15:00),İstanbulspor,2–1,Ankaragücü,,Necmi Kadıoğlu Stadyumu,Yiğit Arslan,Match Report,
9,Sun,2023-10-22,19:00 (18:00),Fenerbahçe,4–2,Hatayspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Volkan Bayarslan,Match Report,
9,Sun,2023-10-22,19:00 (18:00),Samsunspor,0–0,Başakşehir,,19 Mayıs Stadyumu,Murat Erdoğan,Match Report,
9,Mon,2023-10-23,20:00 (19:00),Trabzonspor,1–0,Alanyaspor,,Şenol Güneş Stadyumu,Arda Kardeşler,Match Report,
9,Mon,2023-10-23,20:00 (19:00),Fatih Karagümrük,2–0,Adana Demirspor,,Atatürk Olimpiyat Stadı,Bahattin Şimşek,Match Report,
10,Fri,2023-10-27,20:00 (19:00),Kasımpaşa,3–1,İstanbulspor,,Recep Tayyip Erdoğan Stadyumu,Erkan Özdamar,Match Report,
10,Fri,2023-10-27,20:00 (19:00),Hatayspor,1–2,Kayserispor,,Mersin Arena,Sarper Barış Saka,Match Report,
10,Sat,2023-10-28,16:00 (15:00),Alanyaspor,1–2,Sivasspor,,Kırbıyık Holding Stadyumu,Mert Güzenge,Match Report,
10,Sat,2023-10-28,19:00 (18:00),Rizespor,0–1,Galatasaray,,Çaykur Didi Stadyumu,Kadir Sağlam,Match Report,
10,Sat,2023-10-28,19:00 (18:00),Adana Demirspor,3–0,Konyaspor,,Yeni Adana Stadyumu,Turgut Doman,Match Report,
10,Sun,2023-10-29,16:00 (14:00),Fatih Karagümrük,0–0,Trabzonspor,,Atatürk Olimpiyat Stadı,Ali Şansalan,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
10,Sun,2023-10-29,19:00 (17:00),Antalyaspor,1–0,Başakşehir,,Corendon Airlines Park,Umit Öztürk,Match Report,
10,Sun,2023-10-29,19:00 (17:00),Ankaragücü,2–0,Samsunspor,,Eryaman Stadyumu,Cihan Aydın,Match Report,
10,Sun,2023-10-29,19:00 (17:00),Pendikspor,0–5,Fenerbahçe,,Pendik Stadyumu,Abdulkadir Bitigen,Match Report,
10,Mon,2023-10-30,20:00 (18:00),Beşiktaş,2–0,Gaziantep FK,,Tüpraş Stadyumu,Mete Kalkavan,Match Report,
11,Fri,2023-11-03,20:00 (18:00),Galatasaray,2–1,Kasımpaşa,,RAMS Park,Arda Kardeşler,Match Report,
11,Sat,2023-11-04,13:30 (11:30),İstanbulspor,2–4,Pendikspor,,Necmi Kadıoğlu Stadyumu,Murat Erdoğan,Match Report,
11,Sat,2023-11-04,16:00 (14:00),Samsunspor,2–1,Hatayspor,,19 Mayıs Stadyumu,Halil Umut Meler,Match Report,
11,Sat,2023-11-04,19:00 (17:00),Fenerbahçe,2–3,Trabzonspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Zorbay Küçük,Match Report,
11,Sun,2023-11-05,13:30 (11:30),Sivasspor,1–1,Adana Demirspor,,BG Grup 4 Eylül Stadyumu,Burak Pakkan,Match Report,
11,Sun,2023-11-05,16:00 (14:00),Konyaspor,1–1,Fatih Karagümrük,,Konya Büyükşehir Stadı,Mert Güzenge,Match Report,
11,Sun,2023-11-05,16:00 (14:00),Başakşehir,3–3,Ankaragücü,,Başakşehir Fatih Terim Stadium,Çağdaş Altay,Match Report,
11,Sun,2023-11-05,19:00 (17:00),Antalyaspor,3–2,Beşiktaş,,Corendon Airlines Park,Yaşar Kemal Uğurlu,Match Report,
11,Mon,2023-11-06,20:00 (18:00),Kayserispor,1–0,Alanyaspor,,RHG Enertürk Enerji Stadyumu,Tugay Kaan Numanoğlu,Match Report,
11,Mon,2023-11-06,20:00 (18:00),Gaziantep FK,2–0,Rizespor,,Kalyon Arena,Ali Şansalan,Match Report,
4,Wed,2023-11-08,20:00 (18:00),Samsunspor,2–1,İstanbulspor,9890,19 Mayıs Stadyumu,Burak Şeker,Match Report,
12,Fri,2023-11-10,20:00 (18:00),Trabzonspor,2–1,Konyaspor,,Şenol Güneş Stadyumu,Cihan Aydın,Match Report,
12,Fri,2023-11-10,20:00 (18:00),Ankaragücü,0–4,Antalyaspor,,Eryaman Stadyumu,Direnç Tonusluoğlu,Match Report,
12,Sat,2023-11-11,13:30 (11:30),Kasımpaşa,3–4,Kayserispor,,Recep Tayyip Erdoğan Stadyumu,Çağdaş Altay,Match Report,
12,Sat,2023-11-11,16:00 (14:00),Fatih Karagümrük,3–0,Sivasspor,,Atatürk Olimpiyat Stadı,Murat Erdoğan,Match Report,
12,Sat,2023-11-11,16:00 (14:00),Alanyaspor,0–3,Gaziantep FK,,Kırbıyık Holding Stadyumu,Turgut Doman,Match Report,
12,Sat,2023-11-11,19:00 (17:00),Hatayspor,2–1,Galatasaray,,Mersin Arena,Bahattin Şimşek,Match Report,
12,Sun,2023-11-12,13:30 (11:30),Pendikspor,1–0,Samsunspor,,Pendik Stadyumu,Burak Pakkan,Match Report,
12,Sun,2023-11-12,16:00 (14:00),Beşiktaş,1–0,Başakşehir,,Tüpraş Stadyumu,Arda Kardeşler,Match Report,
12,Sun,2023-11-12,16:00 (14:00),Rizespor,1–0,İstanbulspor,,Çaykur Didi Stadyumu,Sarper Barış Saka,Match Report,
12,Sun,2023-11-12,19:00 (17:00),Adana Demirspor,0–0,Fenerbahçe,,Yeni Adana Stadyumu,Halil Umut Meler,Match Report,
13,Sat,2023-11-25,13:30 (11:30),İstanbulspor,2–1,Hatayspor,,Necmi Kadıoğlu Stadyumu,Tugay Kaan Numanoğlu,Match Report,
13,Sat,2023-11-25,16:00 (14:00),Konyaspor,2–0,Kasımpaşa,,Konya Büyükşehir Stadı,Direnç Tonusluoğlu,Match Report,
13,Sat,2023-11-25,16:00 (14:00),Gaziantep FK,0–1,Ankaragücü,,Kalyon Arena,Umit Öztürk,Match Report,
13,Sat,2023-11-25,19:00 (17:00),Galatasaray,4–0,Alanyaspor,,RAMS Park,Ali Şansalan,Match Report,
13,Sun,2023-11-26,13:30 (11:30),Kayserispor,1–1,Adana Demirspor,,RHG Enertürk Enerji Stadyumu,Kadir Sağlam,Match Report,
13,Sun,2023-11-26,16:00 (14:00),Samsunspor,1–2,Beşiktaş,,19 Mayıs Stadyumu,Abdulkadir Bitigen,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
13,Sun,2023-11-26,16:00 (14:00),Antalyaspor,0–0,Rizespor,,Corendon Airlines Park,Turgut Doman,Match Report,
13,Sun,2023-11-26,19:00 (17:00),Fenerbahçe,2–1,Fatih Karagümrük,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Arda Kardeşler,Match Report,
13,Mon,2023-11-27,20:00 (18:00),Sivasspor,3–3,Trabzonspor,,BG Grup 4 Eylül Stadyumu,Volkan Bayarslan,Match Report,
13,Mon,2023-11-27,20:00 (18:00),Başakşehir,4–1,Pendikspor,,Başakşehir Fatih Terim Stadium,Cihan Aydın,Match Report,
14,Fri,2023-12-01,20:00 (18:00),Fatih Karagümrük,3–0,İstanbulspor,,Atatürk Olimpiyat Stadı,Kadir Sağlam,Match Report,
14,Fri,2023-12-01,20:00 (18:00),Hatayspor,3–3,Antalyaspor,,Mersin Arena,Yiğit Arslan,Match Report,
14,Sat,2023-12-02,13:30 (11:30),Alanyaspor,2–2,Konyaspor,,Kırbıyık Holding Stadyumu,Burak Pakkan,Match Report,
14,Sat,2023-12-02,16:00 (14:00),Rizespor,3–2,Başakşehir,,Çaykur Didi Stadyumu,Mert Güzenge,Match Report,
14,Sat,2023-12-02,19:00 (17:00),Pendikspor,0–2,Galatasaray,,Pendik Stadyumu,Volkan Bayarslan,Match Report,
14,Sat,2023-12-02,19:00 (17:00),Adana Demirspor,2–3,Samsunspor,,Yeni Adana Stadyumu,Sarper Barış Saka,Match Report,
14,Sun,2023-12-03,13:30 (11:30),Kasımpaşa,4–2,Gaziantep FK,,Recep Tayyip Erdoğan Stadyumu,Burak Şeker,Match Report,
14,Sun,2023-12-03,16:00 (14:00),Trabzonspor,0–1,Kayserispor,,Şenol Güneş Stadyumu,Umit Öztürk,Match Report,
14,Sun,2023-12-03,19:00 (17:00),Ankaragücü,1–1,Beşiktaş,,Eryaman Stadyumu,Zorbay Küçük,Match Report,
14,Mon,2023-12-04,20:00 (18:00),Fenerbahçe,4–1,Sivasspor,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Bahattin Şimşek,Match Report,
15,Fri,2023-12-08,20:00 (18:00),Galatasaray,3–1,Adana Demirspor,,RAMS Park,Abdulkadir Bitigen,Match Report,
15,Sat,2023-12-09,13:30 (11:30),Antalyaspor,2–1,Fatih Karagümrük,,Corendon Airlines Park,Çağdaş Altay,Match Report,
15,Sat,2023-12-09,16:00 (14:00),Samsunspor,4–2,Kasımpaşa,,19 Mayıs Stadyumu,Zorbay Küçük,Match Report,
15,Sat,2023-12-09,19:00 (17:00),Beşiktaş,1–3,Fenerbahçe,,Tüpraş Stadyumu,Atilla Karaoğlan,Match Report,
15,Sun,2023-12-10,13:30 (11:30),İstanbulspor,0–1,Alanyaspor,,Necmi Kadıoğlu Stadyumu,Cihan Aydın,Match Report,
15,Sun,2023-12-10,16:00 (14:00),Başakşehir,1–0,Hatayspor,,Başakşehir Fatih Terim Stadium,Burak Şeker,Match Report,
15,Sun,2023-12-10,16:00 (14:00),Kayserispor,2–0,Pendikspor,,RHG Enertürk Enerji Stadyumu,Turgut Doman,Match Report,
15,Sun,2023-12-10,19:00 (17:00),Gaziantep FK,1–3,Trabzonspor,,Kalyon Arena,Arda Kardeşler,Match Report,
15,Mon,2023-12-11,20:00 (18:00),Ankaragücü,1–1,Rizespor,,Eryaman Stadyumu,Halil Umut Meler,Match Report,
15,Mon,2023-12-11,20:00 (18:00),Konyaspor,0–1,Sivasspor,,Konya Büyükşehir Stadı,Tugay Kaan Numanoğlu,Match Report,
17,Tue,2023-12-19,17:00 (15:00),Başakşehir,3–1,Sivasspor,,Başakşehir Fatih Terim Stadium,Mete Kalkavan,Match Report,
17,Tue,2023-12-19,20:00 (18:00),Gaziantep FK,2–2,Adana Demirspor,,Kalyon Arena,Bahattin Şimşek,Match Report,
17,Tue,2023-12-19,20:00 (18:00),İstanbulspor,0–3,Trabzonspor,,Necmi Kadıoğlu Stadyumu,Ali Şansalan,Match Report,Match awarded to Trabzonspor
17,Wed,2023-12-20,17:00 (15:00),Kayserispor,3–4,Fenerbahçe,,RHG Enertürk Enerji Stadyumu,Zorbay Küçük,Match Report,
17,Wed,2023-12-20,20:00 (18:00),Galatasaray,1–0,Fatih Karagümrük,,RAMS Park,Tugay Kaan Numanoğlu,Match Report,
17,Wed,2023-12-20,20:00 (18:00),Antalyaspor,0–0,Kasımpaşa,,Corendon Airlines Park,Kadir Sağlam,Match Report,
17,Thu,2023-12-21,17:00 (15:00),Samsunspor,1–1,Konyaspor,,19 Mayıs Stadyumu,Murat Erdoğan,Match Report,
17,Thu,2023-12-21,17:00 (15:00),Rizespor,5–1,Pendikspor,,Çaykur Didi Stadyumu,Direnç Tonusluoğlu,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
17,Thu,2023-12-21,20:00 (18:00),Ankaragücü,0–0,Hatayspor,,Eryaman Stadyumu,Abdulkadir Bitigen,Match Report,
17,Thu,2023-12-21,20:00 (18:00),Beşiktaş,1–3,Alanyaspor,,Tüpraş Stadyumu,Umit Öztürk,Match Report,
18,Sat,2023-12-23,13:30 (11:30),Sivasspor,1–0,İstanbulspor,,BG Grup 4 Eylül Stadyumu,Mert Güzenge,Match Report,
18,Sat,2023-12-23,16:00 (14:00),Fatih Karagümrük,0–3,Gaziantep FK,,Atatürk Olimpiyat Stadı,Ali Şansalan,Match Report,
18,Sat,2023-12-23,19:00 (17:00),Trabzonspor,1–1,Başakşehir,,Şenol Güneş Stadyumu,Volkan Bayarslan,Match Report,
18,Sun,2023-12-24,13:30 (11:30),Konyaspor,2–0,Kayserispor,,Konya Büyükşehir Stadı,Bahattin Şimşek,Match Report,
18,Sun,2023-12-24,16:00 (14:00),Adana Demirspor,2–1,Antalyaspor,,Yeni Adana Stadyumu,Burak Pakkan,Match Report,
18,Sun,2023-12-24,19:00 (17:00),Fenerbahçe,0–0,Galatasaray,,Ülker Stadyumu Fenerbahçe Şükrü Saracoğl...,Arda Kardeşler,Match Report,
18,Mon,2023-12-25,17:00 (15:00),Alanyaspor,3–1,Samsunspor,,Kırbıyık Holding Stadyumu,Tugay Kaan Numanoğlu,Match Report,
18,Mon,2023-12-25,17:00 (15:00),Kasımpaşa,2–2,Rizespor,,Recep Tayyip Erdoğan Stadyumu,Turgut Doman,Match Report,
18,Mon,2023-12-25,20:00 (18:00),Pendikspor,1–1,Ankaragücü,,Pendik Stadyumu,Umit Öztürk,Match Report,
18,Mon,2023-12-25,20:00 (18:00),Hatayspor,1–2,Beşiktaş,,Mersin Arena,Kadir Sağlam,Match Report,
19,Fri,2024-01-05,17:00 (15:00),Gaziantep FK,2–2,Pendikspor,,Kalyon Arena,Çağdaş Altay,Match Report,
19,Fri,2024-01-05,20:00 (18:00),Beşiktaş,1–3,Kasımpaşa,,Tüpraş Stadyumu,Arda Kardeşler,Match Report,
19,Fri,2024-01-05,20:00 (18:00),Antalyaspor,0–0,Alanyaspor,,Corendon Airlines Park,Mert Güzenge,Match Report,
19,Sat,2024-01-06,13:30 (11:30),Rizespor,2–0,Hatayspor,,Çaykur Didi Stadyumu,Cihan Aydın,Match Report,
19,Sat,2024-01-06,16:00 (14:00),Başakşehir,0–0,Adana Demirspor,,Başakşehir Fatih Terim Stadium,Turgut Doman,Match Report,
19,Sat,2024-01-06,19:00 (17:00),Ankaragücü,0–1,Trabzonspor,,Eryaman Stadyumu,Burak Şeker,Match Report,
19,Sat,2024-01-06,19:00 (17:00),Samsunspor,1–0,Fatih Karagümrük,,19 Mayıs Stadyumu,Emre Kargın,Match Report,
19,Sun,2024-01-07,13:30 (11:30),Kayserispor,1–3,Sivasspor,,RHG Enertürk Enerji Stadyumu,Alper Akarsu,Match Report,
19,Sun,2024-01-07,16:00 (14:00),İstanbulspor,1–5,Fenerbahçe,,Atatürk Olimpiyat Stadı,Volkan Bayarslan,Match Report,
19,Sun,2024-01-07,19:00 (17:00),Galatasaray,3–0,Konyaspor,,RAMS Park,Ali Şansalan,Match Report,
16,Tue,2024-01-09,17:00 (15:00),Pendikspor,0–1,Antalyaspor,,Pendik Stadyumu,Oğuzhan Çakir,Match Report,
16,Tue,2024-01-09,17:00 (15:00),Alanyaspor,1–1,Ankaragücü,,Kırbıyık Holding Stadyumu,Direnç Tonusluoğlu,Match Report,
16,Tue,2024-01-09,20:00 (18:00),Kasımpaşa,0–3,Başakşehir,,Recep Tayyip Erdoğan Stadyumu,Burak Pakkan,Match Report,
