rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
34,Dhari Al Anazi,sa KSA,"DF,MF",Damac,24,2000,31,29,2350,26.1,0,1,1,0,0,0,13,1,0.00,0.04,0.04,0.00,0.04,Matches
35,Zaid Al Anazi,sa KSA,MF,Al Kholood Saudi Club,20,2004,7,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Ângelo,br BRA,MF,Al-Nassr,19,2004,25,15,1364,15.2,1,6,7,1,0,0,2,0,0.07,0.40,0.46,0.07,0.46,Matches
37,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Al Okhdood SC,35,1988,32,32,2836,31.5,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
38,Abdulrahman Al Anzi,sa KSA,DF,Al-Orobah,,,7,2,151,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,Houssem Aouar,dz ALG,MF,Al-Ittihad,26,1998,30,30,2491,27.7,12,4,16,11,1,2,5,0,0.43,0.14,0.58,0.40,0.54,Matches
40,Mohammed Al Aqeel,sa KSA,MF,Al-Riyadh SC,27,1997,7,0,74,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
41,Nawaf Al Aqidi,sa KSA,GK,Al-Fateh,24,2000,16,16,1440,16.0,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
42,Karim Ashraf,eg EGY,FW,Al Okhdood SC,20,2004,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Abdulfattah Asiri,sa KSA,"MF,FW",Al Kholood Saudi Club,30,1994,12,3,305,3.4,0,1,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches
44,Naif Asiri,sa KSA,DF,Al Okhdood SC,23,2001,29,25,2131,23.7,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
45,Ali Al Asmari,sa KSA,MF,Al-Ahli,27,1997,10,3,262,2.9,1,0,1,1,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
46,Hassan Al Asmari,sa KSA,DF,Al Kholood Saudi Club,21,2002,11,3,348,3.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
47,Ahmed Assiri,sa KSA,DF,Al-Riyadh SC,32,1991,27,26,2290,25.4,1,0,1,1,0,0,9,2,0.04,0.00,0.04,0.04,0.04,Matches
48,Abdulquddus Atiah,sa KSA,GK,Al-Taawoun,27,1997,18,17,1531,17.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Pierre-Emerick Aubameyang,ga GAB,FW,Al-Qadsiah,35,1989,32,32,2828,31.4,17,3,20,15,2,3,1,1,0.54,0.10,0.64,0.48,0.57,Matches
50,Nawaf Al-Azizi,sa KSA,MF,Al-Wehda,24,1999,2,2,80,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Saeed Ba Atiyah,,"DF,MF",Al-Fateh,,,25,18,1530,17.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Juninho Bacuna,cw CUW,MF,Al-Wehda,26,1997,32,25,2257,25.1,3,4,7,2,1,1,7,0,0.12,0.16,0.28,0.08,0.24,Matches
53,Hattan Bahebri,sa KSA,"MF,FW",Al-Taawoun,32,1992,18,4,427,4.7,2,1,3,2,0,0,1,0,0.42,0.21,0.63,0.42,0.63,Matches
54,Ahmed Bahusayn,sa KSA,MF,Al-Taawoun,23,2001,17,9,678,7.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Yazeid Al Bakr,sa KSA,DF,Al-Riyadh SC,28,1995,2,1,63,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Waleed Bakshween,sa KSA,MF,Al-Wehda,34,1989,28,21,1747,19.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
57,Saif Balhareth,sa KSA,MF,Al Okhdood SC,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ahmed Bamasud,sa KSA,DF,Al-Ettifaq,28,1995,7,1,103,1.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Mohammed Al Baqawi,sa KSA,"MF,DF",Al-Fayha,29,1995,28,26,2236,24.8,0,2,2,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
60,Yoann Barbet,fr FRA,DF,Al-Riyadh SC,31,1993,30,28,2603,28.9,1,1,2,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches
61,Mohammed Barnawi,sa KSA,DF,Al-Orobah,18,2005,4,1,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Musa Barrow,gm GAM,"FW,MF",Al-Taawoun,25,1998,33,29,2535,28.2,13,3,16,12,1,1,1,0,0.46,0.11,0.57,0.43,0.53,Matches
63,Ousmane Barry,gn GUI,FW,Al Okhdood SC,32,1991,16,11,926,10.3,1,2,3,1,0,0,1,0,0.10,0.19,0.29,0.10,0.29,Matches
64,Christian Bassogog,cm CMR,"MF,FW",Al Okhdood SC,28,1995,32,31,2720,30.2,6,1,7,6,0,0,1,0,0.20,0.03,0.23,0.20,0.23,Matches
65,Mourad Batna,ma MAR,MF,Al-Fateh,34,1990,28,26,2403,26.7,13,6,19,8,5,6,4,0,0.49,0.22,0.71,0.30,0.52,Matches
66,Ibrahim Bayesh,iq IRQ,"MF,FW",Al-Riyadh SC,24,2000,32,31,2703,30.0,5,2,7,5,0,0,4,0,0.17,0.07,0.23,0.17,0.23,Matches
67,Abdelkader Bedrane,dz ALG,DF,Damac,32,1992,31,31,2689,29.9,0,2,2,0,0,0,6,2,0.00,0.07,0.07,0.00,0.07,Matches
68,Sofiane Bendebka,dz ALG,MF,Al-Fateh,31,1992,32,32,2780,30.9,12,1,13,9,3,3,4,0,0.39,0.03,0.42,0.29,0.32,Matches
69,Bento,br BRA,GK,Al-Nassr,25,1999,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Karim Benzema,fr FRA,FW,Al-Ittihad,36,1987,29,29,2529,28.1,21,9,30,21,0,1,1,0,0.75,0.32,1.07,0.75,1.07,Matches
71,Jóhann Berg Guðmundsson,is ISL,"MF,FW",Al-Orobah,33,1990,28,28,2271,25.2,4,4,8,4,0,0,7,0,0.16,0.16,0.32,0.16,0.32,Matches
72,Steven Bergwijn,nl NED,"MF,FW",Al-Ittihad,26,1997,25,24,1964,21.8,13,7,20,11,2,2,4,0,0.60,0.32,0.92,0.50,0.82,Matches
73,Karim El Berkaoui,ma MAR,FW,Al-Raed,28,1995,22,20,1613,17.9,11,0,11,11,0,0,3,0,0.61,0.00,0.61,0.61,0.61,Matches
74,Mansor Al Beshe,sa KSA,MF,Al-Fayha,24,2000,27,20,1748,19.4,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches
75,Saad Bguir,tn TUN,"MF,FW",Al-Wehda,30,1994,25,18,1337,14.9,3,0,3,3,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Fahad bin Jumayah,sa KSA,"DF,MF",Al-Taawoun,29,1995,21,17,1399,15.5,0,3,3,0,0,0,6,0,0.00,0.19,0.19,0.00,0.19,Matches
77,Saud bin Zaydan,sa KSA,MF,Al-Riyadh SC,24,1999,8,3,329,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Abdulaziz Al-Bishi,sa KSA,MF,Al-Ittihad,30,1994,12,1,121,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Rayan Al Bloushi,sa KSA,FW,Al-Riyadh SC,23,2001,10,0,83,0.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Emmanuel Boateng,gh GHA,FW,Al-Orobah,28,1996,13,13,1074,11.9,2,2,4,2,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
81,Ameen Bokhari,sa KSA,GK,Damac,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Giacomo Bonaventura,it ITA,"MF,FW",Al-Shabab,34,1989,29,26,2236,24.8,2,2,4,2,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
83,Milan Borjan,ca CAN,GK,Al-Riyadh SC,36,1987,33,33,2970,33.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Yassine Bounou,ma MAR,GK,Al-Hilal,33,1991,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Nawaf Boushal,sa KSA,DF,Al-Nassr,24,1999,30,24,2191,24.3,2,6,8,2,0,0,8,1,0.08,0.25,0.33,0.08,0.33,Matches
86,Yousri Bouzok,dz ALG,"FW,MF",Al-Raed,27,1996,20,20,1704,18.9,1,6,7,1,0,0,2,0,0.05,0.32,0.37,0.05,0.37,Matches
87,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,31,1992,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Marcelo Brozović,hr CRO,MF,Al-Nassr,31,1992,28,26,2382,26.5,2,5,7,2,0,0,12,0,0.08,0.19,0.26,0.08,0.26,Matches
89,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,34,1989,26,26,2262,25.1,4,0,4,4,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches
90,Firas Al-Buraikan,sa KSA,"MF,FW",Al-Ahli,24,2000,33,22,2060,22.9,3,7,10,3,0,0,2,0,0.13,0.31,0.44,0.13,0.44,Matches
91,Heorhiy Bushchan,ua UKR,GK,Al-Shabab,30,1994,11,11,990,11.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
92,Haroune Camara,sa KSA,"FW,MF",Al-Shabab,26,1998,31,17,1610,17.9,6,3,9,6,0,0,2,0,0.34,0.17,0.50,0.34,0.50,Matches
93,João Cancelo,pt POR,DF,Al-Hilal,30,1994,22,21,1810,20.1,0,5,5,0,0,0,5,0,0.00,0.25,0.25,0.00,0.25,Matches
94,Yannick Carrasco,be BEL,"FW,MF",Al-Shabab,30,1993,16,14,1285,14.3,2,4,6,2,0,0,3,0,0.14,0.28,0.42,0.14,0.42,Matches
95,André Carrillo,pe PER,"FW,MF",Al-Qadsiah,33,1991,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Koen Casteels,be BEL,GK,Al-Qadsiah,32,1992,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Kaio César,br BRA,MF,Al-Hilal,20,2004,13,10,758,8.4,3,3,6,2,1,1,0,0,0.36,0.36,0.71,0.24,0.59,Matches
98,Farouk Chafaï,dz ALG,DF,Damac,34,1990,31,31,2688,29.9,3,1,4,3,0,0,4,0,0.10,0.03,0.13,0.10,0.13,Matches
99,Lucas Chávez,bo BOL,"MF,FW",Al-Taawoun,21,2003,13,6,554,6.2,1,1,2,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,Matches
100,Gojko Cimirot,ba BIH,MF,Al-Fayha,31,1992,25,15,1350,15.0,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Álex Collado,es ESP,MF,Al Kholood Saudi Club,25,1999,29,29,2579,28.7,5,2,7,5,0,0,4,0,0.17,0.07,0.24,0.17,0.24,Matches
102,Aldry Contreras,ve VEN,MF,Al-Fayha,20,2004,3,0,63,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
103,João Costa,br BRA,"MF,FW",Al-Ettifaq,19,2005,24,16,1434,15.9,4,1,5,4,0,0,6,0,0.25,0.06,0.31,0.25,0.31,Matches
104,Gaëtan Coucke,be BEL,GK,Al-Orobah,25,1998,32,32,2862,31.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Alexandru Crețu,ro ROU,"DF,MF",Al-Wehda,32,1992,32,20,1983,22.0,1,3,4,1,0,0,5,0,0.05,0.14,0.18,0.05,0.18,Matches
106,Vito van Crooij,nl NED,"FW,MF",Al-Wehda,28,1996,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Gustavo Cuellar,co COL,"MF,DF",Al-Shabab,31,1992,8,8,618,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,30,1993,24,13,1192,13.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Matteo Dams,be BEL,DF,Al-Ahli,20,2004,10,8,599,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Abdulkarim Darisi,sa KSA,FW,Al-Ahli,21,2003,10,2,192,2.1,1,0,1,1,0,0,0,0,0.47,0.00,0.47,0.47,0.47,Matches
111,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,25,1999,9,4,441,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Nasser Al-Dawsari,sa KSA,MF,Al-Hilal,25,1998,31,8,1048,11.6,1,1,2,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
113,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,32,1991,32,32,2785,30.9,15,15,30,15,0,0,3,0,0.48,0.48,0.97,0.48,0.97,Matches
114,Ignacio De Arruabarrena,uy URU,GK,Al-Wehda,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Moussa Dembélé,fr FRA,FW,Al-Ettifaq,28,1996,19,18,1529,17.0,7,4,11,5,2,2,2,0,0.41,0.24,0.65,0.29,0.53,Matches
116,Merih Demiral,tr TUR,DF,Al-Ahli,26,1998,30,29,2612,29.0,1,2,3,1,0,0,7,1,0.03,0.07,0.10,0.03,0.10,Matches
117,Jason Denayer,be BEL,DF,Al-Fateh,29,1995,15,14,1167,13.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Bandar Derwish,sa KSA,DF,Al-Wehda,22,2001,8,4,334,3.7,1,0,1,1,0,0,2,1,0.27,0.00,0.27,0.27,0.27,Matches
119,Moussa Diaby,fr FRA,MF,Al-Ittihad,25,1999,24,22,1991,22.1,5,14,19,5,0,0,4,1,0.23,0.63,0.86,0.23,0.86,Matches
120,Habib Diallo,sn SEN,FW,Damac,29,1995,27,27,2308,25.6,7,3,10,6,1,1,1,0,0.27,0.12,0.39,0.23,0.35,Matches
121,Aliou Dieng,ml MLI,MF,Al Kholood Saudi Club,26,1997,30,30,2631,29.2,3,0,3,3,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches
122,Djaniny,cv CPV,FW,Al-Fateh,33,1991,24,19,1689,18.8,5,0,5,5,0,0,3,0,0.27,0.00,0.27,0.27,0.27,Matches
123,Rakan Al Dosari,sa KSA,FW,Al-Raed,22,2002,2,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Abdurahman Al-Dossari,sa KSA,MF,Al-Qadsiah,26,1997,9,0,42,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
125,Jamaan Al-Dossari,sa KSA,DF,Al Kholood Saudi Club,30,1993,5,1,111,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Mohammed Al Dossary,sa KSA,"DF,MF",Al-Raed,25,1999,22,21,1877,20.9,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
127,Mohamed Al Dowaish,sa KSA,DF,Al-Fayha,20,2004,7,4,334,3.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Hisham Al Dubais,sa KSA,FW,Al-Khaleej,22,2001,9,1,127,1.4,1,0,1,1,0,0,1,0,0.71,0.00,0.71,0.71,0.71,Matches
129,Hisham Al Dubais,sa KSA,FW,Al-Shabab,22,2001,9,0,32,0.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,28,1995,5,4,399,4.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Jáder Durán,co COL,FW,Al-Nassr,20,2003,13,12,1093,12.1,8,0,8,8,0,0,4,1,0.66,0.00,0.66,0.66,0.66,Matches
132,Majid Duran,,MF,Al-Ettifaq,,,6,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Abdulaziz Al Elewai,sa KSA,MF,Al-Ettifaq,20,2004,6,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Waleed Al-Enezi,sa KSA,GK,Al-Fateh,28,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Josen Escobar,co COL,MF,Al-Ettifaq,19,2004,8,4,363,4.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Hussain Al Essa,sa KSA,MF,Al-Wehda,23,2000,13,0,160,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Fabinho,br BRA,MF,Al-Ittihad,30,1993,32,32,2865,31.8,2,1,3,2,0,1,8,0,0.06,0.03,0.09,0.06,0.09,Matches
138,Muath Fagihy,sa KSA,DF,Al-Ittihad,22,2002,8,1,254,2.8,0,1,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches
139,Abdullah Al-Fahad,sa KSA,DF,Al-Khaleej,30,1994,22,15,1385,15.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Sultan Fahran,sa KSA,MF,Al-Taawoun,27,1996,17,6,655,7.3,0,1,1,0,0,0,1,0,0.00,0.14,0.14,0.00,0.14,Matches
141,Fayçal Fajr,ma MAR,MF,Al-Taawoun,35,1988,30,25,2264,25.2,0,6,6,0,0,0,4,0,0.00,0.24,0.24,0.00,0.24,Matches
142,Ayman Fallatah,sa KSA,MF,Damac,20,2003,25,15,1269,14.1,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
143,Mohammed Fallatah,sa KSA,MF,Al-Ittihad,17,2007,1,0,6,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Sultan Faqihi,sa KSA,DF,Damac,29,1995,1,1,62,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
145,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,32,1992,17,9,868,9.6,1,1,2,1,0,0,1,1,0.10,0.10,0.21,0.10,0.21,Matches
146,Luiz Felipe,it ITA,DF,Al-Ittihad,27,1997,1,1,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Jorge Filipe Oliveira Fernandes,pt POR,DF,Al-Fateh,27,1997,16,16,1440,16.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Ezequiél Fernández,ar ARG,MF,Al-Qadsiah,22,2002,32,31,2658,29.5,1,3,4,1,0,0,4,0,0.03,0.10,0.14,0.03,0.14,Matches
149,Diego Ferreira,br BRA,"DF,MF",Al Okhdood SC,21,2003,10,4,497,5.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Roberto Firmino,br BRA,MF,Al-Ahli,32,1991,17,13,1210,13.4,5,3,8,5,0,0,0,0,0.37,0.22,0.60,0.37,0.60,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Flávio,br BRA,MF,Al-Taawoun,28,1996,11,11,858,9.5,0,1,1,0,0,0,6,1,0.00,0.10,0.10,0.00,0.10,Matches
152,Seko Fofana,ci CIV,MF,Al-Ettifaq,29,1995,13,11,952,10.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Kostas Fortounis,gr GRE,MF,Al-Khaleej,31,1992,30,29,2573,28.6,9,5,14,5,4,6,4,0,0.31,0.17,0.49,0.17,0.35,Matches
