rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
74,Ryan Babel,nl NED,"MF,FW",Galatasaray,33,1986,32,16,1588,17.6,7,5,12,5,2,2,5,0,0.40,0.28,0.68,0.28,0.57,Matches
75,Aliou Badji,sn SEN,FW,Ankaragücü,22,1997,13,10,764,8.5,2,0,2,2,0,0,3,0,0.24,0.00,0.24,0.24,0.24,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Fabrício Baiano,br BRA,"MF,DF",Rizespor,28,1992,28,24,1964,21.8,1,3,4,1,0,0,10,1,0.05,0.14,0.18,0.05,0.18,Matches
77,Marvin Bakalorz,de GER,MF,Denizlispor,30,1989,31,24,2080,23.1,1,1,2,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches
78,Anastasios Bakasetas,gr GRE,"MF,FW",Alanyaspor,27,1993,19,18,1596,17.7,7,2,9,4,3,4,5,0,0.39,0.11,0.51,0.23,0.34,Matches
79,Anastasios Bakasetas,gr GRE,MF,Trabzonspor,27,1993,19,18,1620,18.0,6,2,8,5,1,1,3,0,0.33,0.11,0.44,0.28,0.39,Matches
80,Lewis Baker,eng ENG,MF,Trabzonspor,25,1995,34,29,2655,29.5,2,3,5,2,0,0,7,0,0.07,0.10,0.17,0.07,0.17,Matches
81,Göktuğ Bakırbaş,tr TUR,GK,Erzurum BB,24,1996,3,2,221,2.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,20,2000,35,34,3022,33.6,2,3,5,2,0,0,3,0,0.06,0.09,0.15,0.06,0.15,Matches
83,Jure Balkovec,si SVN,DF,Fatih Karagümrük,25,1994,33,33,2894,32.2,2,4,6,2,0,0,6,0,0.06,0.12,0.19,0.06,0.19,Matches
84,Hélder Barbosa,pt POR,MF,Hatayspor,33,1987,9,2,282,3.1,1,0,1,1,0,0,0,0,0.32,0.00,0.32,0.32,0.32,Matches
85,Abdülkerim Bardakcı,tr TUR,DF,Konyaspor,25,1994,37,37,3314,36.8,2,3,5,2,0,0,9,0,0.05,0.08,0.14,0.05,0.14,Matches
86,Adam Bareiro,py PAR,FW,Alanyaspor,24,1996,37,20,1833,20.4,5,1,6,4,1,1,5,0,0.25,0.05,0.29,0.20,0.25,Matches
87,Bilal Başaçıkoğlu,tr TUR,"FW,MF",Gaziantep FK,25,1995,12,0,156,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Bilal Başaçıkoğlu,tr TUR,MF,Trabzonspor,25,1995,6,2,198,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Yılmaz Basravi,,FW,Göztepe,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Emrah Başsan,tr TUR,"MF,FW",Erzurum BB,28,1992,38,25,2283,25.4,7,7,14,6,1,1,4,0,0.28,0.28,0.55,0.24,0.51,Matches
91,Altay Bayındır,tr TUR,GK,Fenerbahçe,22,1998,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
92,Gökdeniz Bayrakdar,tr TUR,"MF,FW",Antalyaspor,18,2001,31,18,1830,20.3,6,0,6,6,0,0,6,0,0.30,0.00,0.30,0.30,0.30,Matches
93,Emin Bayram,tr TUR,DF,Galatasaray,17,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Ömer Bayram,tr TUR,"DF,MF",Galatasaray,29,1991,32,13,1353,15.0,0,2,2,0,0,0,4,0,0.00,0.13,0.13,0.00,0.13,Matches
95,Aziz Behich,au AUS,DF,Kayserispor,29,1990,34,33,2976,33.1,0,2,2,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,Matches
96,Efkan Bekiroğlu,,MF,Alanyaspor,24,1995,23,7,801,8.9,2,1,3,2,0,0,2,0,0.22,0.11,0.34,0.22,0.34,Matches
97,Younès Belhanda,ma MAR,MF,Galatasaray,30,1990,22,17,1474,16.4,6,3,9,6,0,0,4,0,0.37,0.18,0.55,0.37,0.55,Matches
98,Aymen Ben Mohamed,tn TUN,DF,Denizlispor,25,1994,7,4,389,4.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Zakarya Bergdich,ma MAR,DF,Denizlispor,31,1989,17,13,1230,13.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Zakarya Bergdich,ma MAR,DF,Erzurum BB,31,1989,6,5,411,4.6,0,1,1,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Rahmetullah Berişbek,tr TUR,"MF,DF",Gençlerbirliği,21,1999,16,3,563,6.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
102,Andrea Bertolacci,it ITA,MF,Fatih Karagümrük,29,1991,22,19,1611,17.9,2,3,5,2,0,0,5,0,0.11,0.17,0.28,0.11,0.28,Matches
103,Lucas Biglia,ar ARG,MF,Fatih Karagümrük,34,1986,35,34,2891,32.1,3,2,5,1,2,2,7,0,0.09,0.06,0.16,0.03,0.09,Matches
104,Jean-Claude Billong,cm CMR,DF,Hatayspor,26,1993,26,23,2009,22.3,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
105,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,27,1993,26,10,1053,11.7,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,Matches
106,Efe Binici,,MF,Göztepe,19,2001,4,0,24,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Mame Biram Diouf,sn SEN,FW,Hatayspor,32,1987,38,38,3184,35.4,19,5,24,14,5,5,4,0,0.54,0.14,0.68,0.40,0.54,Matches
108,Eray Birniçan,tr TUR,GK,Konyaspor,32,1988,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Kristijan Bistrović,hr CRO,MF,Kasımpaşa,22,1998,20,16,1446,16.1,0,4,4,0,0,0,5,0,0.00,0.25,0.25,0.00,0.25,Matches
110,André Biyogo Poko,ga GAB,MF,Göztepe,27,1993,2,1,62,0.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Ruud Boffin,be BEL,GK,Antalyaspor,32,1987,35,35,3149,35.0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
112,Fernando Boldrin,br BRA,"MF,FW",Rizespor,31,1989,24,22,1911,21.2,6,2,8,5,1,2,7,1,0.28,0.09,0.38,0.24,0.33,Matches
113,Jonathan Bolingi,cd COD,"FW,MF",Ankaragücü,26,1994,14,12,1083,12.0,1,0,1,1,0,0,5,1,0.08,0.00,0.08,0.08,0.08,Matches
114,Boli Bolingoli-Mbombo,be BEL,DF,Başakşehir,25,1995,12,10,823,9.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Fabio Borini,it ITA,"MF,FW",Fatih Karagümrük,29,1991,20,19,1676,18.6,9,1,10,7,2,2,3,0,0.48,0.05,0.54,0.38,0.43,Matches
116,Petrus Boumal,cm CMR,MF,Erzurum BB,27,1993,31,25,2098,23.3,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
117,Aaron Boupendza,ga GAB,MF,Hatayspor,23,1996,36,25,2500,27.8,22,1,23,20,2,2,7,0,0.79,0.04,0.83,0.72,0.76,Matches
118,Tyler Boyd,us USA,MF,Sivasspor,25,1994,14,8,726,8.1,5,0,5,5,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches
119,Tyler Boyd,us USA,MF,Beşiktaş,25,1994,4,4,315,3.5,1,0,1,1,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
120,Tomáš Břečka,cz CZE,DF,Kasımpaşa,26,1994,29,28,2530,28.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Onur Bulut,tr TUR,"DF,MF",Rizespor,26,1994,18,9,927,10.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Umut Bulut,tr TUR,"FW,MF",Yeni Mal'spor,37,1983,31,20,1762,19.6,2,1,3,2,0,0,2,0,0.10,0.05,0.15,0.10,0.15,Matches
123,Mustafa Burak Bozan,,GK,Gaziantep FK,19,2000,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Dženan Bureković,ba BIH,DF,Göztepe,25,1995,20,8,915,10.2,0,2,2,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
125,Bohdan Butko,ua UKR,DF,Erzurum BB,29,1991,10,7,708,7.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Adem Büyük,tr TUR,"MF,FW",Yeni Mal'spor,32,1987,34,34,2882,32.0,17,3,20,8,9,10,10,0,0.53,0.09,0.62,0.25,0.34,Matches
127,Zymer Bytyqi,no NOR,"MF,FW",Konyaspor,23,1996,19,9,1010,11.2,2,5,7,2,0,0,0,0,0.18,0.45,0.62,0.18,0.62,Matches
128,Torgeir Børven,no NOR,"FW,MF",Ankaragücü,28,1991,29,18,1580,17.6,10,1,11,9,1,1,1,0,0.57,0.06,0.63,0.51,0.57,Matches
129,Musa Çağıran,tr TUR,MF,Konyaspor,27,1992,16,3,451,5.0,1,0,1,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
130,Rahman Çağıran,tr TUR,MF,Erzurum BB,25,1995,12,2,323,3.6,1,1,2,1,0,0,0,0,0.28,0.28,0.56,0.28,0.56,Matches
131,Oğulcan Çağlayan,tr TUR,"MF,FW",Galatasaray,24,1996,18,10,842,9.4,4,1,5,4,0,0,1,0,0.43,0.11,0.53,0.43,0.53,Matches
132,Júnior Caiçara,br BRA,DF,Başakşehir,31,1989,8,5,508,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Uğurcan Çakır,tr TUR,GK,Trabzonspor,24,1996,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Samba Camara,ml MLI,DF,Sivasspor,27,1992,28,23,2098,23.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Burak Çamoğlu,tr TUR,DF,Hatayspor,23,1996,17,7,640,7.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Gustavo Campanharo,br BRA,MF,Kayserispor,28,1992,24,22,1962,21.8,1,2,3,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,Matches
137,Gastón Campi,ar ARG,DF,Fatih Karagümrük,29,1991,15,14,1301,14.5,0,1,1,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,Matches
138,Gastón Campi,ar ARG,DF,Trabzonspor,29,1991,3,2,244,2.7,1,1,2,1,0,0,0,0,0.37,0.37,0.74,0.37,0.74,Matches
139,Mücahit Can Akçay,tr TUR,FW,Ankaragücü,22,1998,2,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,İrfan Can Eğribayat,tr TUR,GK,Göztepe,22,1998,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Faruk Can Genç,,DF,Trabzonspor,20,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Görkem Can,tr TUR,DF,Denizlispor,20,2000,3,1,127,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Ahmet Canbaz,tr TUR,MF,Trabzonspor,22,1998,4,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Daniel Candeias,pt POR,MF,Gençlerbirliği,32,1988,35,35,3022,33.6,4,7,11,4,0,0,7,0,0.12,0.21,0.33,0.12,0.33,Matches
145,Atakan Çankaya,tr TUR,"DF,MF",Ankaragücü,22,1998,24,20,1686,18.7,1,0,1,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches
146,Abdurrahman Canlı,,MF,Hatayspor,23,1997,12,1,193,2.1,1,0,1,1,0,0,2,0,0.47,0.00,0.47,0.47,0.47,Matches
147,Erdem Canpolat,de GER,GK,Kasımpaşa,19,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Oğuzhan Çapar,,DF,Kayserispor,23,1996,3,2,191,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
149,José Carlos Marafona,pt POR,GK,Alanyaspor,33,1987,37,37,3330,37.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Lucas Castro,ar ARG,MF,Fatih Karagümrük,31,1989,16,12,1005,11.2,3,3,6,3,0,0,3,0,0.27,0.27,0.54,0.27,0.54,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Steven Caulker,sl SLE,DF,Alanyaspor,28,1991,32,32,2879,32.0,3,1,4,3,0,0,5,0,0.09,0.03,0.13,0.09,0.13,Matches
152,Mesut Çaytemel,tr TUR,DF,Hatayspor,36,1984,23,18,1671,18.6,0,3,3,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
153,Mustafa Çeçenoğlu,,DF,Gençlerbirliği,26,1994,6,1,206,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Özgür Çek,tr TUR,DF,Denizlispor,29,1991,7,1,112,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Endri Çekiçi,al ALB,MF,Ankaragücü,23,1996,31,26,2138,23.8,2,1,3,2,0,1,6,1,0.08,0.04,0.13,0.08,0.13,Matches
