rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,1_3,cpa,mis,dis,rec,matches
400,Nawaf Al Qamiri,sa KSA,DF,Al-Ta'ee,22,2001,4.2,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
401,Mohammed Al-Qarni,sa KSA,MF,Al-Wehda,33,1989,0.3,,,,,,,,,,,,,,,,,,,,,Matches
402,Hussain Qassem,sa KSA,DF,Al-Ta'ee,25,1997,10.9,,,,,,,,,,,,,,,,,,,,,Matches
403,Mohammed Qassem,sa KSA,DF,Al-Nassr,28,1995,2.0,,,,,,,,,,,,,,,,,,,,,Matches
404,Robin Quaison,se SWE,FW,Al-Ettifaq,29,1993,15.6,,,,,,,,,,,,,,,,,,,,,Matches
405,Saleh Al-Qumaizi,sa KSA,DF,Abha,31,1991,21.3,,,,,,,,,,,,,,,,,,,,,Matches
406,Mohammed Al Qunayan,sa KSA,MF,Al-Ta'ee,24,1999,1.1,,,,,,,,,,,,,,,,,,,,,Matches
407,Abdullah Radif,sa KSA,FW,Al-Shabab,20,2003,8.1,,,,,,,,,,,,,,,,,,,,,Matches
408,Abdullah Radif,sa KSA,FW,Al-Hilal,20,2003,0.3,,,,,,,,,,,,,,,,,,,,,Matches
409,Mobarak Al Rajeh,sa KSA,DF,Al-Raed,19,2003,7.2,,,,,,,,,,,,,,,,,,,,,Matches
410,Ivan Rakitić,hr CRO,MF,Al-Shabab,35,1988,6.5,,,,,,,,,,,,,,,,,,,,,Matches
411,Fahad Al Rashidi,sa KSA,"MF,FW",Al-Ahli,26,1997,5.2,,,,,,,,,,,,,,,,,,,,,Matches
412,Fahad Al-Rashidi,sa KSA,MF,Al-Riyadh SC,32,1991,13.4,,,,,,,,,,,,,,,,,,,,,Matches
413,Noor Al Rashidi,sa KSA,DF,Damac,28,1995,10.6,,,,,,,,,,,,,,,,,,,,,Matches
414,Pedro Rebocho,pt POR,DF,Al-Khaleej,28,1995,33.2,,,,,,,,,,,,,,,,,,,,,Matches
415,Ahmed Al-Rehaili,sa KSA,GK,Al-Raed,28,1994,5.0,,,,,,,,,,,,,,,,,,,,,Matches
416,Nawaf Al Reshoodi,sa KSA,FW,Al-Taawoun,22,2000,0.0,,,,,,,,,,,,,,,,,,,,,Matches
417,Ricardo,br BRA,MF,Al-Fayha,29,1994,10.1,,,,,,,,,,,,,,,,,,,,,Matches
418,Paulo Ricardo,br BRA,DF,Al-Hazem,29,1994,25.2,,,,,,,,,,,,,,,,,,,,,Matches
419,Jacob Rinne,se SWE,GK,Al-Fateh,30,1993,33.0,,,,,,,,,,,,,,,,,,,,,Matches
420,Abdulrahman Al-Rio,sa KSA,DF,Al Okhdood SC,29,1994,1.1,,,,,,,,,,,,,,,,,,,,,Matches
421,Enzo Roco,cl CHI,DF,Al-Ta'ee,30,1992,29.2,,,,,,,,,,,,,,,,,,,,,Matches
422,Ivo Rodrigues,pt POR,MF,Al-Khaleej,28,1995,29.1,,,,,,,,,,,,,,,,,,,,,Matches
423,Romarinho,br BRA,"MF,FW",Al-Ittihad,32,1990,24.0,,,,,,,,,,,,,,,,,,,,,Matches
424,Cristiano Ronaldo,pt POR,FW,Al-Nassr,38,1985,29.4,,,,,,,,,,,,,,,,,,,,,Matches
425,Saeed Al Rubaie,sa KSA,DF,Al Okhdood SC,29,1994,24.9,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
426,Víctor Ruiz,es ESP,MF,Al-Fayha,29,1993,2.7,,,,,,,,,,,,,,,,,,,,,Matches
427,Sattam Al Ruqi,sa KSA,"MF,FW",Al-Taawoun,21,2002,3.6,,,,,,,,,,,,,,,,,,,,,Matches
428,Omar Al Ruwaili,sa KSA,FW,Abha,27,1996,0.8,,,,,,,,,,,,,,,,,,,,,Matches
429,Omar Al Ruwaili,sa KSA,FW,Al-Hazem,27,1996,0.5,,,,,,,,,,,,,,,,,,,,,Matches
430,Muhanad Al Saad,sa KSA,FW,Al-Ettifaq,,,0.1,,,,,,,,,,,,,,,,,,,,,Matches
431,Marwane Saâdane,ma MAR,"DF,MF",Al-Fateh,31,1992,26.4,,,,,,,,,,,,,,,,,,,,,Matches
432,Nawaf Al Saadi,sa KSA,"FW,MF",Al-Shabab,21,2001,5.3,,,,,,,,,,,,,,,,,,,,,Matches
433,Nawaf Al Saadi,sa KSA,MF,Abha,21,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
434,Abdelhamid Sabiri,ma MAR,"MF,FW",Al-Fayha,26,1996,17.2,,,,,,,,,,,,,,,,,,,,,Matches
435,Mohammed Al-Saeed,sa KSA,MF,Al-Fateh,26,1996,3.3,,,,,,,,,,,,,,,,,,,,,Matches
436,Saleh Al Saeed,sa KSA,MF,Al-Riyadh SC,18,2004,0.0,,,,,,,,,,,,,,,,,,,,,Matches
437,Abdulrahman Al Safari,sa KSA,"MF,DF",Al-Fayha,30,1993,20.7,,,,,,,,,,,,,,,,,,,,,Matches
438,Marwan Al Sahafi,sa KSA,"MF,FW",Al-Ittihad,19,2004,12.2,,,,,,,,,,,,,,,,,,,,,Matches
439,Ziyad Al-Sahafi,sa KSA,"DF,MF",Abha,28,1994,17.3,,,,,,,,,,,,,,,,,,,,,Matches
440,Nawaf Al Sahli,sa KSA,FW,Al-Raed,20,2003,0.0,,,,,,,,,,,,,,,,,,,,,Matches
441,Allan Saint-Maximin,fr FRA,MF,Al-Ahli,26,1997,25.8,,,,,,,,,,,,,,,,,,,,,Matches
442,Romain Saïss,ma MAR,DF,Al-Shabab,33,1990,24.5,,,,,,,,,,,,,,,,,,,,,Matches
443,Fashion Sakala,zm ZAM,"FW,MF",Al-Fayha,26,1997,29.9,,,,,,,,,,,,,,,,,,,,,Matches
444,Sharafi Al Saleem,sa KSA,MF,Al Okhdood SC,23,1999,2.1,,,,,,,,,,,,,,,,,,,,,Matches
445,Makhir Saleh,sa KSA,DF,Al-Fayha,24,1999,24.6,,,,,,,,,,,,,,,,,,,,,Matches
446,Mohammed Saleh,sa KSA,"MF,FW",Al-Riyadh SC,23,2000,8.0,,,,,,,,,,,,,,,,,,,,,Matches
447,Abdulla Al Salem,sa KSA,FW,Al-Khaleej,30,1992,11.4,,,,,,,,,,,,,,,,,,,,,Matches
448,Saud Salem,sa KSA,MF,Al Okhdood SC,17,2005,0.2,,,,,,,,,,,,,,,,,,,,,Matches
449,Azzam Al Salman,,MF,Al-Hazem,,,2.1,,,,,,,,,,,,,,,,,,,,,Matches
450,Awn Al Saluli,sa KSA,DF,Al-Taawoun,24,1998,20.7,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
451,Zakaria Sami,sa KSA,"MF,DF",Abha,31,1992,19.7,,,,,,,,,,,,,,,,,,,,,Matches
452,Abdulrahman Al Sanbi,sa KSA,GK,Al-Ahli,22,2001,1.0,,,,,,,,,,,,,,,,,,,,,Matches
453,Iago Santos,br BRA,DF,Al-Shabab,31,1992,29.8,,,,,,,,,,,,,,,,,,,,,Matches
454,João Pedro Pereira dos Santos,br BRA,FW,Al-Taawoun,30,1993,23.6,,,,,,,,,,,,,,,,,,,,,Matches
455,Ramzi Sawlan,sa KSA,"DF,FW",Damac,25,1998,8.3,,,,,,,,,,,,,,,,,,,,,Matches
456,Amir Sayoud,dz ALG,"FW,MF",Al-Raed,32,1990,23.6,,,,,,,,,,,,,,,,,,,,,Matches
457,Basil Al Sayyali,sa KSA,MF,Al-Hazem,22,2001,9.1,,,,,,,,,,,,,,,,,,,,,Matches
458,Emilio Schiano,sa KSA,"MF,FW",Damac,19,2004,3.0,,,,,,,,,,,,,,,,,,,,,Matches
459,Ibrahim Šehić,ba BIH,GK,Al-Khaleej,34,1988,26.7,,,,,,,,,,,,,,,,,,,,,Matches
460,Faïz Selemani,km COM,"FW,MF",Al-Hazem,29,1993,23.6,,,,,,,,,,,,,,,,,,,,,Matches
461,Saad Al-Selouli,sa KSA,"MF,FW",Abha,25,1998,5.5,,,,,,,,,,,,,,,,,,,,,Matches
462,Alfa Semedo,gw GNB,MF,Al-Ta'ee,25,1997,31.4,,,,,,,,,,,,,,,,,,,,,Matches
463,Kim Seung-gyu,kr KOR,GK,Al-Shabab,32,1990,19.0,,,,,,,,,,,,,,,,,,,,,Matches
464,Musleh Al Shaekh,sa KSA,"MF,FW",Al Okhdood SC,27,1996,5.0,,,,,,,,,,,,,,,,,,,,,Matches
465,Abdullah Al Shaflut,sa KSA,DF,Al-Raed,21,2002,0.0,,,,,,,,,,,,,,,,,,,,,Matches
466,Abdulaziz Al Shahrani,sa KSA,FW,Damac,28,1994,12.1,,,,,,,,,,,,,,,,,,,,,Matches
467,Yasser Al-Shahrani,sa KSA,DF,Al-Hilal,31,1992,16.0,,,,,,,,,,,,,,,,,,,,,Matches
468,Abdulelah Al Shamary,sa KSA,FW,Al-Shabab,31,1992,0.6,,,,,,,,,,,,,,,,,,,,,Matches
469,Omar Shami,,MF,Al-Raed,,,1.2,,,,,,,,,,,,,,,,,,,,,Matches
470,Abdullah Al Shammari,sa KSA,"MF,DF",Abha,24,1999,10.8,,,,,,,,,,,,,,,,,,,,,Matches
471,Abdulrahman Al Shammari,,GK,Al-Riyadh SC,,,1.2,,,,,,,,,,,,,,,,,,,,,Matches
472,Mansour Al Shammari,sa KSA,DF,Al-Hazem,22,2000,1.3,,,,,,,,,,,,,,,,,,,,,Matches
473,Yousef Al Shammari,sa KSA,"FW,MF",Al-Hazem,25,1997,10.9,,,,,,,,,,,,,,,,,,,,,Matches
474,Abdulmalek Al-Shammeri,sa KSA,"MF,DF",Al-Taawoun,27,1995,1.8,,,,,,,,,,,,,,,,,,,,,Matches
475,Farhah Al Shamrani,sa KSA,MF,Al-Ittihad,17,2006,6.2,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
476,Hamdan Al-Shamrani,sa KSA,"DF,MF",Al-Ettifaq,26,1996,17.3,,,,,,,,,,,,,,,,,,,,,Matches
477,Hassan Al Shamrani,sa KSA,DF,Damac,30,1992,2.1,,,,,,,,,,,,,,,,,,,,,Matches
478,Abdullah Al Shanqiti,sa KSA,DF,Al-Khaleej,24,1998,3.3,,,,,,,,,,,,,,,,,,,,,Matches
479,Ahmed Sharahili,sa KSA,DF,Al-Ittihad,29,1994,6.8,,,,,,,,,,,,,,,,,,,,,Matches
480,Riyadh Sharahili,sa KSA,MF,Al-Shabab,30,1993,2.9,,,,,,,,,,,,,,,,,,,,,Matches
481,Nader Al-Sharari,sa KSA,DF,Al-Shabab,27,1996,22.5,,,,,,,,,,,,,,,,,,,,,Matches
482,Saleh Al-Shehri,sa KSA,FW,Al-Hilal,29,1993,4.9,,,,,,,,,,,,,,,,,,,,,Matches
483,Yahya Al-Shehri,sa KSA,"MF,FW",Al-Riyadh SC,33,1990,16.8,,,,,,,,,,,,,,,,,,,,,Matches
484,Muhannad Shenqeeti,sa KSA,"DF,MF",Al-Ittihad,24,1999,15.8,,,,,,,,,,,,,,,,,,,,,Matches
485,Mohamed Sherif,eg EGY,FW,Al-Khaleej,27,1996,25.9,,,,,,,,,,,,,,,,,,,,,Matches
486,Ibrahim Al-Shoeil,sa KSA,DF,Al-Taawoun,28,1994,5.9,,,,,,,,,,,,,,,,,,,,,Matches
487,Saad Al Shurafa,sa KSA,FW,Al-Fateh,18,2004,5.1,,,,,,,,,,,,,,,,,,,,,Matches
488,Hussein Al Shuwaysh,sa KSA,DF,Al-Fayha,34,1988,25.3,,,,,,,,,,,,,,,,,,,,,Matches
489,Mohammed Al Shwirekh,sa KSA,DF,Al-Riyadh SC,24,1998,21.6,,,,,,,,,,,,,,,,,,,,,Matches
490,Hussain Al Sibyani,sa KSA,"DF,MF",Al-Shabab,22,2001,10.9,,,,,,,,,,,,,,,,,,,,,Matches
491,Hassan Al Slis,sa KSA,FW,Al-Fateh,23,2000,0.0,,,,,,,,,,,,,,,,,,,,,Matches
492,Fawaz Al-Sqoor,sa KSA,DF,Al-Shabab,27,1996,14.8,,,,,,,,,,,,,,,,,,,,,Matches
493,Fawaz Al-Sqoor,sa KSA,DF,Al-Ittihad,27,1996,11.9,,,,,,,,,,,,,,,,,,,,,Matches
494,Nicolae Stanciu,ro ROU,MF,Damac,30,1993,25.7,,,,,,,,,,,,,,,,,,,,,Matches
495,Vladimir Stojković,rs SRB,GK,Al-Fayha,40,1983,28.2,,,,,,,,,,,,,,,,,,,,,Matches
496,Khalid Al Subaie,sa KSA,"MF,DF",Al-Raed,23,1999,27.8,,,,,,,,,,,,,,,,,,,,,Matches
497,Mohammed Suhluli,sa KSA,MF,Al-Nassr,18,2004,0.0,,,,,,,,,,,,,,,,,,,,,Matches
498,Abdulmajeed Al-Sulayhem,sa KSA,MF,Al-Nassr,29,1994,4.2,,,,,,,,,,,,,,,,,,,,,Matches
499,Abdulkarim Sultan,sa KSA,DF,Al-Ta'ee,23,2000,1.3,,,,,,,,,,,,,,,,,,,,,Matches
500,Khaled Al-Sumairi,sa KSA,MF,Al-Khaleej,26,1997,5.3,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
501,Yahya Sunbul,sa KSA,MF,Al-Raed,25,1998,9.8,,,,,,,,,,,,,,,,,,,,,Matches
502,Talisca,br BRA,"MF,FW",Al-Nassr,29,1994,15.9,,,,,,,,,,,,,,,,,,,,,Matches
503,Hassan Al Tambakti,sa KSA,DF,Al-Shabab,24,1999,0.2,,,,,,,,,,,,,,,,,,,,,Matches
504,Hassan Al Tambakti,sa KSA,DF,Al-Hilal,24,1999,5.9,,,,,,,,,,,,,,,,,,,,,Matches
505,Florin Tănase,ro ROU,"MF,FW",Al Okhdood SC,28,1994,21.9,,,,,,,,,,,,,,,,,,,,,Matches
506,Sultan Tanker,sa KSA,DF,Al-Hazem,24,1998,0.4,,,,,,,,,,,,,,,,,,,,,Matches
507,Ciprian Tătărușanu,ro ROU,GK,Abha,37,1986,33.0,,,,,,,,,,,,,,,,,,,,,Matches
508,Júlio Tavares,cv CPV,FW,Al-Raed,34,1988,20.5,,,,,,,,,,,,,,,,,,,,,Matches
509,Léandre Tawamba,cm CMR,FW,Al Okhdood SC,33,1989,27.8,,,,,,,,,,,,,,,,,,,,,Matches
510,Léandre Tawamba,cm CMR,FW,Al-Taawoun,33,1989,3.9,,,,,,,,,,,,,,,,,,,,,Matches
511,Alex Telles,br BRA,DF,Al-Nassr,30,1992,24.1,,,,,,,,,,,,,,,,,,,,,Matches
512,Cristian Tello,es ESP,"MF,FW",Al-Fateh,31,1991,27.2,,,,,,,,,,,,,,,,,,,,,Matches
513,Fawaz Al Terais,sa KSA,FW,Al-Khaleej,23,2000,4.6,,,,,,,,,,,,,,,,,,,,,Matches
514,Mohammed Al-Thain,sa KSA,"FW,MF",Al-Hazem,26,1997,23.1,,,,,,,,,,,,,,,,,,,,,Matches
515,Marcel Tisserand,cd COD,DF,Al-Ettifaq,30,1993,14.5,,,,,,,,,,,,,,,,,,,,,Matches
516,Marcel Tisserand,cd COD,DF,Abha,30,1993,10.3,,,,,,,,,,,,,,,,,,,,,Matches
517,Salem Al Toiawy,sa KSA,"DF,MF",Al-Ta'ee,22,2001,8.1,,,,,,,,,,,,,,,,,,,,,Matches
518,Karl Toko Ekambi,cm CMR,FW,Al-Ettifaq,30,1992,14.8,,,,,,,,,,,,,,,,,,,,,Matches
519,Karl Toko Ekambi,cm CMR,FW,Abha,30,1992,12.8,,,,,,,,,,,,,,,,,,,,,Matches
520,Alin Toșca,ro ROU,DF,Al-Riyadh SC,31,1992,9.8,,,,,,,,,,,,,,,,,,,,,Matches
521,Birama Touré,ml MLI,MF,Al-Riyadh SC,31,1992,32.1,,,,,,,,,,,,,,,,,,,,,Matches
522,Tozé,pt POR,"MF,FW",Al-Hazem,30,1993,33.4,,,,,,,,,,,,,,,,,,,,,Matches
523,Ben Traoré,ci CIV,MF,Al-Hazem,23,1999,8.7,,,,,,,,,,,,,,,,,,,,,Matches
524,Hamad Al Tuhayfan,sa KSA,"MF,DF",Al-Shabab,24,1999,22.0,,,,,,,,,,,,,,,,,,,,,Matches
525,Rakan Al Tulayhi,sa KSA,MF,Al-Taawoun,20,2002,0.0,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
526,Sattam Al Tumbukti,sa KSA,MF,Al-Wehda,21,2001,0.2,,,,,,,,,,,,,,,,,,,,,Matches
527,Gabriel Veiga,es ESP,MF,Al-Ahli,21,2002,14.0,,,,,,,,,,,,,,,,,,,,,Matches
528,Bruno Viana,br BRA,DF,Al-Hazem,28,1995,26.5,,,,,,,,,,,,,,,,,,,,,Matches
529,Paulo Victor Vidotti,br BRA,GK,Al-Ettifaq,36,1987,34.0,,,,,,,,,,,,,,,,,,,,,Matches
530,Vinícius,br BRA,"MF,FW",Al-Hazem,32,1991,16.1,,,,,,,,,,,,,,,,,,,,,Matches
531,Vitinho,br BRA,FW,Al-Ettifaq,29,1993,2.4,,,,,,,,,,,,,,,,,,,,,Matches
532,Vitinho,br BRA,"FW,MF",Al-Shabab,29,1993,4.3,,,,,,,,,,,,,,,,,,,,,Matches
533,Saleh Waheeb,sa KSA,MF,Al-Taawoun,20,2002,0.1,,,,,,,,,,,,,,,,,,,,,Matches
534,Bander Whaeshi,sa KSA,DF,Al-Raed,21,2002,8.8,,,,,,,,,,,,,,,,,,,,,Matches
535,Georginio Wijnaldum,nl NED,"MF,FW",Al-Ettifaq,32,1990,28.6,,,,,,,,,,,,,,,,,,,,,Matches
536,Jung Woo-young,kr KOR,MF,Al-Khaleej,33,1989,29.4,,,,,,,,,,,,,,,,,,,,,Matches
537,Aiman Yahya,sa KSA,"MF,DF",Al-Nassr,22,2001,8.9,,,,,,,,,,,,,,,,,,,,,Matches
538,Abdulrahman Al Yami,sa KSA,FW,Al-Riyadh SC,26,1997,0.6,,,,,,,,,,,,,,,,,,,,,Matches
539,Jawad El Yamiq,ma MAR,DF,Al-Wehda,31,1992,21.1,,,,,,,,,,,,,,,,,,,,,Matches
540,Saad Yaslam,sa KSA,DF,Al-Taawoun,23,2000,0.3,,,,,,,,,,,,,,,,,,,,,Matches
541,Saad Yaslam,sa KSA,DF,Al-Ahli,23,2000,15.8,,,,,,,,,,,,,,,,,,,,,Matches
542,Abdullah Al Yousif,sa KSA,DF,Al-Fateh,25,1997,3.9,,,,,,,,,,,,,,,,,,,,,Matches
543,Abdullah Al Yousif,sa KSA,DF,Al-Raed,25,1997,7.7,,,,,,,,,,,,,,,,,,,,,Matches
544,Hussian Al Zabdani,sa KSA,"DF,MF",Al Okhdood SC,28,1995,25.4,,,,,,,,,,,,,,,,,,,,,Matches
545,Ibrahim Zaied,sa KSA,GK,Al-Hazem,33,1990,10.0,,,,,,,,,,,,,,,,,,,,,Matches
546,Ahmed Al-Zain,sa KSA,"MF,FW",Damac,32,1991,19.9,,,,,,,,,,,,,,,,,,,,,Matches
547,Ali Al Zaqan,sa KSA,"MF,FW",Al-Riyadh SC,32,1991,5.1,,,,,,,,,,,,,,,,,,,,,Matches
548,Moustapha Zeghba,dz ALG,GK,Damac,32,1990,20.2,,,,,,,,,,,,,,,,,,,,,Matches
549,Lucas Zelarayán,am ARM,"MF,FW",Al-Fateh,31,1992,29.6,,,,,,,,,,,,,,,,,,,,,Matches
550,Ali Al-Zubaidi,sa KSA,DF,Al-Fateh,30,1993,9.1,,,,,,,,,,,,,,,,,,,,,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,1/3,CPA,Mis,Dis,Rec,Matches
551,Ibrahim Al-Zubaidi,sa KSA,DF,Abha,34,1989,13.7,,,,,,,,,,,,,,,,,,,,,Matches
552,Ibrahim Al-Zubaidi,sa KSA,DF,Al-Ahli,34,1989,0.5,,,,,,,,,,,,,,,,,,,,,Matches
553,Yaseen Al Zubaidi,sa KSA,"MF,FW",Al Okhdood SC,20,2003,6.1,,,,,,,,,,,,,,,,,,,,,Matches
554,Luka Đorđević,me MNE,FW,Abha,29,1994,3.2,,,,,,,,,,,,,,,,,,,,,Matches
