rk,player,nation,pos,squad,age,born,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,matches
22,Mishal Al Alaeli,sa KSA,DF,Al-Ettifaq,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
23,Hassan Al Ali,sa KSA,"FW,MF",Abha,21,2002,21,14,1281,14.2,3,2,5,3,0,0,5,0,0.21,0.14,0.35,0.21,0.35,Matches
24,Hassan Al Ali,sa KSA,FW,Al-Ahli,21,2002,4,0,19,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
25,Mukhtar Ali,sa KSA,DF,Al-Nassr,25,1997,3,1,109,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Mukhtar Ali,sa KSA,MF,Al-Fateh,25,1997,27,26,2303,25.6,0,3,3,0,0,0,5,1,0.00,0.12,0.12,0.00,0.12,Matches
27,Ezgjan Alioski,mk MKD,DF,Al-Ahli,31,1992,4,4,359,4.0,0,1,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,Matches
28,Awad Aman,sa KSA,DF,Al-Nassr,18,2005,2,0,43,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
29,Abdullah Al-Ammar,sa KSA,DF,Al-Ahli,29,1994,18,13,1046,11.6,1,0,1,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,Matches
30,Abdullah Al-Ammar,sa KSA,"DF,MF",Damac,29,1994,5,5,450,5.0,2,0,2,2,0,0,2,0,0.40,0.00,0.40,0.40,0.40,Matches
31,Turki Al Ammar,sa KSA,FW,Al-Shabab,23,1999,3,3,240,2.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
32,Abdulelah Al-Amri,sa KSA,DF,Al-Nassr,26,1997,18,13,1151,12.8,2,0,2,2,0,0,5,0,0.16,0.00,0.16,0.16,0.16,Matches
33,Hassan Al-Amri,sa KSA,MF,Al-Taawoun,29,1994,1,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Hassan Al-Amri,sa KSA,MF,Al-Ta'ee,29,1994,4,1,129,1.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Saleh Al-Amri,sa KSA,"MF,FW",Al-Ittihad,29,1993,29,9,953,10.6,3,2,5,3,0,0,3,0,0.28,0.19,0.47,0.28,0.47,Matches
36,Rakan Al Anaze,sa KSA,"MF,FW",Al-Ta'ee,25,1998,23,16,1333,14.8,2,1,3,2,0,0,5,0,0.14,0.07,0.20,0.14,0.20,Matches
37,Dhari Al Anazi,sa KSA,DF,Damac,23,2000,30,25,2221,24.7,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
38,Paulo Vítor Fagundes dos Anjos,br BRA,GK,Al Okhdood SC,34,1988,31,31,2789,31.0,0,1,1,0,0,0,3,1,0.00,0.03,0.03,0.00,0.03,Matches
39,Domagoj Antolić,hr CRO,MF,Damac,33,1990,30,30,2619,29.1,3,1,4,3,0,0,5,0,0.10,0.03,0.14,0.10,0.14,Matches
40,Abdulrahman Al Anzi,sa KSA,MF,Al-Fayha,,,4,0,46,0.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
41,Mohammed Al Aqeel,sa KSA,MF,Al-Riyadh SC,26,1997,9,0,85,0.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
42,Nawaf Al Aqidi,sa KSA,GK,Al-Nassr,23,2000,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
43,Dino Arslanagic,be BEL,DF,Al-Riyadh SC,30,1993,24,19,1735,19.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
44,Abdulfattah Asiri,sa KSA,"FW,MF",Al-Ta'ee,29,1994,16,8,619,6.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
45,Jaber Asiri,sa KSA,FW,Al-Wehda,25,1997,6,1,124,1.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Khalid Al Asiri,sa KSA,DF,Al-Shabab,18,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
47,Naif Asiri,sa KSA,DF,Al Okhdood SC,22,2001,3,2,233,2.6,0,1,1,0,0,0,2,0,0.00,0.39,0.39,0.00,0.39,Matches
48,Sulaiman Asiri,sa KSA,FW,Abha,22,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Ali Al Asmari,sa KSA,MF,Al-Ahli,26,1997,13,3,460,5.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Ahmed Assiri,sa KSA,DF,Al-Riyadh SC,31,1991,22,21,1746,19.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Abdulquddus Atiah,sa KSA,GK,Al-Wehda,26,1997,7,7,630,7.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
52,Abdulaziz Al Awardi,sa KSA,GK,Al Okhdood SC,21,2002,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Abdulmalek Al Ayiri,sa KSA,DF,Al-Taawoun,19,2003,24,23,1892,21.0,2,0,2,2,0,0,7,0,0.10,0.00,0.10,0.10,0.10,Matches
54,Nawaf Al-Azizi,sa KSA,FW,Al-Wehda,23,1999,5,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
55,Farhan Al Azmi,sa KSA,DF,Al-Hazem,29,1994,13,7,667,7.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Saeed Ba Atiyah,,"DF,MF",Al-Fateh,,,29,26,2074,23.0,0,2,2,0,0,0,8,1,0.00,0.09,0.09,0.00,0.09,Matches
57,Muhammed Badamosi,gm GAM,FW,Al-Hazem,24,1998,30,23,2074,23.0,4,1,5,4,0,0,3,0,0.17,0.04,0.22,0.17,0.22,Matches
58,Muataz Al Bagawi,sa KSA,GK,Al-Ta'ee,25,1998,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Hattan Bahebri,sa KSA,"FW,MF",Al-Shabab,31,1992,20,14,1106,12.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Ahmed Bahusayn,sa KSA,"FW,MF",Al-Taawoun,22,2001,27,11,1066,11.8,1,2,3,1,0,0,2,0,0.08,0.17,0.25,0.08,0.25,Matches
61,Jamal Bajandouh,sa KSA,MF,Al-Ta'ee,30,1992,12,4,430,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Mohammed Bakr,sa KSA,DF,Al-Taawoun,21,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Yazeid Al Bakr,sa KSA,DF,Al-Hazem,27,1995,15,12,974,10.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Waleed Bakshween,sa KSA,"MF,DF",Al-Wehda,33,1989,30,24,1997,22.2,0,3,3,0,0,0,6,1,0.00,0.14,0.14,0.00,0.14,Matches
65,Ahmed Bamasud,sa KSA,"DF,MF",Al-Ittihad,27,1995,15,12,1000,11.1,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches
66,Éver Banega,ar ARG,MF,Al-Shabab,35,1988,16,16,1324,14.7,2,1,3,1,1,2,2,2,0.14,0.07,0.20,0.07,0.14,Matches
67,Mohammed Al Baqawi,sa KSA,"DF,MF",Al-Fayha,28,1995,31,29,2534,28.2,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
68,Musa Barrow,gm GAM,"FW,MF",Al-Taawoun,24,1998,21,18,1572,17.5,6,2,8,6,0,1,0,0,0.34,0.11,0.46,0.34,0.46,Matches
69,Mourad Batna,ma MAR,"MF,FW",Al-Fateh,33,1990,22,22,1869,20.8,8,8,16,7,1,1,3,0,0.39,0.39,0.77,0.34,0.72,Matches
70,Robert Bauer,de GER,"DF,MF",Al-Ta'ee,28,1995,33,33,2925,32.5,1,2,3,1,0,0,5,0,0.03,0.06,0.09,0.03,0.09,Matches
71,Abdelkader Bedrane,dz ALG,DF,Damac,31,1992,27,27,2370,26.3,1,1,2,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
72,Sofiane Bendebka,dz ALG,MF,Al-Fateh,30,1992,29,28,2353,26.1,4,6,10,3,1,1,3,0,0.15,0.23,0.38,0.11,0.34,Matches
73,Karim Benzema,fr FRA,FW,Al-Ittihad,35,1987,21,21,1736,19.3,9,7,16,7,2,4,1,0,0.47,0.36,0.83,0.36,0.73,Matches
74,Karim El Berkaoui,ma MAR,"FW,MF",Al-Raed,27,1995,30,26,2255,25.1,12,2,14,11,1,1,5,0,0.48,0.08,0.56,0.44,0.52,Matches
75,Mansor Al Beshe,sa KSA,MF,Al-Raed,23,2000,31,25,2277,25.3,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Saad Bguir,tn TUN,"FW,MF",Abha,29,1994,28,17,1737,19.3,3,3,6,2,1,2,2,0,0.16,0.16,0.31,0.10,0.26,Matches
77,Fahad bin Jumayah,sa KSA,"DF,MF",Abha,28,1995,26,24,1939,21.5,1,2,3,1,0,0,8,0,0.05,0.09,0.14,0.05,0.14,Matches
78,Khalid bin Shuwayyi,sa KSA,DF,Al-Riyadh SC,27,1996,29,23,1973,21.9,1,0,1,1,0,0,8,1,0.05,0.00,0.05,0.05,0.05,Matches
79,Saud bin Zaydan,sa KSA,MF,Al-Fayha,23,1999,24,10,971,10.8,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
80,Abdulaziz Al-Bishi,sa KSA,"MF,FW",Damac,29,1994,16,11,927,10.3,0,1,1,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches
81,Azzam Al Bishi,sa KSA,MF,Al-Wehda,21,2002,2,0,3,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
82,Abdulelah Bokhari,sa KSA,DF,Al-Wehda,29,1994,20,5,683,7.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Ryad Boudebouz,dz ALG,MF,Al-Ahli,33,1990,2,2,146,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Yassine Bounou,ma MAR,GK,Al-Hilal,32,1991,31,31,2781,30.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Nawaf Boushal,sa KSA,DF,Al-Nassr,23,1999,14,8,758,8.4,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
86,Victor Braga,br BRA,GK,Al-Ta'ee,31,1992,20,20,1800,20.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
87,Mohammed Al-Breik,sa KSA,DF,Al-Hilal,30,1992,28,11,1032,11.5,1,5,6,1,0,0,0,0,0.09,0.44,0.52,0.09,0.52,Matches
88,Marcelo Brozović,hr CRO,MF,Al-Nassr,30,1992,30,27,2497,27.7,4,8,12,4,0,0,4,0,0.14,0.29,0.43,0.14,0.43,Matches
89,Tawfiq Bu Haymid,sa KSA,"DF,MF",Al-Fateh,35,1987,21,16,1226,13.6,1,2,3,1,0,0,0,0,0.07,0.15,0.22,0.07,0.22,Matches
90,Ali Al-Bulaihi,sa KSA,DF,Al-Hilal,33,1989,32,31,2769,30.8,2,0,2,2,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches
91,Firas Al-Buraikan,sa KSA,FW,Al-Fateh,23,2000,5,5,422,4.7,4,1,5,3,1,1,0,0,0.85,0.21,1.07,0.64,0.85,Matches
92,Firas Al-Buraikan,sa KSA,FW,Al-Ahli,23,2000,27,23,2080,23.1,13,7,20,13,0,0,0,0,0.56,0.30,0.87,0.56,0.87,Matches
93,Andrei Burcă,ro ROU,DF,Al Okhdood SC,30,1993,28,28,2379,26.4,6,1,7,2,4,4,3,1,0.23,0.04,0.26,0.08,0.11,Matches
94,Haroune Camara,sa KSA,FW,Al-Ettifaq,25,1998,9,4,370,4.1,1,1,2,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,Matches
95,Haroune Camara,sa KSA,FW,Al-Ittihad,25,1998,8,2,222,2.5,0,1,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,Matches
96,Martín Campaña,uy URU,GK,Al-Riyadh SC,34,1989,33,33,2921,32.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Carlos,br BRA,"FW,MF",Al-Shabab,27,1995,24,14,1358,15.1,6,3,9,6,0,0,2,0,0.40,0.20,0.60,0.40,0.60,Matches
98,Yannick Carrasco,be BEL,"FW,MF",Al-Shabab,29,1993,24,23,2087,23.2,7,7,14,5,2,3,3,0,0.30,0.30,0.60,0.22,0.52,Matches
99,Assan Ceesay,gm GAM,FW,Damac,29,1994,19,12,1119,12.4,6,1,7,5,1,1,3,0,0.48,0.08,0.56,0.40,0.48,Matches
100,Farouk Chafaï,dz ALG,DF,Damac,33,1990,28,28,2499,27.8,5,0,5,5,0,0,2,1,0.18,0.00,0.18,0.18,0.18,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Gojko Cimirot,ba BIH,MF,Al-Fayha,30,1992,29,26,2167,24.1,0,5,5,0,0,0,7,0,0.00,0.21,0.21,0.00,0.21,Matches
102,Álex Collado,es ESP,"MF,FW",Al Okhdood SC,24,1999,33,31,2756,30.6,3,4,7,3,0,0,3,1,0.10,0.13,0.23,0.10,0.23,Matches
103,Andrei Cordea,ro ROU,"MF,FW",Al-Ta'ee,24,1999,29,25,2188,24.3,3,4,7,3,0,0,4,0,0.12,0.16,0.29,0.12,0.29,Matches
104,Igor Coronado,br BRA,"MF,FW",Al-Ittihad,30,1992,15,15,1204,13.4,5,7,12,5,0,0,2,0,0.37,0.52,0.90,0.37,0.90,Matches
105,Vito van Crooij,nl NED,"FW,MF",Al-Wehda,27,1996,23,13,1072,11.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Gustavo Cuellar,co COL,MF,Al-Shabab,30,1992,30,29,2572,28.6,0,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,Matches
107,Ammar Al-Daheem,sa KSA,DF,Al-Fateh,29,1993,8,5,419,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Aymen Dahmen,tn TUN,GK,Al-Hazem,26,1997,24,24,2160,24.0,0,1,1,0,0,0,1,0,0.00,0.04,0.04,0.00,0.04,Matches
109,Abdurahman Al Dakheel,sa KSA,DF,Al-Hazem,,,11,8,606,6.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Abdulkarim Darisi,sa KSA,FW,Al-Ahli,20,2003,7,0,107,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Khalifah Al Dawsari,sa KSA,DF,Al-Hilal,24,1999,4,0,10,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
112,Nasser Al-Dawsari,sa KSA,"DF,MF",Al-Hilal,24,1998,25,6,585,6.5,1,2,3,1,0,0,2,0,0.15,0.31,0.46,0.15,0.46,Matches
113,Salem Al-Dawsari,sa KSA,MF,Al-Hilal,31,1991,27,27,2282,25.4,14,4,18,12,2,3,0,0,0.55,0.16,0.71,0.47,0.63,Matches
114,Moussa Dembélé,fr FRA,FW,Al-Ettifaq,27,1996,25,24,1938,21.5,12,1,13,10,2,2,3,0,0.56,0.05,0.60,0.46,0.51,Matches
115,Merih Demiral,tr TUR,DF,Al-Ahli,25,1998,20,17,1591,17.7,1,1,2,1,0,0,4,1,0.06,0.06,0.11,0.06,0.11,Matches
116,Jason Denayer,be BEL,DF,Al-Fateh,28,1995,21,20,1676,18.6,1,0,1,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,Matches
117,Habib Diallo,sn SEN,FW,Al-Shabab,28,1995,30,24,2022,22.5,6,3,9,6,0,1,2,0,0.27,0.13,0.40,0.27,0.40,Matches
118,Djaniny,cv CPV,FW,Al-Fateh,32,1991,19,11,1075,11.9,8,1,9,8,0,1,0,0,0.67,0.08,0.75,0.67,0.75,Matches
119,Mohammed Al Dosari,sa KSA,DF,Al-Ettifaq,20,2003,5,1,117,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Rakan Al Dosari,sa KSA,FW,Al-Raed,21,2002,6,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Saud Al Dosari,,FW,Al-Raed,,,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Abdullah Ibrahim Al Dossary,sa KSA,"MF,DF",Al-Riyadh SC,24,1998,18,10,824,9.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Mohammed Al Dossary,sa KSA,"DF,MF",Al-Raed,24,1999,29,29,2454,27.3,1,3,4,1,0,0,6,0,0.04,0.11,0.15,0.04,0.15,Matches
124,Óscar Duarte,cr CRC,DF,Al-Wehda,34,1989,19,17,1485,16.5,2,1,3,2,0,0,2,0,0.12,0.06,0.18,0.12,0.18,Matches
125,Hisham Al Dubais,sa KSA,FW,Al-Khaleej,21,2001,3,0,29,0.3,1,0,1,1,0,0,0,0,3.10,0.00,3.10,3.10,3.10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Marko Dugandžić,hr CRO,FW,Al-Ta'ee,29,1994,23,19,1613,17.9,2,1,3,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,Matches
127,Abdulraouf Al Duqayl,sa KSA,GK,Al-Fayha,27,1995,7,4,480,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Majid Duran,,MF,Al-Ettifaq,,,8,1,123,1.4,1,0,1,1,0,0,0,0,0.73,0.00,0.73,0.73,0.73,Matches
129,Abdulaziz Al Elewai,sa KSA,"MF,FW",Al-Nassr,19,2004,9,2,283,3.1,2,1,3,2,0,0,0,0,0.64,0.32,0.95,0.64,0.95,Matches
130,Devis Epassy,cm CMR,GK,Abha,30,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Hussain Al Essa,sa KSA,"MF,FW",Al-Wehda,22,2000,17,13,942,10.5,1,1,2,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches
132,Mohammed Essa,sa KSA,DF,Al-Shabab,21,2002,2,0,41,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Fabinho,br BRA,"MF,DF",Al-Ittihad,29,1993,19,17,1562,17.4,1,1,2,1,0,1,4,1,0.06,0.06,0.12,0.06,0.12,Matches
134,Muath Fagihy,sa KSA,"DF,MF",Al-Taawoun,21,2002,24,20,1734,19.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Abdullah Al-Fahad,sa KSA,DF,Al-Raed,29,1994,19,14,1351,15.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Sultan Fahran,sa KSA,MF,Al-Ittihad,26,1996,13,6,486,5.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
137,Fayçal Fajr,ma MAR,MF,Al-Wehda,34,1988,33,33,2955,32.8,4,8,12,2,2,2,2,0,0.12,0.24,0.37,0.06,0.30,Matches
138,Sultan Faqihi,sa KSA,DF,Damac,28,1995,17,6,695,7.7,1,0,1,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
139,Abdulaziz Al Faraj,sa KSA,DF,Al-Nassr,20,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Salman Al-Faraj,sa KSA,MF,Al-Hilal,33,1989,21,5,622,6.9,0,2,2,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,Matches
141,Mohammed Al Fatil,sa KSA,DF,Al-Nassr,31,1992,17,12,1126,12.5,1,1,2,1,0,0,2,0,0.08,0.08,0.16,0.08,0.16,Matches
142,Luiz Felipe,it ITA,DF,Al-Ittihad,26,1997,18,17,1386,15.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Ahmed Al Fiqi,sa KSA,MF,Al-Taawoun,30,1992,7,0,51,0.6,1,1,2,1,0,0,0,0,1.76,1.76,3.53,1.76,3.53,Matches
144,Roberto Firmino,br BRA,"MF,FW",Al-Ahli,31,1991,32,25,2327,25.9,9,6,15,8,1,1,0,0,0.35,0.23,0.58,0.31,0.54,Matches
145,Flávio,br BRA,MF,Al-Taawoun,27,1996,32,32,2856,31.7,1,3,4,1,0,0,8,0,0.03,0.09,0.13,0.03,0.13,Matches
146,Seko Fofana,ci CIV,MF,Al-Ettifaq,28,1995,14,13,1104,12.3,2,2,4,2,0,0,2,0,0.16,0.16,0.33,0.16,0.33,Matches
147,Seko Fofana,ci CIV,MF,Al-Nassr,28,1995,14,9,761,8.5,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
148,Rayen Fourgi,tn TUN,FW,Al-Taawoun,20,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Mohamed Fouzair,ma MAR,"MF,FW",Al-Raed,31,1991,27,25,2237,24.9,8,2,10,6,2,2,6,0,0.32,0.08,0.40,0.24,0.32,Matches
150,Mohammed Al-Fuhaid,sa KSA,MF,Al-Fateh,33,1990,25,12,1154,12.8,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Ahmed Al Ghamdi,sa KSA,FW,Al-Ettifaq,21,2001,11,2,265,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Ahmed Al Ghamdi,sa KSA,"MF,FW",Al-Ittihad,21,2001,10,6,592,6.6,2,1,3,2,0,0,2,0,0.30,0.15,0.46,0.30,0.46,Matches
