wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
5,Thu,2019-09-26,18:45 (17:45),Abha,1–0,Al-Ettifaq,8400,Prince Sultan bin Abdul Aziz Stadium,Kevin Blom,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
5,Thu,2019-09-26,20:15 (19:15),Al-Hilal,2–1,Al-Taawoun,,King Saud University Stadium,Ovidiu Hațegan,Match Report,
5,Fri,2019-09-27,18:25 (17:25),Al-Shabab,1–2,Al-Ittihad,10461,King Fahd International Stadium,Paweł Raczkowski,Match Report,
5,Fri,2019-09-27,20:15 (19:15),Al-Ahli,0–0,Al-Nassr,30198,King Abdullah Sports City,Artur Soares Dias,Match Report,
5,Fri,2019-09-27,20:15 (19:15),Al-Wehda,2–0,Al-Fateh,3269,King Abdul Aziz Stadium,Siemen Mulder,Match Report,
5,Sat,2019-09-28,18:30 (17:30),Al-Faisaly,3–1,Al-Adalah,,Al Majma'ah Sport City,Ovidiu Hațegan,Match Report,
5,Sat,2019-09-28,18:35 (17:35),Al-Hazem,4–0,Damac,,Ar-Rass Stadium,Krzysztof Jakubik,Match Report,
5,Sat,2019-09-28,20:15 (19:15),Al-Raed,2–0,Al-Fayha,3193,Prince Abdullah bin Abdul Aziz Stadium,Kevin Blom,Match Report,
2,Tue,2019-10-01,20:10 (19:10),Al-Ittihad,3–1,Al-Taawoun,10350,King Abdullah Sports City,Anastasios Sidiropoulos,Match Report,
6,Thu,2019-10-03,18:35 (17:35),Damac,0–1,Al-Wehda,9613,Prince Sultan bin Abdul Aziz Stadium,Bobby Madden,Match Report,
6,Fri,2019-10-04,18:05 (17:05),Al-Fateh,2–2,Al-Raed,,Prince Abdullah bin Jalawi Stadium,Jorge de Sousa,Match Report,
6,Fri,2019-10-04,20:10 (19:10),Al-Ittihad,1–2,Al-Hazem,20244,King Abdullah Sports City,Martin Perez,Match Report,
6,Sat,2019-10-05,18:00 (17:00),Al-Ettifaq,1–4,Al-Hilal,,Prince Mohamed bin Fahd Stadium,Tasos Sidiropoulos,Match Report,
6,Sat,2019-10-05,18:05 (17:05),Al-Adalah,0–1,Al-Shabab,,Prince Abdullah bin Jalawi Stadium,Siemen Mulder,Match Report,
6,Sat,2019-10-05,18:20 (17:20),Al-Fayha,0–3,Al-Ahli,3993,Al Majma'ah Sport City,Bobby Madden,Match Report,
6,Sat,2019-10-05,20:10 (19:10),Al-Taawoun,1–0,Abha,,Prince Abdullah bin Abdul Aziz Stadium,Matej Jug,Match Report,
7,Fri,2019-10-18,17:50 (16:50),Al-Adalah,3–5,Al-Fateh,,Prince Abdullah bin Jalawi Stadium,Bakary Papa Gassama,Match Report,
7,Fri,2019-10-18,18:05 (17:05),Al-Hilal,3–0,Damac,,King Saud University Stadium,Hugo Miguel,Match Report,
7,Fri,2019-10-18,20:00 (19:00),Al-Ahli,3–1,Al-Taawoun,9431,King Abdullah Sports City,Jorge de Sousa,Match Report,
7,Sat,2019-10-19,18:05 (17:05),Al-Shabab,2–1,Al-Ettifaq,,Prince Khalid bin Sultan Stadium,Matej Jug,Match Report,
7,Sat,2019-10-19,18:10 (17:10),Al-Raed,0–2,Al-Nassr,,Prince Abdullah bin Abdul Aziz Stadium,Tobias Welz,Match Report,
7,Sat,2019-10-19,20:00 (19:00),Al-Wehda,1–0,Al-Ittihad,10756,King Abdul Aziz Stadium,Pol van Boekel,Match Report,
7,Sun,2019-10-20,18:25 (17:25),Abha,1–1,Al-Fayha,,Prince Sultan bin Abdul Aziz Stadium,Matt Conger,Match Report,
7,Sun,2019-10-20,20:00 (19:00),Al-Faisaly,1–0,Al-Hazem,,Al Majma'ah Sport City,Fábio Veríssimo,Match Report,
8,Thu,2019-10-24,17:45 (16:45),Al-Ettifaq,1–0,Al-Adalah,,Prince Mohamed bin Fahd Stadium,Svein Oddvar Moen,Match Report,
8,Thu,2019-10-24,19:55 (18:55),Al-Shabab,2–0,Al-Wehda,5717,Prince Khalid bin Sultan Stadium,Damir Skomina,Match Report,
8,Fri,2019-10-25,18:00 (17:00),Al-Fayha,3–1,Al-Fateh,,Al Majma'ah Sport City,António Nobre,Match Report,
8,Fri,2019-10-25,18:20 (17:20),Damac,0–1,Al-Raed,,Prince Sultan bin Abdul Aziz Stadium,Bas Nijhuis,Match Report,
8,Sat,2019-10-26,18:05 (17:05),Al-Taawoun,2–1,Al-Faisaly,,Prince Abdullah bin Abdul Aziz Stadium,Ivan Kružliak,Match Report,
8,Sat,2019-10-26,18:10 (17:10),Al-Hazem,2–1,Al-Ahli,,Ar-Rass Stadium,Ivan Bebek,Match Report,
8,Sun,2019-10-27,18:25 (16:25),Al-Ittihad,1–2,Abha,7324,King Abdullah Sports City,Kim Jonghyeok,Match Report,
8,Sun,2019-10-27,19:55 (17:55),Al-Hilal,1–2,Al-Nassr,,King Saud University Stadium,Daniel Ask,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
9,Thu,2019-10-31,18:00 (16:00),Al-Fayha,1–1,Al-Ettifaq,3652,Al Majma'ah Sport City,Serdar Gözübüyük,Match Report,
9,Thu,2019-10-31,19:50 (17:50),Al-Ahli,2–1,Al-Ittihad,29724,King Abdullah Sports City,Artur Soares Dias,Match Report,
9,Thu,2019-10-31,19:50 (17:50),Al-Fateh,3–3,Al-Hilal,13806,Prince Abdullah bin Jalawi Stadium,Ivan Bebek,Match Report,
9,Fri,2019-11-01,17:55 (15:55),Al-Faisaly,2–0,Damac,4229,Al Majma'ah Sport City,Tasos Sidiropoulos,Match Report,
9,Fri,2019-11-01,18:00 (16:00),Al-Raed,3–2,Al-Wehda,2161,Prince Abdullah bin Abdul Aziz Stadium,Ovidiu Hațegan,Match Report,
9,Sat,2019-11-02,17:40 (15:40),Al-Adalah,2–2,Al-Hazem,8134,Prince Abdullah bin Jalawi Stadium,Igor Pajač,Match Report,
9,Sat,2019-11-02,18:00 (16:00),Al-Taawoun,3–1,Al-Shabab,3566,Prince Abdullah bin Abdul Aziz Stadium,Hugo Miguel,Match Report,
9,Sat,2019-11-02,19:50 (17:50),Al-Nassr,4–0,Abha,,Prince Faisal bin Fahd Stadium,Viktor Kassai,Match Report,
4,Wed,2019-11-06,18:00 (16:00),Al-Raed,0–3,Al-Taawoun,11320,Prince Abdullah bin Abdul Aziz Stadium,Ivan Bebek,Match Report,
6,Wed,2019-11-06,19:55 (17:55),Al-Nassr,2–0,Al-Faisaly,11718,Prince Faisal bin Fahd Stadium,Antonio Matéu Lahoz,Match Report,
10,Fri,2019-11-22,15:30 (13:30),Abha,3–1,Al-Fateh,,Prince Sultan bin Abdul Aziz Stadium,Fedayi San,Match Report,
10,Fri,2019-11-22,17:55 (15:55),Al-Hazem,2–3,Al-Raed,,Ar-Rass Stadium,Jorge de Sousa,Match Report,
10,Fri,2019-11-22,19:40 (17:40),Al-Shabab,0–1,Al-Fayha,10118,Prince Faisal bin Fahd Stadium,Kevin Blom,Match Report,
10,Sat,2019-11-23,15:30 (13:30),Damac,1–2,Al-Taawoun,,Prince Sultan bin Abdul Aziz Stadium,Luís Godinho,Match Report,
10,Sat,2019-11-23,19:40 (17:40),Al-Ahli,3–1,Al-Faisaly,7964,King Abdullah Sports City,Matej Jug,Match Report,
10,Sun,2019-11-24,17:30 (15:30),Al-Ettifaq,1–2,Al-Ittihad,11217,Prince Mohamed bin Fahd Stadium,Ivan Bebek,Match Report,
10,Sun,2019-11-24,18:20 (16:20),Al-Wehda,1–0,Al-Nassr,10450,King Abdul Aziz Stadium,István Kovács,Match Report,
11,Thu,2019-12-12,15:20 (13:20),Al-Hazem,2–3,Abha,,Ar-Rass Stadium,Svein Oddvar Moen,Match Report,
11,Thu,2019-12-12,17:45 (15:45),Al-Shabab,3–4,Al-Raed,1160,Prince Faisal bin Fahd Stadium,Mattias Gestranius,Match Report,
11,Thu,2019-12-12,19:45 (17:45),Al-Wehda,2–0,Al-Adalah,4750,King Abdul Aziz Stadium,Paweł Raczkowski,Match Report,
11,Fri,2019-12-13,17:30 (15:30),Al-Ettifaq,1–0,Al-Fateh,2860,Prince Mohamed bin Fahd Stadium,Bobby Madden,Match Report,
11,Fri,2019-12-13,19:45 (17:45),Al-Nassr,2–1,Al-Taawoun,15297,Prince Faisal bin Fahd Stadium,Björn Kuipers,Match Report,
11,Sat,2019-12-14,15:35 (13:35),Damac,2–1,Al-Fayha,,Prince Sultan bin Abdul Aziz Stadium,Viktor Kassai,Match Report,
11,Sat,2019-12-14,19:45 (17:45),Al-Ittihad,1–2,Al-Faisaly,8452,King Abdullah Sports City,Pol van Boekel,Match Report,
12,Thu,2019-12-19,15:15 (13:15),Al-Fayha,4–1,Al-Ittihad,2586,Al Majma'ah Sport City,Svein Oddvar Moen,Match Report,
12,Thu,2019-12-19,15:40 (13:40),Abha,2–0,Al-Shabab,1218,Prince Sultan bin Abdul Aziz Stadium,Pavel Královec,Match Report,
12,Thu,2019-12-19,17:35 (15:35),Al-Adalah,0–3,Al-Nassr,9299,Prince Abdullah bin Jalawi Stadium,Tamás Bognár,Match Report,
12,Thu,2019-12-19,17:55 (15:55),Al-Taawoun,2–1,Al-Wehda,1545,Prince Abdullah bin Abdul Aziz Stadium,Serdar Gözübüyük,Match Report,
12,Thu,2019-12-19,19:50 (17:50),Al-Ahli,5–1,Damac,6325,King Abdullah Sports City,Turki Al Khudayr,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
12,Fri,2019-12-20,17:35 (15:35),Al-Fateh,2–1,Al-Hazem,2007,Prince Abdullah bin Jalawi Stadium,Viktor Kassai,Match Report,
12,Sat,2019-12-21,15:20 (13:20),Al-Raed,3–2,Al-Ettifaq,1408,Prince Abdullah bin Abdul Aziz Stadium,Artur Soares Dias,Match Report,
13,Thu,2019-12-26,17:55 (15:55),Al-Raed,1–0,Al-Adalah,2980,Prince Abdullah bin Abdul Aziz Stadium,Kevin Blom,Match Report,
13,Thu,2019-12-26,19:50 (17:50),Al-Hazem,1–1,Al-Hilal,,Ar-Rass Stadium,Shukri Al Hunfush,Match Report,
13,Fri,2019-12-27,19:50 (17:50),Al-Wehda,1–0,Al-Faisaly,,King Abdul Aziz Stadium,Viktor Kassai,Match Report,
13,Sat,2019-12-28,15:20 (13:20),Al-Fayha,1–4,Al-Nassr,,Al Majma'ah Sport City,Artur Soares Dias,Match Report,
13,Sat,2019-12-28,15:40 (13:40),Abha,3–2,Damac,,Prince Sultan bin Abdul Aziz Stadium,Ivan Bebek,Match Report,
13,Sat,2019-12-28,17:35 (15:35),Al-Ettifaq,1–0,Al-Taawoun,2445,Prince Mohamed bin Fahd Stadium,Ivan Kružliak,Match Report,
13,Sat,2019-12-28,17:50 (15:50),Al-Shabab,1–0,Al-Ahli,11746,King Fahd International Stadium,Ovidiu Hațegan,Match Report,
13,Sat,2019-12-28,19:50 (17:50),Al-Ittihad,1–1,Al-Fateh,,King Abdullah Sports City,István Kovács,Match Report,
10,Mon,2019-12-30,17:55 (15:55),Al-Hilal,7–0,Al-Adalah,15631,King Saud University Stadium,Ivan Kružliak,Match Report,
11,Tue,2020-01-07,20:00 (18:00),Al-Hilal,3–1,Al-Ahli,21543,King Saud University Stadium,Szymon Marciniak,Match Report,
14,Thu,2020-01-09,17:45 (15:45),Al-Adalah,1–1,Al-Fayha,9315,Prince Abdullah bin Jalawi Stadium,Matej Jug,Match Report,
14,Fri,2020-01-10,15:35 (13:35),Al-Hazem,0–1,Al-Shabab,3125,Ar-Rass Stadium,Szymon Marciniak,Match Report,
14,Fri,2020-01-10,18:05 (16:05),Al-Taawoun,2–1,Al-Fateh,1678,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
14,Fri,2020-01-10,20:05 (18:05),Al-Nassr,1–1,Al-Ittihad,17078,King Fahd International Stadium,Jesús Gil,Match Report,
14,Sat,2020-01-11,15:50 (13:50),Damac,2–2,Al-Ettifaq,1320,Prince Sultan bin Abdul Aziz Stadium,Pavel Královec,Match Report,
14,Sat,2020-01-11,18:05 (16:05),Al-Faisaly,0–1,Al-Raed,,Al Majma'ah Sport City,Mohammed Al Hoish,Match Report,
14,Sat,2020-01-11,20:05 (18:05),Al-Hilal,3–1,Al-Wehda,,King Saud University Stadium,Ovidiu Hațegan,Match Report,
14,Mon,2020-01-13,20:05 (18:05),Al-Ahli,3–1,Abha,12055,King Abdullah Sports City,Sultan Al Harbi,Match Report,
12,Mon,2020-01-20,18:10 (16:10),Al-Faisaly,2–2,Al-Hilal,,Al Majma'ah Sport City,Andris Treimanis,Match Report,
15,Thu,2020-01-23,17:55 (15:55),Al-Fateh,0–0,Damac,12290,Prince Abdullah bin Jalawi Stadium,Paweł Gil,Match Report,
15,Thu,2020-01-23,20:10 (18:10),Al-Raed,1–2,Al-Ahli,4148,Prince Abdullah bin Abdul Aziz Stadium,Shukri Al Hunfush,Match Report,
15,Fri,2020-01-24,15:35 (13:35),Al-Fayha,2–2,Al-Taawoun,4057,Al Majma'ah Sport City,Faisal Alblwi,Match Report,
15,Fri,2020-01-24,17:55 (15:55),Al-Ettifaq,0–1,Al-Nassr,11710,Prince Mohamed bin Fahd Stadium,Szymon Marciniak,Match Report,
15,Fri,2020-01-24,20:10 (18:10),Al-Wehda,5–1,Al-Hazem,10141,King Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
15,Sat,2020-01-25,15:55 (13:55),Abha,0–1,Al-Faisaly,,Prince Sultan bin Abdul Aziz Stadium,Tamás Bognár,Match Report,
15,Sat,2020-01-25,18:10 (16:10),Al-Shabab,0–0,Al-Hilal,12531,King Fahd International Stadium,Svein Oddvar Moen,Match Report,
15,Sat,2020-01-25,20:10 (18:10),Al-Ittihad,0–0,Al-Adalah,16912,King Abdullah Sports City,Matt Conger,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
16,Thu,2020-01-30,16:00 (14:00),Damac,1–1,Al-Nassr,11250,Prince Sultan bin Abdul Aziz Stadium,Miroslav Zelinka,Match Report,
16,Thu,2020-01-30,18:00 (16:00),Al-Ettifaq,3–1,Al-Wehda,2006,Prince Mohamed bin Fahd Stadium,Tamás Bognár,Match Report,
16,Fri,2020-01-31,16:00 (14:00),Abha,1–2,Al-Hilal,,Prince Sultan bin Abdul Aziz Stadium,Igor Pajač,Match Report,
16,Fri,2020-01-31,18:25 (16:25),Al-Hazem,0–0,Al-Taawoun,3224,Ar-Rass Stadium,Khalid Al Turais,Match Report,
16,Fri,2020-01-31,20:15 (18:15),Al-Raed,1–1,Al-Ittihad,6522,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
16,Sat,2020-02-01,15:25 (13:25),Al-Adalah,1–1,Al-Ahli,,Prince Abdullah bin Jalawi Stadium,Allard Lindhout,Match Report,
16,Sat,2020-02-01,18:15 (16:15),Al-Shabab,2–1,Al-Fateh,,Prince Faisal bin Fahd Stadium,Turki Al Khudayr,Match Report,
16,Sat,2020-02-01,20:15 (18:15),Al-Fayha,2–1,Al-Faisaly,4317,Al Majma'ah Sport City,Nick Waldron,Match Report,
17,Wed,2020-02-05,16:00 (14:00),Damac,1–1,Al-Adalah,5921,Prince Sultan bin Abdul Aziz Stadium,Mario Zebec,Match Report,
17,Wed,2020-02-05,18:25 (16:25),Al-Taawoun,1–2,Al-Ittihad,5986,Prince Abdullah bin Abdul Aziz Stadium,Stefan Kovacs,Match Report,
17,Wed,2020-02-05,20:20 (18:20),Al-Hilal,3–1,Al-Raed,16566,King Saud University Stadium,Aliaksei Kulbakou,Match Report,
17,Thu,2020-02-06,18:20 (16:20),Al-Nassr,1–1,Al-Fateh,10922,Prince Faisal bin Fahd Stadium,Ivan Bebek,Match Report,
17,Thu,2020-02-06,20:20 (18:20),Al-Ahli,3–2,Al-Ettifaq,5018,King Abdullah Sports City,Turki Al Khudayr,Match Report,
17,Fri,2020-02-07,16:00 (14:00),Abha,1–4,Al-Wehda,,Prince Sultan bin Abdul Aziz Stadium,António Nobre,Match Report,
17,Fri,2020-02-07,18:30 (16:30),Al-Hazem,4–2,Al-Fayha,,Ar-Rass Stadium,Thasos Sedeorobolos,Match Report,
17,Fri,2020-02-07,20:20 (18:20),Al-Faisaly,2–1,Al-Shabab,4434,Al Majma'ah Sport City,Dennis Higler,Match Report,
18,Mon,2020-02-10,20:20 (18:20),Al-Ittihad,1–2,Damac,7404,King Abdul Aziz Stadium,Jochem Kamphuis,Match Report,
18,Thu,2020-02-13,15:30 (13:30),Al-Ettifaq,2–3,Al-Hazem,,Prince Mohamed bin Fahd Stadium,Matej Jug,Match Report,
18,Thu,2020-02-13,18:30 (16:30),Al-Fayha,0–1,Al-Hilal,5488,Al Majma'ah Sport City,Andreas Ekberg,Match Report,
18,Fri,2020-02-14,15:30 (13:30),Al-Adalah,0–0,Al-Taawoun,12819,Prince Abdullah bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
18,Fri,2020-02-14,18:25 (16:25),Al-Shabab,2–4,Al-Nassr,12719,Prince Faisal bin Fahd Stadium,Ovidiu Hațegan,Match Report,
18,Fri,2020-02-14,20:25 (18:25),Al-Wehda,2–0,Al-Ahli,10807,King Abdul Aziz Stadium,Slavko Vinčič,Match Report,
18,Sat,2020-02-15,15:55 (13:55),Al-Raed,2–1,Abha,2545,Prince Abdullah bin Abdul Aziz Stadium,Mattias Gestranius,Match Report,
18,Sat,2020-02-15,18:10 (16:10),Al-Fateh,2–2,Al-Faisaly,13091,Prince Abdullah bin Jalawi Stadium,Sultan Al Harbi,Match Report,
19,Thu,2020-02-20,15:50 (13:50),Al-Shabab,3–2,Damac,5217,Prince Faisal bin Fahd Stadium,Matt Conger,Match Report,
19,Thu,2020-02-20,20:30 (18:30),Al-Wehda,0–2,Al-Fayha,10150,King Abdul Aziz Stadium,Turki Al Khudayr,Match Report,
19,Fri,2020-02-21,16:10 (14:10),Abha,2–2,Al-Adalah,1972,Prince Sultan bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
19,Fri,2020-02-21,18:30 (16:30),Al-Faisaly,1–2,Al-Ettifaq,4072,Al Majma'ah Sport City,Bakary Papa Gassama,Match Report,
19,Fri,2020-02-21,20:30 (18:30),Al-Ahli,0–1,Al-Fateh,8930,King Abdullah Sports City,Majed Mohammed Al Shamrani,Match Report,
19,Sat,2020-02-22,16:00 (14:00),Al-Taawoun,1–1,Al-Raed,9819,Prince Abdullah bin Abdul Aziz Stadium,Serdar Gözübüyük,Match Report,
19,Sat,2020-02-22,18:40 (16:40),Al-Hazem,0–2,Al-Nassr,,Ar-Rass Stadium,Jorge de Sousa,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
19,Sat,2020-02-22,20:30 (18:30),Al-Hilal,1–0,Al-Ittihad,21044,King Saud University Stadium,Szymon Marciniak,Match Report,
20,Thu,2020-02-27,18:40 (16:40),Al-Taawoun,0–1,Al-Hilal,15650,Prince Abdullah bin Abdul Aziz Stadium,Slavko Vinčič,Match Report,
20,Thu,2020-02-27,20:40 (18:40),Al-Nassr,2–2,Al-Ahli,13069,Prince Faisal bin Fahd Stadium,Damir Skomina,Match Report,
20,Fri,2020-02-28,16:10 (14:10),Damac,3–0,Al-Hazem,1533,Prince Sultan bin Abdul Aziz Stadium,Mohammed Al Hoish,Match Report,
20,Fri,2020-02-28,18:20 (16:20),Al-Adalah,0–2,Al-Faisaly,,Prince Abdullah bin Jalawi Stadium,Ivan Bebek,Match Report,
20,Fri,2020-02-28,20:10 (18:10),Al-Fayha,3–1,Al-Raed,3655,Al Majma'ah Sport City,Georgi Kabakov,Match Report,
20,Sat,2020-02-29,15:40 (13:40),Al-Fateh,3–2,Al-Wehda,12198,Prince Abdullah bin Jalawi Stadium,Khalid Al Turais,Match Report,
20,Sat,2020-02-29,18:20 (16:20),Al-Ettifaq,4–1,Abha,4909,Prince Mohamed bin Fahd Stadium,Andreas Ekberg,Match Report,
20,Sat,2020-02-29,20:40 (18:40),Al-Ittihad,5–1,Al-Shabab,23746,King Abdullah Sports City,Björn Kuipers,Match Report,
21,Thu,2020-03-05,18:45 (16:45),Al-Hazem,1–1,Al-Ittihad,,Ar-Rass Stadium,Bobby Madden,Match Report,
21,Thu,2020-03-05,20:40 (18:40),Al-Shabab,4–0,Al-Adalah,4144,Prince Faisal bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
21,Fri,2020-03-06,16:05 (14:05),Al-Raed,0–0,Al-Fateh,1885,Prince Abdullah bin Abdul Aziz Stadium,Matej Jug,Match Report,
21,Fri,2020-03-06,19:05 (17:05),Al-Wehda,3–2,Damac,,King Abdul Aziz Stadium,Faisal Alblwi,Match Report,
21,Fri,2020-03-06,20:40 (18:40),Al-Ahli,1–0,Al-Fayha,10836,King Abdullah Sports City,Slavko Vinčič,Match Report,
21,Sat,2020-03-07,16:15 (14:15),Abha,2–1,Al-Taawoun,,Prince Sultan bin Abdul Aziz Stadium,Tamás Bognár,Match Report,
21,Sat,2020-03-07,18:40 (16:40),Al-Faisaly,3–2,Al-Nassr,,Al Majma'ah Sport City,Danny Makkelie,Match Report,
21,Sat,2020-03-07,20:40 (18:40),Al-Hilal,1–0,Al-Ettifaq,,King Saud University Stadium,Srđan Jovanović,Match Report,
22,Wed,2020-03-11,16:10 (14:10),Damac,1–1,Al-Hilal,,Prince Sultan bin Abdul Aziz Stadium,Pavel Královec,Match Report,
22,Wed,2020-03-11,18:25 (16:25),Al-Ettifaq,1–0,Al-Shabab,,Prince Mohamed bin Fahd Stadium,Mattias Gestranius,Match Report,
22,Wed,2020-03-11,18:45 (16:45),Al-Fayha,0–2,Abha,,Al Majma'ah Sport City,Mohammed Al Hoish,Match Report,
22,Wed,2020-03-11,18:50 (16:50),Al-Taawoun,1–0,Al-Ahli,,Prince Abdullah bin Abdul Aziz Stadium,Srđan Jovanović,Match Report,
22,Wed,2020-03-11,20:45 (18:45),Al-Nassr,4–1,Al-Raed,,Prince Faisal bin Fahd Stadium,Tamás Bognár,Match Report,
22,Wed,2020-03-11,20:45 (18:45),Al-Ittihad,1–2,Al-Wehda,,King Abdullah Sports City,István Kovács,Match Report,
22,Thu,2020-03-12,18:30 (16:30),Al-Fateh,0–1,Al-Adalah,,Prince Abdullah bin Jalawi Stadium,Aliaksei Kulbakou,Match Report,
22,Fri,2020-03-13,18:50 (16:50),Al-Hazem,2–2,Al-Faisaly,,Ar-Rass Stadium,István Kovács,Match Report,
23,Tue,2020-08-04,19:00 (18:00),Al-Fateh,2–0,Al-Fayha,,Prince Abdullah bin Jalawi Stadium,Turki Al Khudayr,Match Report,
23,Tue,2020-08-04,19:15 (18:15),Abha,2–1,Al-Ittihad,,Prince Sultan bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
23,Tue,2020-08-04,19:25 (18:25),Al-Raed,3–0,Damac,,Prince Abdullah bin Abdul Aziz Stadium,Khalid Al Turais,Match Report,
23,Tue,2020-08-04,20:45 (19:45),Al-Faisaly,2–1,Al-Taawoun,,Al Majma'ah Sport City,Faisal Alblwi,Match Report,
