rk,player,nation,pos,squad,age,born,90s,gls,sh,sot,sot_standa,sh_90,sot_90,g_sh,g_sot,dist,pk,pkatt,matches
36,Diego Ângelo,br BRA,DF,Antalyaspor,33,1986,14.9,1,16,4,25.0,1.07,0.27,0.06,0.25,,0,0,Matches
37,Marin Aničić,ba BIH,DF,Konyaspor,29,1989,27.5,1,11,4,36.4,0.40,0.15,0.09,0.25,,0,0,Matches
38,Taylan Antalyalı,tr TUR,MF,Galatasaray,24,1995,7.2,1,8,1,12.5,1.11,0.14,0.13,1.00,,0,0,Matches
39,Aaron Appindangoyé,ga GAB,DF,Sivasspor,27,1992,34.0,0,24,4,16.7,0.71,0.12,0.00,0.00,,0,0,Matches
40,Hakan Arslan,tr TUR,MF,Sivasspor,31,1988,26.3,7,38,15,39.5,1.45,0.57,0.18,0.47,,0,0,Matches
41,Tolgay Arslan,de GER,MF,Fenerbahçe,28,1990,3.9,0,6,1,16.7,1.53,0.25,0.00,0.00,,0,0,Matches
42,Muhammet Arslantaş,tr TUR,FW,Başakşehir,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
43,Serkan Asan,tr TUR,DF,Trabzonspor,20,1999,2.7,0,1,0,0.0,0.37,0.00,0.00,,,0,0,Matches
44,Kerem Atakan Kesgin,tr TUR,MF,Göztepe,18,2000,0.3,0,2,0,0.0,6.21,0.00,0.00,,,0,0,Matches
45,Donis Avdijaj,xk KVX,MF,Trabzonspor,22,1996,2.7,1,10,3,30.0,3.75,1.13,0.10,0.33,,0,0,Matches
46,Selim Ay,tr TUR,DF,Konyaspor,28,1991,13.7,0,3,0,0.0,0.22,0.00,0.00,,,0,0,Matches
47,Soner Aydoğdu,tr TUR,MF,Göztepe,28,1991,28.0,5,41,13,31.7,1.46,0.46,0.12,0.38,,0,1,Matches
48,Soner Aydoğdu,tr TUR,MF,Başakşehir,28,1991,0.7,0,2,0,0.0,2.86,0.00,0.00,,,0,0,Matches
49,Ender Aygören,tr TUR,MF,Ankaragücü,19,2000,0.8,0,0,0,,0.00,0.00,,,,0,0,Matches
50,Yalçın Ayhan,tr TUR,DF,Ankaragücü,37,1982,1.1,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
51,Floyd Ayité,tg TOG,MF,Gençlerbirliği,30,1988,13.2,3,30,15,50.0,2.27,1.14,0.10,0.20,,0,0,Matches
52,Sakıb Aytaç,tr TUR,DF,Yeni Mal'spor,27,1991,21.0,0,8,4,50.0,0.38,0.19,0.00,0.00,,0,0,Matches
53,Serdar Aziz,tr TUR,DF,Fenerbahçe,28,1990,21.2,4,18,7,38.9,0.85,0.33,0.22,0.57,,0,0,Matches
54,Abdul Aziz Tetteh,gh GHA,MF,Gaziantep FK,29,1990,5.1,0,0,0,,0.00,0.00,,,,0,0,Matches
55,Demba Ba,sn SEN,FW,Başakşehir,34,1985,19.6,13,76,27,35.5,3.88,1.38,0.16,0.44,,1,1,Matches
56,Mame Baba Thiam,sn SEN,"MF,FW",Kasımpaşa,26,1992,22.0,11,61,23,37.7,2.77,1.04,0.18,0.48,,0,0,Matches
57,Volkan Babacan,tr TUR,GK,Başakşehir,30,1988,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
58,Ryan Babel,nl NED,"MF,FW",Galatasaray,32,1986,13.8,5,31,11,35.5,2.24,0.80,0.13,0.36,,1,1,Matches
59,Baiano,br BRA,DF,Alanyaspor,32,1987,9.8,0,0,0,,0.00,0.00,,,,0,0,Matches
60,Fabrício Baiano,br BRA,MF,Gençlerbirliği,27,1992,21.5,0,12,3,25.0,0.56,0.14,0.00,0.00,,0,0,Matches
61,Riad Bajić,ba BIH,FW,Konyaspor,25,1994,19.3,4,40,13,32.5,2.07,0.67,0.08,0.23,,1,1,Matches
62,Anastasios Bakasetas,gr GRE,MF,Alanyaspor,26,1993,31.4,10,81,34,42.0,2.58,1.08,0.11,0.26,,1,1,Matches
63,Göktuğ Bakırbaş,tr TUR,GK,Göztepe,23,1996,5.4,0,0,0,,0.00,0.00,,,,0,0,Matches
64,Bünyamin Balcı,tr TUR,"DF,MF",Antalyaspor,19,2000,14.2,0,4,1,25.0,0.28,0.07,0.00,0.00,,0,0,Matches
65,Yacine Bammou,ma MAR,"MF,FW",Alanyaspor,27,1991,7.0,2,27,9,33.3,3.86,1.29,0.07,0.22,,0,0,Matches
66,Modou Barrow,gm GAM,MF,Denizlispor,26,1992,20.8,3,20,8,40.0,0.96,0.39,0.15,0.38,,0,0,Matches
67,Bilal Başaçıkoğlu,tr TUR,"MF,FW",Kayserispor,24,1995,5.4,0,10,8,80.0,1.86,1.48,0.00,0.00,,0,0,Matches
68,Bilal Başaçıkoğlu,tr TUR,"FW,MF",Trabzonspor,24,1995,0.9,0,1,1,100.0,1.14,1.14,0.00,0.00,,0,0,Matches
69,Altay Bayındır,tr TUR,GK,Fenerbahçe,21,1998,32.0,0,0,0,,0.00,0.00,,,,0,0,Matches
70,Emin Bayram,tr TUR,DF,Galatasaray,16,2003,1.6,0,0,0,,0.00,0.00,,,,0,0,Matches
71,Ömer Bayram,tr TUR,MF,Galatasaray,28,1991,25.1,1,39,6,15.4,1.56,0.24,0.03,0.17,,0,0,Matches
72,Aziz Behich,au AUS,DF,Başakşehir,28,1990,4.1,0,1,0,0.0,0.24,0.00,0.00,,,0,0,Matches
73,Mike van Beijnen,nl NED,DF,Gençlerbirliği,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
74,Younès Belhanda,ma MAR,MF,Galatasaray,29,1990,19.5,5,38,16,42.1,1.95,0.82,0.03,0.06,,4,5,Matches
75,Emre Belözoğlu,tr TUR,MF,Fenerbahçe,38,1980,15.9,3,23,8,34.8,1.45,0.50,0.04,0.13,,2,3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
76,Syam Ben Youssef,tn TUN,DF,Denizlispor,30,1989,3.0,0,1,1,100.0,0.33,0.33,0.00,0.00,,0,0,Matches
77,Syam Ben Youssef,tn TUN,DF,Kasımpaşa,30,1989,15.0,1,5,1,20.0,0.33,0.07,0.20,1.00,,0,0,Matches
78,Zakarya Bergdich,ma MAR,DF,Denizlispor,30,1989,21.5,1,4,0,0.0,0.19,0.00,0.25,,,0,0,Matches
79,Rahmetullah Berişbek,tr TUR,MF,Gençlerbirliği,20,1999,3.9,1,8,3,37.5,2.03,0.76,0.13,0.33,,0,0,Matches
80,Beto,pt POR,GK,Göztepe,37,1982,28.5,0,0,0,,0.00,0.00,,,,0,0,Matches
81,Thievy Bifouma,cg CGO,"MF,FW",Yeni Mal'spor,27,1992,16.2,6,37,17,45.9,2.29,1.05,0.16,0.35,,0,0,Matches
82,Tayfur Bingöl,tr TUR,"DF,MF",Alanyaspor,26,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,Matches
83,André Biyogo Poko,ga GAB,MF,Göztepe,26,1993,10.6,0,5,1,20.0,0.47,0.09,0.00,0.00,,0,0,Matches
84,Mattias Bjärsmyr,se SWE,DF,Gençlerbirliği,33,1986,7.0,0,2,0,0.0,0.29,0.00,0.00,,,0,0,Matches
85,Gustavo Blanco Leschuk,ar ARG,FW,Antalyaspor,27,1991,14.9,4,39,15,38.5,2.61,1.01,0.10,0.27,,0,0,Matches
86,Kevin-Prince Boateng,gh GHA,MF,Beşiktaş,32,1987,6.6,3,22,5,22.7,3.31,0.75,0.14,0.60,,0,0,Matches
87,Ruud Boffin,be BEL,GK,Antalyaspor,31,1987,23.0,0,0,0,,0.00,0.00,,,,0,0,Matches
88,Fernando Boldrin,br BRA,"MF,FW",Rizespor,30,1989,29.0,6,65,24,36.9,2.24,0.83,0.08,0.21,,1,2,Matches
89,Celso Borges,cr CRC,"MF,DF",Göztepe,31,1988,12.3,1,7,1,14.3,0.57,0.08,0.14,1.00,,0,0,Matches
90,Andriy Boryachuk,ua UKR,"DF,FW",Rizespor,23,1996,0.4,0,3,2,66.7,6.75,4.50,0.00,0.00,,0,0,Matches
91,Tyler Boyd,us USA,MF,Beşiktaş,24,1994,12.4,1,22,6,27.3,1.77,0.48,0.05,0.17,,0,0,Matches
92,Tomáš Břečka,cz CZE,DF,Kasımpaşa,25,1994,9.1,1,9,3,33.3,0.98,0.33,0.11,0.33,,0,0,Matches
93,Onur Bulut,tr TUR,"DF,MF",Alanyaspor,25,1994,13.7,3,9,4,44.4,0.66,0.29,0.33,0.75,,0,0,Matches
94,Umut Bulut,tr TUR,"MF,FW",Kayserispor,36,1983,10.0,3,22,10,45.5,2.19,1.00,0.14,0.30,,0,0,Matches
95,Umut Bulut,tr TUR,"FW,MF",Yeni Mal'spor,36,1983,13.8,3,17,9,52.9,1.23,0.65,0.18,0.33,,0,0,Matches
96,Adem Büyük,tr TUR,FW,Galatasaray,31,1987,13.7,7,38,16,42.1,2.78,1.17,0.13,0.31,,2,2,Matches
97,Musa Çağıran,tr TUR,MF,Alanyaspor,26,1992,5.7,0,13,4,30.8,2.29,0.71,0.00,0.00,,0,0,Matches
98,Rahman Çağıran,tr TUR,MF,Yeni Mal'spor,24,1995,1.4,0,2,2,100.0,1.43,1.43,0.00,0.00,,0,0,Matches
99,Oğulcan Çağlayan,tr TUR,"FW,MF",Rizespor,23,1996,14.6,3,35,11,31.4,2.40,0.76,0.09,0.27,,0,0,Matches
100,Júnior Caiçara,br BRA,DF,Başakşehir,30,1989,33.0,0,16,1,6.3,0.48,0.03,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
101,Uğurcan Çakır,tr TUR,GK,Trabzonspor,23,1996,32.1,0,0,0,,0.00,0.00,,,,0,0,Matches
102,Burak Çalık,tr TUR,MF,Denizlispor,30,1989,1.0,0,5,1,20.0,5.06,1.01,0.00,0.00,,0,0,Matches
103,Samba Camara,ml MLI,DF,Sivasspor,26,1992,2.6,0,1,0,0.0,0.39,0.00,0.00,,,0,0,Matches
104,Tarık Çamdal,tr TUR,"DF,MF",Antalyaspor,28,1991,3.1,0,3,1,33.3,0.98,0.33,0.00,0.00,,0,0,Matches
105,Ali Çamdalı,,MF,Konyaspor,35,1984,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
106,Gustavo Campanharo,br BRA,MF,Kayserispor,27,1992,14.1,0,6,1,16.7,0.43,0.07,0.00,0.00,,0,0,Matches
107,Gastón Campi,ar ARG,DF,Trabzonspor,28,1991,22.8,0,12,4,33.3,0.53,0.18,0.00,0.00,,0,0,Matches
108,Djalma Campos,ao ANG,MF,Alanyaspor,32,1987,11.6,4,27,14,51.9,2.33,1.21,0.15,0.29,,0,0,Matches
109,Mücahit Can Akçay,tr TUR,FW,Konyaspor,21,1998,1.2,0,2,1,50.0,1.62,0.81,0.00,0.00,,0,0,Matches
110,Ahmet Can Arık,tr TUR,DF,Ankaragücü,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
111,Ahmet Canbaz,tr TUR,MF,Trabzonspor,21,1998,0.8,0,3,1,33.3,3.86,1.29,0.00,0.00,,0,0,Matches
112,Daniel Candeias,pt POR,MF,Gençlerbirliği,31,1988,29.9,3,55,16,29.1,1.84,0.53,0.05,0.19,,0,0,Matches
113,Héctor Canteros,ar ARG,MF,Ankaragücü,30,1989,11.7,1,20,6,30.0,1.71,0.51,0.05,0.17,,0,0,Matches
114,Oğuzhan Çapar,,DF,Kayserispor,22,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
115,Burak Çapkınoğlu,,GK,Gençlerbirliği,24,1995,0.5,0,0,0,,0.00,0.00,,,,0,0,Matches
116,José Carlos Marafona,pt POR,GK,Alanyaspor,32,1987,33.0,0,0,0,,0.00,0.00,,,,0,0,Matches
117,André Castro,pt POR,MF,Göztepe,31,1988,23.5,3,28,7,25.0,1.19,0.30,0.11,0.43,,0,0,Matches
118,Steven Caulker,sl SLE,DF,Alanyaspor,27,1991,28.1,1,31,10,32.3,1.10,0.36,0.03,0.10,,0,0,Matches
119,Özgür Çek,tr TUR,"DF,MF",Denizlispor,28,1991,6.7,0,5,2,40.0,0.75,0.30,0.00,0.00,,0,0,Matches
120,Özgür Çek,tr TUR,DF,Kasımpaşa,28,1991,3.2,0,3,2,66.7,0.93,0.62,0.00,0.00,,0,0,Matches
121,Alpay Çelebi,tr TUR,DF,Kayserispor,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
122,Muğdat Çelik,tr TUR,FW,Gaziantep FK,29,1990,0.6,0,0,0,,0.00,0.00,,,,0,0,Matches
123,Korcan Çelikay,tr TUR,GK,Ankaragücü,31,1987,21.0,0,0,0,,0.00,0.00,,,,0,0,Matches
124,Ondřej Čelůstka,cz CZE,DF,Antalyaspor,30,1989,23.2,1,18,6,33.3,0.78,0.26,0.06,0.17,,0,0,Matches
125,Tarık Çetin,tr TUR,GK,Rizespor,22,1997,7.2,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
126,Oğuz Ceylan,tr TUR,"DF,MF",Gaziantep FK,28,1990,30.0,1,23,8,34.8,0.77,0.27,0.04,0.13,,0,0,Matches
127,Ghaylène Chaalali,tn TUN,MF,Yeni Mal'spor,25,1994,6.4,0,6,2,33.3,0.94,0.31,0.00,0.00,,0,0,Matches
128,Aatif Chahechouhe,ma MAR,"MF,FW",Antalyaspor,33,1986,11.8,1,35,11,31.4,2.96,0.93,0.03,0.09,,0,1,Matches
129,Dimitris Chatziisaias,gr GRE,DF,Rizespor,26,1992,7.6,0,3,2,66.7,0.40,0.26,0.00,0.00,,0,0,Matches
130,Issam Chebake,ma MAR,DF,Yeni Mal'spor,29,1989,24.1,1,29,9,31.0,1.20,0.37,0.03,0.11,,0,0,Matches
131,Aurélien Chedjou,cm CMR,DF,Başakşehir,34,1985,2.0,0,0,0,,0.00,0.00,,,,0,0,Matches
132,Raman Chibsah,gh GHA,MF,Gaziantep FK,26,1993,12.5,1,7,1,14.3,0.56,0.08,0.14,1.00,,0,0,Matches
133,Chico,br BRA,"MF,DF",Antalyaspor,32,1987,12.8,1,10,3,30.0,0.78,0.24,0.10,0.33,,0,0,Matches
134,Nadir Çiftçi,nl NED,"MF,FW",Gençlerbirliği,27,1992,5.2,0,19,4,21.1,3.66,0.77,0.00,0.00,,0,0,Matches
135,Uğur Çiftçi,tr TUR,DF,Sivasspor,27,1992,26.6,1,13,1,7.7,0.49,0.04,0.08,1.00,,0,0,Matches
136,Sadık Çiftpınar,tr TUR,DF,Fenerbahçe,26,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,Matches
137,Tolga Ciğerci,tr TUR,MF,Fenerbahçe,27,1992,18.3,2,34,13,38.2,1.86,0.71,0.06,0.15,,0,0,Matches
138,Orkan Çınar,tr TUR,MF,Beşiktaş,23,1996,0.5,0,3,0,0.0,5.74,0.00,0.00,,,0,0,Matches
139,Orkan Çınar,tr TUR,MF,Ankaragücü,23,1996,0.5,0,1,0,0.0,2.00,0.00,0.00,,,0,0,Matches
140,Şamil Çinaz,tr TUR,MF,Kayserispor,33,1986,4.1,0,0,0,,0.00,0.00,,,,0,0,Matches
141,İsmail Çipe,tr TUR,GK,Kayserispor,24,1995,5.0,0,0,0,,0.00,0.00,,,,0,0,Matches
142,Papiss Cissé,sn SEN,FW,Alanyaspor,34,1985,30.4,22,119,51,42.9,3.92,1.68,0.17,0.39,,2,3,Matches
143,Emirhan Civelek,tr TUR,DF,Kayserispor,19,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
144,Gaël Clichy,fr FRA,DF,Başakşehir,34,1985,30.5,2,16,4,25.0,0.52,0.13,0.13,0.50,,0,0,Matches
145,Isaac Cofie,gh GHA,MF,Sivasspor,27,1991,9.1,0,5,2,40.0,0.55,0.22,0.00,0.00,,0,0,Matches
146,Kamil Çörekçi,tr TUR,"DF,MF",Trabzonspor,27,1992,12.9,0,5,0,0.0,0.39,0.00,0.00,,,0,0,Matches
147,Manuel da Costa,ma MAR,DF,Trabzonspor,33,1986,9.2,1,10,3,30.0,1.09,0.33,0.10,0.33,,0,0,Matches
148,Osman Çötür,,DF,Kayserispor,17,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,Matches
149,Enzo Crivelli,fr FRA,"FW,MF",Başakşehir,24,1995,27.8,11,49,20,40.8,1.77,0.72,0.22,0.55,,0,0,Matches
150,Erdon Daci,mk MKD,"FW,MF",Konyaspor,21,1998,8.3,1,9,2,22.2,1.09,0.24,0.11,0.50,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
151,Nill De Pauw,cd COD,"MF,FW",Rizespor,29,1990,4.7,0,8,3,37.5,1.70,0.64,0.00,0.00,,0,0,Matches
152,Emre Demir,tr TUR,"MF,FW",Kayserispor,15,2004,5.6,1,4,1,25.0,0.72,0.18,0.25,1.00,,0,0,Matches
153,Muhammet Demir,tr TUR,FW,Gaziantep FK,27,1992,12.5,3,34,8,23.5,2.73,0.64,0.09,0.38,,0,2,Matches
154,Uğur Demirok,tr TUR,DF,Konyaspor,31,1988,12.1,0,1,0,0.0,0.08,0.00,0.00,,,0,0,Matches
155,İlhan Depe,tr TUR,MF,Kasımpaşa,26,1992,9.2,0,16,6,37.5,1.73,0.65,0.00,0.00,,0,0,Matches
156,Eren Derdiyok,ch SUI,FW,Göztepe,31,1988,3.0,0,6,0,0.0,2.01,0.00,0.00,,,0,0,Matches
157,Ersin Destanoğlu,tr TUR,GK,Beşiktaş,18,2001,8.0,0,0,0,,0.00,0.00,,,,0,0,Matches
158,Abdoulay Diaby,ml MLI,MF,Beşiktaş,28,1991,20.6,5,51,22,43.1,2.47,1.07,0.10,0.23,,0,0,Matches
159,Fallou Diagne,sn SEN,DF,Konyaspor,29,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
160,Mbaye Diagne,sn SEN,FW,Galatasaray,27,1991,2.2,0,3,2,66.7,1.34,0.90,0.00,0.00,,0,0,Matches
161,Abdoulaye Diallo,sn SEN,GK,Gençlerbirliği,27,1992,4.0,0,0,0,,0.00,0.00,,,,0,0,Matches
162,Sadio Diallo,gn GUI,MF,Gençlerbirliği,28,1990,1.8,0,3,0,0.0,1.67,0.00,0.00,,,0,0,Matches
163,Souleymane Diarra,ml MLI,MF,Gaziantep FK,24,1995,13.5,2,16,5,31.3,1.19,0.37,0.13,0.40,,0,0,Matches
164,Soner Dikmen,tr TUR,MF,Gençlerbirliği,25,1993,4.7,0,9,0,0.0,1.91,0.00,0.00,,,0,0,Matches
165,Ismaël Diomandé,ci CIV,MF,Rizespor,26,1992,19.6,0,20,4,20.0,1.02,0.20,0.00,0.00,,0,0,Matches
166,Nabil Dirar,ma MAR,DF,Fenerbahçe,33,1986,26.4,2,10,4,40.0,0.38,0.15,0.20,0.50,,0,0,Matches
167,Brice Dja Djédjé,ci CIV,MF,Kayserispor,28,1990,28.7,0,21,6,28.6,0.73,0.21,0.00,0.00,,0,0,Matches
168,Papy Djilobodji,sn SEN,"DF,MF",Gaziantep FK,30,1988,32.4,6,36,14,38.9,1.11,0.43,0.17,0.43,,0,0,Matches
169,Mitchell Donald,sr SUR,MF,Yeni Mal'spor,30,1988,21.0,5,38,9,23.7,1.81,0.43,0.13,0.56,,0,0,Matches
170,Ryan Donk,sr SUR,DF,Galatasaray,33,1986,23.7,3,14,5,35.7,0.59,0.21,0.21,0.60,,0,0,Matches
171,Douglas,br BRA,DF,Beşiktaş,28,1990,3.0,0,0,0,,0.00,0.00,,,,0,0,Matches
172,Jean-Armel Drolé,ci CIV,FW,Antalyaspor,21,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,Matches
173,Abdullah Durak,tr TUR,"MF,DF",Rizespor,32,1987,17.5,0,3,1,33.3,0.17,0.06,0.00,0.00,,0,0,Matches
174,Jimmy Durmaz,se SWE,MF,Galatasaray,30,1989,2.4,0,2,0,0.0,0.84,0.00,0.00,,,0,0,Matches
175,Abdurrahim Dursun,tr TUR,DF,Trabzonspor,20,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
176,Salih Dursun,tr TUR,DF,Antalyaspor,28,1991,0.8,0,0,0,,0.00,0.00,,,,0,0,Matches
177,Volkan Egri,,DF,Sivasspor,21,1998,0.2,0,1,1,100.0,6.00,6.00,0.00,0.00,,0,0,Matches
178,Mehmet Ekici,tr TUR,MF,Fenerbahçe,29,1990,4.4,0,12,4,33.3,2.72,0.91,0.00,0.00,,0,0,Matches
179,Caleb Ekuban,gh GHA,MF,Trabzonspor,25,1994,15.4,5,44,14,31.8,2.85,0.91,0.09,0.29,,1,1,Matches
180,Eljero Elia,nl NED,MF,Başakşehir,32,1987,14.6,3,18,10,55.6,1.23,0.68,0.17,0.30,,0,0,Matches
181,Mohamed Elneny,eg EGY,MF,Beşiktaş,27,1992,26.5,1,28,5,17.9,1.06,0.19,0.00,0.00,,1,1,Matches
182,Berkan Emir,tr TUR,DF,Göztepe,31,1988,29.9,3,16,6,37.5,0.53,0.20,0.13,0.33,,1,1,Matches
183,Alexandru Epureanu,md MDA,DF,Başakşehir,32,1986,27.8,0,14,2,14.3,0.50,0.07,0.00,0.00,,0,0,Matches
184,Ziya Erdal,tr TUR,"MF,DF",Sivasspor,31,1988,12.6,1,9,2,22.2,0.71,0.16,0.11,0.50,,0,0,Matches
185,Mehmet Erdem Uğurlu,tr TUR,DF,Gaziantep FK,31,1988,1.6,0,1,0,0.0,0.63,0.00,0.00,,,0,0,Matches
186,Mevlüt Erdinç,tr TUR,FW,Fenerbahçe,32,1987,2.0,0,5,1,20.0,2.45,0.49,0.00,0.00,,0,0,Matches
187,Doğan Erdoğan,tr TUR,MF,Trabzonspor,22,1996,5.3,0,2,1,50.0,0.38,0.19,0.00,0.00,,0,0,Matches
