wk,day,date,time,home,score,away,attendance,venue,referee,match_report,notes
16,Sat,2023-04-01,22:00 (21:00),Al-Hilal,2–0,Al-Khaleej,,Prince Faisal bin Fahd Stadium,João Pinheiro,Match Report,
17,Tue,2023-04-04,22:00 (21:00),Al-Fayha,0–2,Al-Hilal,,Al Majma'ah Sport City,Abdullah Khaled Al Kharboush,Match Report,
22,Tue,2023-04-04,22:00 (21:00),Al-Adalah,0–5,Al-Nassr,,Prince Abdullah bin Jalawi Stadium,Abdullah Saleh Al Harbi,Match Report,
22,Tue,2023-04-04,22:00 (21:00),Al-Ittihad,3–0,Damac,,King Abdullah Sports City,István Kovács,Match Report,
22,Wed,2023-04-05,22:00 (21:00),Al-Ta'ee,2–2,Al-Raed,,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Hussein Al Hunfush,Match Report,
22,Wed,2023-04-05,22:00 (21:00),Al-Batin,2–0,Al-Wehda,,Al-Batin FC Stadium,Mohammed Nasser Abu Shaqara,Match Report,
22,Wed,2023-04-05,22:00 (21:00),Abha,1–1,Al-Taawoun,,Prince Sultan bin Abdul Aziz Stadium,Raed Ali Al Zahrani,Match Report,
22,Thu,2023-04-06,22:00 (21:00),Al-Fateh,2–0,Al-Khaleej,,Prince Abdullah bin Jalawi Stadium,Abdulsamad Ali Bakri,Match Report,
22,Fri,2023-04-07,22:00 (21:00),Al-Shabab,3–0,Al-Hilal,,Prince Faisal bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
23,Sun,2023-04-09,22:00 (21:00),Al-Taawoun,1–1,Al-Ettifaq,,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
23,Sun,2023-04-09,22:00 (21:00),Al-Fayha,0–0,Al-Nassr,,Al Majma'ah Sport City,Tamás Bognár,Match Report,
23,Sun,2023-04-09,22:00 (21:00),Abha,3–2,Al-Batin,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Saif Al Harbi,Match Report,
23,Sun,2023-04-09,23:00 (22:00),Al-Wehda,1–2,Al-Ittihad,,King Abdul Aziz Stadium,Artur Dias,Match Report,
23,Mon,2023-04-10,22:00 (21:00),Al-Hilal,2–2,Al-Ta'ee,,Prince Faisal bin Fahd Stadium,Georgi Kabakov,Match Report,
23,Mon,2023-04-10,22:00 (21:00),Damac,2–2,Al-Adalah,,Damac Club Stadium,Mohammed Khaled Al Hoish,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
23,Mon,2023-04-10,22:00 (21:00),Al-Raed,0–3,Al-Fateh,,Prince Abdullah bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
23,Tue,2023-04-11,22:00 (21:00),Al-Khaleej,2–3,Al-Shabab,,Prince Mohammed bin Fahad bin Abdulaziz ...,Sami Ahmed Al Jurays,Match Report,
22,Fri,2023-04-14,22:00 (21:00),Al-Ettifaq,1–0,Al-Fayha,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mohammed Khaled Al Hoish,Match Report,
24,Fri,2023-04-14,22:00 (21:00),Al-Batin,1–0,Al-Hilal,,Al-Batin FC Stadium,Faisal Suleiman Al Balawi,Match Report,
25,Tue,2023-04-18,22:00 (21:00),Al-Hilal,2–0,Al-Nassr,,King Fahd International Stadium,Michael Oliver,Match Report,
24,Thu,2023-04-27,19:00 (18:00),Al-Adalah,2–1,Al-Taawoun,,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
24,Thu,2023-04-27,19:00 (18:00),Al-Ta'ee,1–0,Abha,,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Salem Al Dagash,Match Report,
24,Thu,2023-04-27,21:30 (20:30),Al-Ittihad,2–1,Al-Shabab,,King Abdullah Sports City,Srđan Jovanović,Match Report,
24,Fri,2023-04-28,19:00 (18:00),Al-Ettifaq,2–0,Damac,,Prince Mohammed bin Fahad bin Abdulaziz ...,Mohammed Al Esmaiel,Match Report,
24,Fri,2023-04-28,19:00 (18:00),Al-Fateh,1–1,Al-Wehda,,Prince Abdullah bin Jalawi Stadium,Khalid Saleh Al Turais,Match Report,
24,Fri,2023-04-28,21:30 (20:30),Al-Fayha,0–3,Al-Khaleej,,Al Majma'ah Sport City,Shukri Hussein Al Hunfush,Match Report,
24,Fri,2023-04-28,21:30 (20:30),Al-Nassr,4–0,Al-Raed,,Al Awwal Park Stadium,Mohammed Khaled Al Hoish,Match Report,
25,Tue,2023-05-02,19:00 (18:00),Al-Raed,3–1,Al-Batin,4380,Prince Abdullah bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
25,Tue,2023-05-02,19:00 (18:00),Abha,1–0,Al-Adalah,,Prince Sultan bin Abdul Aziz Stadium,Abdullah Khaled Al Kharboush,Match Report,
25,Tue,2023-05-02,21:30 (20:30),Al-Ta'ee,2–1,Al-Fayha,,Prince Abdul Aziz bin Musa'ed Stadium,Abdulrahman Mohammed Al Sultan,Match Report,
25,Tue,2023-05-02,21:30 (20:30),Al-Khaleej,2–1,Al-Ettifaq,,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Zafer Al Shehri,Match Report,
25,Wed,2023-05-03,19:00 (18:00),Al-Taawoun,2–1,Al-Ittihad,,Prince Abdullah bin Abdul Aziz Stadium,Bastian Dankert,Match Report,
25,Wed,2023-05-03,21:30 (20:30),Al-Shabab,1–0,Al-Fateh,,Prince Faisal bin Fahd Stadium,Andris Treimanis,Match Report,
25,Wed,2023-05-03,21:30 (20:30),Al-Wehda,0–2,Damac,,King Abdul Aziz Stadium,Samir Zolota,Match Report,
26,Mon,2023-05-08,19:00 (18:00),Al-Nassr,1–1,Al-Khaleej,,Al Awwal Park Stadium,Majed Mohammed Al Shamrani,Match Report,
26,Mon,2023-05-08,19:00 (18:00),Al-Adalah,1–2,Al-Wehda,,Prince Abdullah bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
26,Mon,2023-05-08,21:30 (20:30),Al-Ittihad,4–0,Abha,,King Abdullah Sports City,Nikola Dabanović,Match Report,
26,Tue,2023-05-09,19:00 (18:00),Al-Fayha,3–0,Al-Fateh,,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
26,Tue,2023-05-09,19:00 (18:00),Al-Taawoun,2–1,Al-Raed,,Prince Abdullah bin Abdul Aziz Stadium,Anastasios Sidiropoulos,Match Report,
26,Wed,2023-05-10,19:00 (18:00),Al-Batin,4–3,Al-Ta'ee,,Al-Batin FC Stadium,Mohammed Khaled Al Hoish,Match Report,
26,Sun,2023-05-14,19:00 (18:00),Al-Ettifaq,1–0,Al-Shabab,,Prince Mohammed bin Fahad bin Abdulaziz ...,Faisal Suleiman Al Balawi,Match Report,
27,Mon,2023-05-15,19:00 (18:00),Al-Batin,0–0,Al-Fayha,,Al-Batin FC Stadium,Sultan Sanat Al Harbi,Match Report,
27,Mon,2023-05-15,19:00 (18:00),Al-Khaleej,0–2,Al-Taawoun,,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Zafer Al Shehri,Match Report,
Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
27,Mon,2023-05-15,19:00 (18:00),Al-Raed,5–0,Damac,,Prince Abdullah bin Abdul Aziz Stadium,Shukri Hussein Al Hunfush,Match Report,
27,Mon,2023-05-15,21:30 (20:30),Al-Fateh,2–4,Al-Adalah,,Prince Abdullah bin Jalawi Stadium,Khalid Saleh Al Turais,Match Report,
27,Tue,2023-05-16,21:30 (20:30),Al-Ta'ee,0–2,Al-Nassr,,Prince Abdul Aziz bin Musa'ed Stadium,Abdullah Khaled Al Kharboush,Match Report,
27,Tue,2023-05-16,21:30 (20:30),Al-Hilal,2–2,Al-Ittihad,,Prince Faisal bin Fahd Stadium,Fernando Rapallini,Match Report,
27,Thu,2023-05-18,19:00 (18:00),Al-Shabab,0–1,Al-Wehda,,Prince Faisal bin Fahd Stadium,Mamdouh Mufreh Al Shahdan,Match Report,
27,Thu,2023-05-18,19:00 (18:00),Abha,2–1,Al-Ettifaq,,Prince Sultan bin Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
26,Fri,2023-05-19,21:00 (20:00),Damac,0–1,Al-Hilal,,Prince Sultan bin Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
28,Mon,2023-05-22,19:00 (18:00),Al-Ettifaq,0–4,Al-Fateh,,Prince Mohammed bin Fahad bin Abdulaziz ...,Raed Ali Al Zahrani,Match Report,
28,Mon,2023-05-22,19:00 (18:00),Damac,1–0,Abha,,Prince Sultan bin Abdul Aziz Stadium,Abdulsamad Ali Bakri,Match Report,
28,Mon,2023-05-22,19:00 (18:00),Al-Fayha,1–1,Al-Raed,,Al Majma'ah Sport City,Sultan Mohammed Al Akairi,Match Report,
28,Mon,2023-05-22,21:30 (20:30),Al-Wehda,1–4,Al-Khaleej,,King Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
28,Mon,2023-05-22,21:30 (20:30),Al-Taawoun,2–1,Al-Ta'ee,,Al Taawoun Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
28,Tue,2023-05-23,19:00 (18:00),Al-Adalah,2–0,Al-Hilal,,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
28,Tue,2023-05-23,21:30 (20:30),Al-Nassr,3–2,Al-Shabab,,Al Awwal Park Stadium,Daniele Orsato,Match Report,
28,Tue,2023-05-23,21:30 (20:30),Al-Ittihad,1–0,Al-Batin,,King Abdullah Sports City,Tamás Bognár,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Abha,0–3,Al-Hilal,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Sami Al Ismail,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Fateh,1–1,Damac,,Prince Abdullah bin Jalawi Stadium,Freeh Khalifa Al Jaloud,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Ettifaq,1–1,Al-Nassr,,Prince Mohammed bin Fahad bin Abdulaziz ...,Abdullah Saleh Al Harbi,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Fayha,0–3,Al-Ittihad,,Al Majma'ah Sport City,Fabio Verssimo,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Batin,2–2,Al-Adalah,,Al-Batin FC Stadium,Faisal Suleiman Al Balawi,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Raed,0–0,Al-Khaleej,,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Khaled Al Kharboush,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Shabab,0–3,Al-Taawoun,,Prince Faisal bin Fahd Stadium,Sultan Sanat Al Harbi,Match Report,
29,Sat,2023-05-27,21:00 (20:00),Al-Ta'ee,1–2,Al-Wehda,,Prince Abdul Aziz bin Musa'ed Stadium,Shukri Hussein Al Hunfush,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Nassr,3–0,Al-Fateh,,Al Awwal Park Stadium,Artur Dias,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Damac,1–4,Al-Shabab,,Prince Sultan bin Abdul Aziz Stadium,Mohammed Saif Al Harbi,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Hilal,3–2,Al-Raed,,Prince Faisal bin Fahd Stadium,Raed Ali Al Zahrani,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Khaleej,3–1,Abha,,Prince Mohammed bin Fahad bin Abdulaziz ...,Sami Ahmed Al Jurays,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Wehda,0–1,Al-Fayha,,King Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Ittihad,2–0,Al-Ta'ee,,King Abdullah Sports City,Abdullah Zafer Al Shehri,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Adalah,0–2,Al-Ettifaq,,Prince Abdullah bin Jalawi Stadium,Khalid Saleh Al Turais,Match Report,
30,Wed,2023-05-31,21:00 (20:00),Al-Taawoun,3–1,Al-Batin,,Prince Abdullah bin Abdul Aziz Stadium,Turki Ali Hashlan,Match Report,
