squad,pl,age,poss,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90
Huracán,30,26.8,50.0,27,297,2430,27.0,18,11,29,15,3,4,64,7,25.6,22.3,16.3,38.7,422,992,0.67,0.41,1.07,0.56,0.96,0.95,0.61,1.55,0.83,1.43
Independiente,30,26.9,47.5,27,297,2430,27.0,21,9,30,14,7,8,75,8,29.8,23.6,17.0,40.6,379,870,0.78,0.33,1.11,0.52,0.85,1.11,0.63,1.73,0.87,1.5
Instituto,27,28.1,49.6,27,297,2430,27.0,24,18,42,22,2,2,68,3,33.1,31.6,22.4,54.0,388,986,0.89,0.67,1.56,0.81,1.48,1.23,0.83,2.06,1.17,2.0
Lanús,30,26.9,47.1,27,297,2430,27.0,37,23,60,31,6,8,74,9,36.7,30.4,24.6,55.0,349,900,1.37,0.85,2.22,1.15,2.0,1.36,0.91,2.27,1.13,2.04
Newell's OB,32,26.1,58.2,27,297,2430,27.0,24,16,40,22,2,3,65,6,25.3,22.9,18.3,41.2,466,1125,0.89,0.59,1.48,0.81,1.41,0.94,0.68,1.61,0.85,1.53
Platense,28,26.2,44.6,27,297,2430,27.0,26,16,42,23,3,3,68,2,21.9,19.6,13.5,33.2,361,865,0.96,0.59,1.56,0.85,1.44,0.81,0.5,1.31,0.73,1.23
Racing Club,36,28.3,59.3,27,297,2430,27.0,36,24,60,32,4,5,69,5,30.4,26.4,21.6,48.1,391,1201,1.33,0.89,2.22,1.19,2.07,1.12,0.8,1.93,0.98,1.78
River Plate,29,29.4,63.4,27,297,2430,27.0,49,31,80,39,10,10,61,4,47.0,39.4,31.4,70.8,522,1425,1.81,1.15,2.96,1.44,2.59,1.74,1.16,2.9,1.46,2.62
Rosario Central,27,27.4,46.6,27,297,2430,27.0,36,29,65,32,4,5,71,3,32.9,28.9,24.3,53.2,402,829,1.33,1.07,2.41,1.19,2.26,1.22,0.9,2.12,1.07,1.97
San Lorenzo,29,26.4,47.2,27,297,2430,27.0,22,10,32,18,4,4,67,8,27.4,24.7,18.1,42.8,508,883,0.81,0.37,1.19,0.67,1.04,1.01,0.67,1.68,0.92,1.58
Sarmiento,32,29.4,37.4,27,297,2430,27.0,23,14,37,19,4,5,70,5,26.5,22.6,18.0,40.6,251,714,0.85,0.52,1.37,0.7,1.22,0.98,0.67,1.65,0.84,1.51
Talleres,31,26.7,49.7,27,297,2430,27.0,41,32,73,40,1,3,59,3,43.2,40.8,35.0,75.8,460,1010,1.52,1.19,2.7,1.48,2.67,1.6,1.3,2.9,1.51,2.81
Tigre,27,27.4,54.8,27,297,2430,27.0,26,17,43,23,3,3,51,3,34.3,32.2,24.9,57.1,474,1177,0.96,0.63,1.59,0.85,1.48,1.27,0.92,2.2,1.19,2.11
Unión,29,25.5,47.2,27,297,2430,27.0,19,14,33,18,1,1,63,5,22.4,21.6,15.6,37.2,438,830,0.7,0.52,1.22,0.67,1.19,0.83,0.58,1.41,0.8,1.38
Vélez Sarsfield,27,25.9,52.0,27,297,2430,27.0,23,14,37,21,2,2,61,3,23.9,22.3,16.3,38.7,432,922,0.85,0.52,1.37,0.78,1.3,0.89,0.61,1.49,0.83,1.43
