squad,pl,age,poss,mp,starts,min,90s,gls,ast,g_plus_a,g_pk,pk,pkatt,crdy,crdr,xg,npxg,xag,npxg_xag,prgc,prgp,gls_per90,ast_per90,g_plus_a_per90,g_pk_per90,g_plus_a_pk_per90,xg_per90,xag_per90,xg_xag_per90,npxg_per90,npxg_xag_per90
NE Revolution,27,27.1,49.8,34,374,3060,34.0,40,27,67,35,5,5,70,1,43.3,39.4,32.0,71.4,554,1285,1.18,0.79,1.97,1.03,1.82,1.27,0.94,2.22,1.16,2.1
NY Red Bulls,28,27.1,51.4,34,374,3060,34.0,46,31,77,39,7,8,82,3,46.3,40.0,30.6,70.5,520,1489,1.35,0.91,2.26,1.15,2.06,1.36,0.9,2.26,1.18,2.07
NYCFC,25,26.6,54.0,34,374,3060,34.0,49,35,84,44,5,7,63,1,50.2,44.7,34.7,79.4,560,1472,1.44,1.03,2.47,1.29,2.32,1.48,1.02,2.5,1.31,2.34
Orlando City,27,28.1,47.8,34,374,3060,34.0,63,46,109,60,3,3,72,4,60.4,58.2,46.8,105.0,542,1407,1.85,1.35,3.21,1.76,3.12,1.78,1.38,3.15,1.71,3.09
Philadelphia Union,29,26.1,48.5,34,374,3060,34.0,56,44,100,54,2,4,90,4,58.2,55.1,44.0,99.0,447,1286,1.65,1.29,2.94,1.59,2.88,1.71,1.29,3.01,1.62,2.91
Portland Timbers,27,26.7,50.2,34,374,3060,34.0,37,31,68,34,3,4,67,1,41.5,38.4,30.4,68.8,604,1359,1.09,0.91,2.0,1.0,1.91,1.22,0.9,2.12,1.13,2.02
Real Salt Lake,29,26.6,52.1,34,374,3060,34.0,35,24,59,33,2,3,92,6,41.8,39.6,30.2,69.8,582,1253,1.03,0.71,1.74,0.97,1.68,1.23,0.89,2.12,1.17,2.05
San Diego FC,32,27.0,60.8,34,374,3060,34.0,64,53,117,59,5,6,62,1,54.4,49.7,41.5,91.2,591,1580,1.88,1.56,3.44,1.74,3.29,1.6,1.22,2.82,1.46,2.68
Seattle Sounders,29,28.4,53.3,34,374,3060,34.0,56,46,102,52,4,5,59,6,58.0,54.3,44.2,98.5,577,1489,1.65,1.35,3.0,1.53,2.88,1.71,1.3,3.01,1.6,2.9
SJ Earthquakes,30,28.7,50.5,34,374,3060,34.0,58,41,99,53,5,5,86,4,63.4,59.4,45.0,104.4,581,1347,1.71,1.21,2.91,1.56,2.76,1.86,1.32,3.19,1.75,3.07
Sporting KC,25,26.5,48.0,34,374,3060,34.0,42,30,72,36,6,7,69,3,42.1,36.7,28.2,64.9,614,1430,1.24,0.88,2.12,1.06,1.94,1.24,0.83,2.07,1.08,1.91
St. Louis,34,27.9,47.2,34,374,3060,34.0,43,31,74,39,4,4,68,4,52.5,49.5,39.0,88.4,557,1245,1.26,0.91,2.18,1.15,2.06,1.54,1.15,2.69,1.45,2.6
Toronto FC,31,28.6,45.9,34,374,3060,34.0,33,22,55,31,2,3,65,1,33.6,31.1,25.5,56.6,575,1022,0.97,0.65,1.62,0.91,1.56,0.99,0.75,1.74,0.91,1.66
Vancouver W'caps,32,26.2,53.4,34,374,3060,34.0,65,47,112,57,8,11,70,3,63.1,54.3,42.5,96.8,559,1532,1.91,1.38,3.29,1.68,3.06,1.86,1.25,3.1,1.6,2.85
